Symbol	E2.5_WT_male_XK122	E2.5_WT_male_XK126	E2.5_WT_male_XK129	E2.5_WT_male_XK134	E2.5_WT_male_XK26	E2.5_WT_male_XK28	E2.5_WT_male_XK35	E2.5_WT_male_XK36	E2.5_Xist_female_XK124	E2.5_Xist_female_XK125	E2.5_Xist_female_XK128	E2.5_Xist_female_XK130	E2.5_Xist_female_XK131	E2.5_Xist_female_XK29	E2.5_Xist_female_XK30	E2.5_Xist_female_XK31	E2.5_Xist_female_XK32	E2.5_Xist_female_XK33	E2.5_Xist_female_XK34
Ppp4c	126.4537137	227.0258667	235.8275271	237.6078524	223.7505626	243.2433946	299.4449331	324.740262	267.3001501	242.0164422	133.5020087	216.0022321	310.6220751	285.1100255	309.9849757	270.406552	314.122568	409.3131016	451.13203
Ppp4r1	3.804321775	3.165923446	5.135047489	18.26803229	10.23628204	6.902065326	0.931237475	7.601603238	5.457771683	1.623600609	12.63540014	10.31236463	6.826807923	12.44217458	20.63000239	10.24380839	9.011010638	4.920201036	0
Ppp4r1l-ps	1.093195912	0.38989205	1.844485449	0.463185403	0	0.807507643	0.250872165	0.196593187	0	0.799803256	0.640740372	1.039087345	0.189844492	0.805256199	0.042043699	0.083704922	0.411945366	0.059740178	0
Ppp4r2	11.39764077	23.9118085	23.22751424	24.42988146	43.29545275	33.72837059	16.55513751	27.89168318	24.04607363	25.26145963	17.40258594	8.072023946	22.58747968	33.46382021	22.6393254	47.02345285	11.83813995	60.15998331	22.89884514
Ppp5c	61.35212013	55.82573243	64.4983309	67.98639372	67.85742189	41.92445915	56.10098163	51.205193	66.01292236	59.99239564	112.0276785	68.28390304	94.25058725	51.51936532	88.66530525	96.39258996	67.19786611	39.78138568	22.85140297
Ppp6c	72.07374693	89.40990477	97.98961146	75.67997593	177.0653408	125.6038557	102.5470728	112.3310086	77.92368356	110.6195152	70.31858269	125.0986466	94.14459019	131.4786762	105.4533159	203.2289968	124.4942259	146.0719432	87.7758892
Ppp6r1	2.574327943	2.601404712	2.171756397	3.817585569	2.59752741	5.654671237	2.658464482	2.777701579	1.538830373	0.941714037	0.53887735	0.951575961	2.68234801	3.147806563	0.049503602	4.632172581	4.01888382	3.622510185	3.0827294
Ppp6r3	44.82257647	41.57563578	39.44767335	57.18246231	43.73552709	70.0860447	31.60436504	84.91677967	45.22447345	27.02724985	52.4600362	59.09426058	53.54633606	42.69668544	70.9620446	97.45428338	79.54635097	59.72844906	62.57328399
Pprc1	18.154682	30.32701903	39.06149328	39.05225303	24.42438578	43.65121978	54.82329887	80.22525347	41.18249302	14.47431893	31.33762924	47.58947826	38.64131856	22.57615297	33.04902552	69.43300958	26.21194853	33.83328688	27.72641767
Ppt1	8.812658745	10.01124341	6.828764071	4.148788626	11.85610285	3.349979561	17.97665603	2.99353148	3.277776593	9.671267167	10.16651671	6.411618601	6.801809066	9.693928007	12.35211169	7.122640871	8.117620561	6.581699747	0.611771706
Ppt2	90.41135082	17.40234228	123.9737117	79.04649652	41.99297803	73.98113231	78.90848407	81.72505539	75.49044051	51.44742671	7.450066481	29.70640016	94.70349501	56.23803252	58.28398657	135.0477304	21.32235028	110.7351801	19.72559141
Pptc7	0.529409341	1.636402273	3.572965523	2.691718945	0	1.646556465	0	1.301141912	1.012671196	0	4.432795029	1.789176253	2.022619931	2.183814296	5.212361015	1.824135571	5.756871721	0.752200225	0.992288135
Ppwd1	7.222208498	11.77520132	11.14112867	6.120076949	14.57458797	11.31139404	11.7437862	9.895578179	7.40082452	7.548439012	10.8850036	8.717129863	12.90043872	4.863938035	13.09449772	5.450973505	16.32912431	13.19338848	2.14869944
Pqbp1	43.91795752	51.34143719	62.16183279	34.11461184	49.85295719	78.54074337	41.82584357	42.12222724	109.3850001	147.2681212	96.52893001	132.5765018	115.0375079	137.5965775	71.64429167	134.2299413	58.12011797	160.2997799	161.5847751
Pqlc1	84.78154415	24.6910799	56.76734379	50.58810831	30.87739978	38.69468601	32.46520905	50.52113619	24.94967098	32.11499356	17.64208695	31.57711323	34.84773942	72.07329604	59.30910951	39.83330783	17.93189882	47.48222004	10.86554828
Pqlc2	13.1178169	4.820287286	9.926281209	13.1370875	44.52120105	6.861603781	9.414164872	16.65612649	14.25692136	15.26834965	1.397922083	10.57936772	26.50811529	14.33590491	1.834559465	2.282768582	11.04182626	14.53256431	0.248354806
Pqlc3	5.295241805	4.532558513	3.097241827	0	4.274369399	7.411111359	2.52757243	10.28442503	1.519336296	1.937050618	5.497858171	7.381952987	16.55229827	2.870778525	0	4.29778475	0	1.620474998	0
Praf2	2.02413472	9.14425097	6.830407972	1.715245447	0	4.249405891	7.060532885	1.334692774	4.8397874	14.80896078	29.48999594	27.36282488	9.842319238	14.90992614	2.491106617	1.704845777	5.448199495	25.33047931	0
Pramef12	24.8079926	4.482913281	11.38512392	8.408886215	3.003787032	7.484251731	4.918807698	13.14598397	14.71059283	13.79400518	19.94109061	28.50572336	13.09680041	12.92319666	31.90515179	23.6300697	7.158136838	9.815189774	3.306551464
Pramef8	1.25765403	3.438857255	1.8390372	8.525856811	12.68987824	7.48079337	5.252753885	4.410281013	1.804260774	0.920123993	0.73713202	5.312913255	4.804894642	8.263463609	1.305953981	3.851892664	14.75914717	1.993093605	0
Pramel1	1.000453472	0	0.675202624	0	0	1.633583084	1.377534943	2.81866825	1.435274657	1.463902189	5.528749098	1.479232631	0	0.058955315	0	7.736976328	0	0	17.71003871
Pramel4	34.59675701	45.24318833	37.77081791	24.14356325	22.58787747	40.27163794	23.44469919	43.79556447	14.59804153	18.98374201	41.40747932	21.7079789	21.20497291	25.1844128	29.27257954	52.51330707	17.41915875	19.51785565	22.46291058
Pramel5	134.1642123	181.9386064	155.5156958	196.5493926	157.1706731	213.2342772	134.8440104	327.0123323	55.45895926	104.3959311	211.1554376	290.1103044	120.4438181	152.963092	165.6408959	162.3627926	130.1252332	117.5558703	98.74029527
Pramel6	153.7580051	244.6052758	283.140813	299.542	203.1262218	731.9886781	292.1757577	673.0269467	289.5651087	175.1169229	339.2445669	587.6038936	260.9602383	425.1076316	259.5820041	525.6627268	422.9031129	333.9326583	232.7334499
Pramel7	404.226233	289.5855424	504.5820671	383.6893404	423.760063	731.3684464	315.3972406	767.0569396	379.0771288	341.8290315	449.2320316	579.1002609	417.9969482	491.6454837	435.3977239	550.8911654	437.6113343	477.94429	531.8881353
Prc1	111.8806686	52.6251971	105.2368283	80.38012721	134.1578479	166.1045861	83.27612768	105.0219175	79.09025941	123.9673796	43.58098531	71.40910079	141.9176792	146.0486242	87.92816253	161.4616244	96.80127807	180.4951357	72.60192085
Prcc	3.567130744	7.067940799	4.27990103	7.053142748	7.198554408	7.673630837	10.36897547	7.127660123	3.411661143	4.784599945	4.778868281	5.274224481	10.32447029	2.452403243	7.865550837	3.368623666	3.584506586	6.627755147	0
Prcp	4.941511077	4.699751404	4.076122004	5.583228094	3.324028835	2.113233564	2.948408123	5.77621825	8.664591047	2.71147875	2.62046383	2.435443738	2.002334177	9.609477579	5.511384288	5.360193245	0.266013303	10.12650431	7.203797598
Prdm10	10.74430666	4.257770675	4.350777472	13.35354818	10.84113277	13.64514822	3.221793383	7.900492567	8.563356228	7.336692894	7.676851785	15.28093937	6.468304872	5.951580517	1.652879941	12.9435122	5.629678252	8.180915997	10.88964407
Prdm14	2.824265105	0	0.847149712	0.797757813	0	0.951595972	2.851757645	0.112866072	0	3.788192706	0	1.39195049	0	0.610243209	0	3.748353551	0	1.440491659	0
Prdm15	2.308011162	0.823160051	0.951908732	0.977900729	0.388135103	2.153496588	0.988687754	2.836226925	0.735806316	0	0.644173271	1.218763547	0.534412543	0.838715064	1.006001179	2.503563312	2.567745179	0	0
Prdm16	0.283585789	0.741706817	0	0.240309713	0	0.374850783	0.078094453	0.186993435	0	0.311215265	0	0.4791991	0	0.116979179	0.0218131	0.564560918	0.030532196	0.325441003	0
Prdm2	5.918346283	6.43290936	3.994271649	3.940504996	5.118584189	7.198491372	0.97012303	6.018456975	1.010785974	4.252655505	7.008475781	7.589843219	6.753986147	5.717169801	2.276162661	3.495820224	4.027997439	3.072504223	0.792352687
Prdm4	10.58913244	7.405196459	9.528758985	16.89072526	1.257007077	8.620977232	12.17882896	17.66126509	5.06380818	5.240762365	11.16121007	11.44648791	11.24979995	6.129908537	9.486577681	8.012605096	0.938886453	16.33883952	0
Prdm6	0	0.446304728	0	0.795304117	0	0.729745469	0	0.618854089	0	0.686643856	0.314334762	0	3.585659554	0.553060236	0	1.940274306	0	0	0
Prdm9	1.411044204	3.187273604	3.015644861	1.793571684	0	1.426293846	0.129525444	0.718966665	1.349545342	2.064694416	2.717405845	1.937293933	1.960336416	1.122536451	0.325607794	2.593013986	2.886474988	0.771097207	0.146931297
Prdx1	630.5186795	580.4192984	430.9606624	233.573579	271.1675633	184.0469572	489.5897232	198.5845083	341.8864073	362.3596984	461.0093065	253.6244935	373.9614944	219.2788212	333.661053	154.9914485	194.936501	262.0925124	316.0796015
Prdx2	106.2477339	92.42345517	157.4039238	105.4056565	88.90189221	77.97795142	120.1272864	69.43725633	271.3918491	155.4657908	70.73583257	74.98906338	217.811689	102.1616743	194.1456636	78.77335172	75.60990437	53.6714762	127.3654139
Prdx3	99.67147534	81.1381995	85.51009011	75.87201278	138.0702662	113.6213695	83.1185836	118.4824283	91.28810344	51.91027554	82.60717537	129.529009	92.11885364	109.3068251	130.4624428	121.2024683	100.2176125	108.6585359	186.8172974
Prdx4	122.6812483	119.0603689	88.99286005	61.5271736	73.26159551	53.34057665	169.3807547	39.02156329	56.2725804	181.3436988	132.4906513	116.8734658	114.7852369	72.58941124	49.10833448	73.80670792	78.98112316	114.3817917	187.1889654
Prdx5	298.0420693	274.1806279	213.1206422	162.3599484	146.7838954	193.1173801	224.0790174	207.3729517	239.2402582	194.69048	182.4117061	230.829092	300.6893925	210.131137	182.3088136	138.0114106	192.9137755	219.6831286	222.4172508
Prdx6	170.480015	133.292521	288.6997475	374.8979785	322.9264105	180.5360275	173.9636587	286.5802792	143.5438641	239.1228404	150.9764405	232.8455938	120.6018449	224.9597391	234.6687273	205.8926985	122.1769241	186.7826056	184.7078748
Preb	5.784612493	11.74381009	7.407618532	8.295459751	8.979603961	8.753394004	11.15085158	9.362401144	10.00105102	5.859878247	10.35766272	17.19980611	7.572808878	13.58271985	9.309636869	6.541617493	18.77978277	11.18554789	7.228184184
Prelid1	192.7779216	272.3546938	145.7379499	189.9528015	178.6825748	162.7911367	217.2887441	172.9364737	234.7576877	180.4000677	155.7840481	278.4054362	156.4893898	154.4185316	177.5942848	163.9136845	164.3537179	204.9383779	255.825063
Prelid2	381.0014245	594.8496125	342.0902282	220.0015507	357.2183197	206.8474619	190.0338628	237.6865941	386.9690788	252.8466418	308.8527895	230.0341005	261.1457825	217.3659645	172.2063468	201.3704577	186.5884915	131.9257857	313.8769096
Prep	38.60521453	78.12926194	43.82815807	99.66339359	11.77652437	59.68547664	78.37408809	112.2641334	63.5413	43.68017086	101.9349829	109.4195364	46.14973667	70.57638489	91.43204175	106.7583785	144.6047925	64.71289385	49.36113422
Prepl	4.453412902	9.076142274	3.148716607	3.234692743	17.97418563	6.925449963	9.519124272	3.928089346	10.34405226	2.560016598	6.818532938	6.047125466	3.093520198	6.373381407	4.844657015	1.510113588	4.863252853	2.398902101	0
Prex1	0	0.533310228	1.429678655	1.267127724	1.131595115	3.255491762	0.446099116	2.420173527	4.826742951	0.136750434	0	0.078961444	1.42822366	3.392503672	2.760436061	7.327680157	1.046454783	2.778311652	0
Prex2	3.709556631	0.570717108	0.539985055	0.369819614	0.440351366	0.407201494	0.620939442	0.353171832	0.417397594	0.399115194	0.548125982	0.645271765	0.606307679	0.192881426	0.067137628	0.200496746	0.234934427	0.250415317	4.498958298
Prickle1	1.195156168	0.426256523	0.806606807	1.012771608	0	1.486858626	0.767957465	5.050832702	0.285766639	1.967398535	0.800572548	0	2.490611016	0.14085774	0	1.09814301	0	2.318576988	3.609078664
Prickle3	0	2.442842165	4.391469368	1.741234014	4.146642031	1.19827523	2.074805716	2.093960151	4.913117513	4.134168218	5.161519666	1.736088321	4.638885312	1.513583411	2.449824074	4.012023429	4.867058215	1.628196417	0.427931219
Prim1	65.28725725	56.03526169	48.71912128	28.33679464	49.80839293	39.74428028	41.3661852	36.94066779	68.53366268	65.24057243	80.79848946	39.35246776	28.75927332	49.92088366	61.48670251	34.50515649	4.11461673	59.34682001	0
Prim2	31.50627868	16.18102329	18.14483596	8.543463124	40.69146708	14.60052281	27.18563195	10.72740447	24.10648882	26.73869873	32.28974223	17.30262521	15.31987223	19.53164916	4.556043665	10.80757163	7.734024361	9.366223587	0
Prkaa1	15.73215772	15.83528483	17.93191187	13.77576075	11.11175353	17.37007418	9.194219617	21.59598333	9.278667815	14.9629358	13.6117756	26.14090282	21.49210935	16.87274505	22.50785735	22.60624501	14.7925112	22.09479243	3.931635307
Prkaa2	0.595319223	0.283096841	0.73659466	0.756707478	1.802052457	1.27293913	0.464497414	1.927049522	0	0.108886762	1.246166192	1.508942514	0.723682295	0.543760516	0	1.276324	0.288427057	2.374877851	0
Prkab1	119.0203058	83.48302927	115.6700117	149.269005	188.545852	153.7148166	161.3674835	133.7026017	127.4928842	94.47914808	128.1586962	77.68212262	183.5413954	221.4926158	206.0769771	111.8197773	102.2580559	167.6766103	18.59028356
Prkab2	2.291580824	0.681083429	0.515526685	0.97093922	0	1.648169789	1.998357817	1.785779123	0	0.628711806	2.590329419	0.847061164	0.198978057	1.316636407	0	0	0	0	0
Prkaca	2.129181398	5.06253204	0.718488619	1.804261674	2.148369269	0.579436361	0	0.191449013	0	0.778875129	0.534835182	2.473528367	1.109261448	1.756575267	0.655096943	0	3.209329272	0	10.42039578
Prkacb	0	2.05619905	1.945476563	3.664096453	1.939071337	4.146536983	9.614096789	5.558326398	11.946969	2.284736146	0.321820396	3.653268319	3.837915076	0.594542475	2.069466843	7.246974813	1.965598004	3.911941096	8.704833502
Prkag1	86.38448773	89.24079512	85.4405273	63.10512535	58.60958468	83.72807435	74.51071657	107.4045317	56.97897357	44.67625838	95.77563472	149.11717	80.69792435	98.03632128	62.20718033	76.63550792	88.67607835	108.8197408	45.90639327
Prkar1a	42.60733536	53.79751547	31.39973283	28.63525622	68.93433617	43.01068846	32.03055469	43.59541189	36.1834915	34.3970758	55.72763707	66.87675526	31.12764099	46.83922562	69.38852664	37.6863591	62.87776382	53.27160907	16.06383996
Prkar2a	4.229639927	9.769433736	7.068457834	4.608236158	0.609679546	4.745169912	4.659068678	6.08504576	2.022647784	3.757590519	7.588967034	13.52859716	10.07341188	3.845520911	8.13347852	10.64109184	14.37709721	3.136876881	1.006697599
Prkcd	7.037424064	0.418320215	8.90537515	2.981745598	8.876055375	17.44170562	15.01935035	7.909776342	14.7234181	36.36280284	4.714001961	1.11485023	2.13870937	10.83418097	19.55485031	41.01984603	5.114357389	22.25733881	3.114414014
Prkce	0.780654452	1.670538435	2.45868475	2.64609659	0.787689596	0.940839573	3.081355212	1.871837062	0.559972843	0.999498296	1.307298873	3.132953756	0.813411097	0.736045884	0.81063533	1.643783184	1.09263667	0.575918621	0
Prkci	12.02784824	7.539601189	6.149661825	7.875915375	8.826357416	5.483779786	7.979521559	5.702479293	3.13735289	0.799982383	10.34569684	4.388240267	4.747175252	3.060658881	7.106976541	0.460480181	2.119050654	2.27063518	0.569297075
Prkcsh	63.62783787	54.40521745	37.43679846	45.62294957	54.32412838	42.90870437	39.31210831	53.1778823	55.58841529	29.09459738	59.21854202	69.00755277	47.59834386	38.21604648	32.00041846	38.88167066	86.42138858	40.25397981	1.274141072
Prkcz	21.78136352	31.0735903	16.9709253	27.01091633	26.80201705	11.5247217	9.753167241	17.19666282	10.41602297	15.93566648	15.74673499	25.13568745	15.31472829	16.27910839	23.00607438	14.60322086	7.149650262	20.58334497	9.62551883
Prkdc	1.348251957	1.053309442	2.296491593	0.816074644	0	0.763779913	0.636487662	2.274513167	1.842128327	2.959221562	0.483816109	1.912108007	1.337928831	1.645762212	3.674156225	0.516171548	5.764894897	1.947212097	0
Prkrip1	79.69755109	85.27321011	52.7915377	46.27429403	50.63215384	43.37785312	51.75222771	43.43921004	35.28889725	81.5235977	52.39660206	46.13754428	58.9493546	46.96464474	47.67969028	55.48629258	30.98556409	58.55397038	23.66713189
Prkrir	2.820458085	8.885679612	3.489782097	8.962677681	7.1146891	5.921182559	6.990333297	3.381417963	0.674382854	2.579377051	0.826558782	2.234047796	8.571517187	4.196692001	3.633853208	0.9718185	2.884807469	4.855105985	1.615310561
Prkx	9.88918172	14.28891386	8.72776717	12.89240267	6.140493279	8.458202523	8.3793961	4.104012967	5.456637836	10.29612727	11.59242896	10.60480002	1.32104316	14.47923418	3.803323616	3.61128441	31.53198513	8.230964079	9.822281655
Prl3b1	0	3.720636528	1.173429062	33.15041681	49.99893372	24.13141964	28.00987717	20.48006727	19.95481574	31.48328105	3.493951774	4.957867609	19.02217468	16.13712775	62.18784187	99.44734996	4.773460942	29.07431905	0
Prlr	0.181968429	0.216332202	0	0	0	0.127339632	0.1002217	0.119988035	0.087018764	0.06656581	0.121891124	0.153743789	0	0.16084715	0.069984033	0	0.137141111	0	0
Prmt1	50.18189698	71.97507215	95.41192165	83.6762245	26.13374394	49.59143091	60.92334026	60.55070165	99.08598162	36.71404561	65.60195658	64.28131797	109.0729622	39.39684982	37.10518174	75.11229008	40.4340221	60.41914781	38.43208275
Prmt10	17.5556021	19.4099226	21.52425865	28.26546866	11.5139769	23.61494124	27.55664291	34.93840079	14.69165237	15.09172087	27.04703121	38.19394307	12.1948292	11.4315224	3.105821438	31.45463028	12.09676605	13.23924827	0
Prmt3	35.22237796	38.38444258	37.41804255	38.13825908	56.27134505	48.30754139	26.5841239	39.99905736	37.89815407	44.02267784	41.6165366	60.55155984	35.68087275	44.68316623	57.57189514	66.00017379	24.12266208	68.38411452	39.733285
Prmt5	80.41509394	74.50289367	98.97858586	115.1390168	140.8288188	135.4017435	80.60396308	138.185979	91.93873456	88.24985516	98.90886652	114.4082861	136.1175661	180.5626493	133.3779608	122.6506579	141.610938	128.0456402	92.59064004
Prmt6	4.069479711	5.252663334	6.146879172	2.955826638	1.173186648	9.44739711	1.440851029	11.36076712	5.282157109	5.529290001	1.752384481	9.332456677	5.451733389	3.254546774	1.922835898	7.122194484	1.627375502	1.366085288	4.358600227
Prmt7	60.64860801	57.42391462	26.31313154	21.1080205	2.185541585	23.66269291	11.53201687	24.8645609	51.79044902	38.03288029	55.85982526	48.95399357	35.3582418	25.40048138	31.65551077	26.03846971	27.63469877	20.4775229	29.77216591
Proca1	1.61342133	3.836214795	2.177785067	0	1.627961247	1.881759383	0	3.771912512	3.857755192	4.721640899	4.593172557	4.430295445	0	4.183372482	5.336409738	0	2.953046558	3.438594089	0
Procr	4.869228336	1.543668347	1.460544683	0	4.913109109	1.514415929	0	0.583766738	0	5.937369249	0	5.828131605	0	1.14774708	4.868962293	4.598260895	5.242443024	8.692275298	0
Prodh	6.415522923	7.627060426	5.773085949	1.812164703	8.631118235	7.731945717	19.13946929	3.397080904	9.715189531	6.25829407	4.297422944	6.097981712	3.713734122	2.709413753	0.986949599	0	4.604838259	2.921590382	0
Prom2	1.144447479	1.36057032	0.901114301	0	0	1.779716798	0	0.720334765	0	0	0.287477045	0.120866908	0.993724215	0.067440679	0	1.402067259	2.34111661	0.875573106	19.90151009
Prorsd1	19.5013205	24.54780867	9.806514302	10.69287881	15.04716624	9.989831394	4.949113635	8.045446848	7.13140854	15.94607741	3.073626749	8.722864817	5.976354559	11.28905618	6.617733597	7.290313249	12.84464236	6.268788385	2.150113059
Pros1	14.18379907	0.354996513	2.015283673	0.63259511	1.506486463	2.205705892	12.95135605	1.566232471	1.427959292	3.276992055	15.75163213	5.834212404	0	0.791840187	3.043320962	0	3.53643129	0.652720816	0
Prosc	48.97281503	36.97997735	54.96490732	34.20281099	19.00544264	28.91457151	21.58785948	38.06667054	31.91186803	39.1761655	32.08335081	22.50714502	26.35498578	43.44705144	56.29703248	22.91086395	12.22558671	63.08258534	45.27919846
Prpf18	37.19236348	34.01226478	32.50257539	35.7593245	43.30100263	41.98773259	41.16540987	50.67772613	25.65243307	28.51885629	31.74039694	35.95579815	26.82898154	26.67965495	23.7666023	48.7408882	31.49541393	42.99437401	48.41026765
Prpf19	13.10557714	10.99799713	10.75263466	12.73880536	4.278250281	6.084127536	7.678058861	7.971600743	10.50676348	8.319254662	16.7183358	11.88698275	10.84406845	3.361746909	5.040331188	11.30391821	5.31203322	3.159635642	7.224760127
Prpf3	33.06037316	31.01801522	28.34269287	31.80110263	36.96461201	31.61130761	27.47674627	40.49272764	19.22805726	15.68925918	29.47734057	21.89301422	32.5855701	34.01454061	36.97611009	39.61298681	30.88052237	27.05106095	59.91914224
Prpf31	30.30017582	48.39906308	33.2085653	39.5019607	45.46789028	48.99214257	60.76235608	59.75254499	42.35476327	36.6627827	46.31765732	58.25731131	27.52394685	42.89890403	39.26257955	53.77766859	33.54273666	51.20311238	62.29381946
Prpf38a	61.06783802	45.0885301	42.66059678	36.7688099	47.02439475	31.86355043	68.30058265	55.00653219	51.48973029	49.96927484	39.29143134	55.66911781	24.00089302	72.91984522	35.72396946	47.12818568	50.00349605	75.35025861	37.81909052
Prpf38b	10.56756049	14.30270665	13.89827668	23.42055421	22.1458025	14.47411135	18.50536008	18.80909519	7.38587336	8.028794222	32.67071789	19.23051679	11.85797902	21.2686745	21.50912537	11.63927676	22.58003831	12.48263354	1.862206182
Prpf39	2.400301349	7.84736023	10.25971605	9.661537406	12.7151457	18.19681677	7.876917277	14.42445324	2.869608459	4.609780491	0.100489763	9.252736207	5.418874878	20.43900176	9.462209454	41.67408407	12.59835865	18.16703503	24.49432851
Prpf4	10.25479137	10.41806646	7.340373509	14.21980071	2.821965285	12.97514477	6.246999529	11.87523706	8.024602245	12.44750133	17.4851037	8.270370715	9.551820604	14.75042381	4.625160169	9.743607787	10.58912761	8.940869907	16.69691684
Prpf40a	37.67139618	34.19979031	38.52166112	44.11126169	87.77058966	75.89076458	75.19598899	62.36716607	49.45871629	49.35946297	14.45225507	32.84100408	35.68373317	96.58680274	85.29602528	119.8362554	36.06047678	111.9151101	98.566824
Prpf4b	5.465979562	8.18773305	12.91139814	16.2114891	14.33961924	9.307588094	6.522676278	14.87555116	4.443588056	10.79734395	8.512693518	8.19724461	3.607045343	12.46536596	14.08463928	0.502229534	3.942905648	12.45582705	29.93832101
Prpf6	51.13938272	33.62822122	35.41259109	40.62689379	43.53770533	36.71876161	46.20942093	58.77183898	19.86990163	40.33757324	54.1934222	40.33805476	15.26399427	38.18760542	53.90238967	16.09104519	46.88625966	63.22845655	0.166409914
Prpf8	16.96799045	22.57746502	28.99613639	36.77609132	21.40112937	37.60107905	60.38541626	44.83228665	29.33605982	13.96587344	41.63878846	28.53441355	33.54662051	28.86249192	28.5377974	39.97606555	32.28614236	30.67072383	39.0749653
Prps1	444.9611798	309.1651149	550.8331497	390.6747247	659.7380956	800.7444194	556.9639981	599.3267572	686.2284319	1114.077745	637.3021108	575.403839	743.0990181	1682.000197	1157.691505	1778.560875	487.9823462	1703.127282	1190.515484
Prps1l3	9.749801187	12.02566195	17.82112434	10.32743889	31.97241115	14.83013662	28.58321964	21.33230744	18.06692878	16.71830383	12.85767275	22.13837639	19.47123964	18.45716356	41.76249143	29.20808669	20.14131081	20.87910263	26.52318974
Prps2	10.73603726	1.435891612	0	0	0	0.782600865	0	0.321783095	0	3.681887033	7.528611313	0.708656173	0	0.15816489	4.025794002	0	0.361216525	0	0
Prpsap1	64.03330682	61.21124293	88.78360272	158.3553529	174.0524135	110.0432337	154.1442919	169.2831871	99.36280441	83.17911044	35.45201388	47.20059827	125.724413	102.9597127	139.3176047	77.64698019	65.7052859	137.0418889	102.6017786
Prpsap2	75.8351234	71.50318085	88.83115687	83.09799179	46.17498009	91.19266012	92.17604999	100.3232479	63.15105989	39.2203468	82.54671601	85.61416804	76.74659321	81.20991946	95.54301189	102.1164185	54.61949851	124.254034	36.48806992
Prr11	58.6835107	49.2908994	43.19273715	101.0780203	18.66476499	24.45120216	22.42546738	19.42411238	22.87738544	38.50058931	15.70224107	26.00321888	27.02826	16.23820693	11.23561012	27.15539035	24.58582948	16.06932729	24.84125628
Prr12	1.064590699	1.518759612	2.315129994	0.300710279	0	1.29683376	2.247630789	1.552864217	1.018191645	1.687562779	2.139340729	1.274241886	0.862758904	0.271850934	0.627801237	0.760803396	0.496681911	0.349061884	0
Prr13	79.45016997	154.4321486	334.2353711	111.0876132	84.17447143	122.9342636	223.3497122	176.2161727	314.3979452	405.4377762	195.2490756	72.16137982	269.0477991	226.0180781	193.2672571	162.883581	82.75979055	166.397005	174.1488552
Prr14	9.644406607	8.662974604	16.87512558	8.17264007	15.1376098	13.49811283	13.67295145	24.40988924	17.93568272	26.2641275	14.89454156	11.54369175	21.95912401	20.90196234	31.98141289	22.40003248	27.34355182	24.06818469	9.596329398
Prr15	47.72619461	26.0579265	14.31566462	19.47256924	964.9094882	12.36974054	31.64041158	9.324486521	26.20424211	15.51884724	17.46469884	6.347219358	21.48775706	8.228983653	14.14032206	17.05362022	23.0277758	10.3358294	47.85640651
Prr18	0.687055016	0	0	0	0	0.587637141	5.486877149	0.329481255	0	0	0	0.290243868	0.715884182	0.85023088	0	0	1.035602592	0.713368004	0
Prr19	3.775880081	3.142254516	14.44052841	11.1988415	5.714861639	12.47763163	2.426222926	14.59913476	7.222624724	15.88441431	6.323160983	11.96330003	6.557196443	6.452711608	4.501764887	8.9625767	1.016323061	9.801223974	0
Prr23a	6.915315785	3.288494609	14.00136886	0	32.56229946	3.226177844	7.405822104	3.178101826	3.30695955	2.529689335	19.30086674	5.35580788	2.401828612	12.49696789	14.007182	1.411996914	3.970857694	10.58128859	17.28211743
Prr3	7.216870576	3.431895334	4.667697865	9.937774618	5.461430968	5.050291702	0.248424631	6.218791267	0	5.940002229	8.308787755	2.858194187	6.266411678	6.166560317	3.122513768	0.069073574	6.701647786	11.19059809	15.59339611
Prr5	0	3.163047948	3.591268453	11.27294828	0	24.82486711	13.79887137	29.10668379	19.08485102	4.866377848	0	13.48756137	31.41879782	3.370894604	5.934874852	20.88129905	8.163926532	3.780267289	18.00809193
Prr5l	1.647170359	1.958229752	0.86463194	0.465269008	0	0.640373807	0.403201111	0.526606792	0.52512673	1.205101667	0.827514894	0.811814579	0.381396986	0.679458011	0.04223283	0.294285119	0.768482876	0.240035658	0.228691987
Prr7	1.79493123	3.414231167	2.826583534	3.042038248	1.811106887	6.140808121	1.9771678	4.949426226	0	7.879238251	8.71689586	1.137393157	3.740494853	0.31731831	5.660627656	5.634879964	7.923284477	0.882792905	0
Prrc1	1.525373759	4.956715525	9.493996767	6.462984822	2.052160272	1.186045385	11.57500444	6.248245527	3.404081253	17.11189145	5.364282134	5.262506423	9.359677464	0.119850837	1.329740363	1.518352545	8.59465102	0.500145116	9.74196427
Prrc2a	6.407103602	10.32533602	10.24979506	10.85871921	3.950737683	9.216340511	14.47462886	10.15653113	13.44724132	4.296930746	8.821998967	11.35292402	12.85738291	4.341958333	5.366340567	7.413292634	6.016757006	5.446478377	6.22690466
Prrc2b	4.567511408	1.466116667	1.541298908	1.161148475	1.613035603	2.823396074	5.366659972	3.189736264	3.603964056	1.336671846	1.491524179	1.929528418	4.203930349	1.884099115	2.389029276	5.927920106	9.564732423	1.110729133	0.047561258
Prrc2c	41.83819021	32.01086901	33.91529075	42.58387513	18.86714183	34.51197879	37.6111181	30.06760155	38.22634992	29.2416004	17.26133949	22.41389095	41.97013822	45.70064246	36.08279325	33.12678403	27.15281635	40.17066487	16.11207748
