Symbol	E4_WT_male_XK151	E4_WT_male_XK152	E4_WT_male_XK155	E4_WT_male_XK156	E4_WT_male_XK157	E4_WT_male_XK161	E4_WT_male_XK62	E4_WT_male_XK63	E4_WT_male_XK64	E4_WT_male_XK65	E4_WT_male_XK68	E4_WT_male_XK71	E4_Xist_female_XK150	E4_Xist_female_XK153	E4_Xist_female_XK154	E4_Xist_female_XK158	E4_Xist_female_XK159	E4_Xist_female_XK160
Elk4	0.762989885	3.442488846	0.865027073	0	2.59351208	2.575139063	1.689578828	2.053425285	1.526386911	1.915434885	0.426782254	0.512953939	2.103076865	0.617046728	0.878631056	3.233814025	0.327156613	2.724995534
Ell	3.745173568	8.582921485	5.404035823	0	5.429343721	7.997050231	4.289102195	3.746663579	3.269387173	6.023796576	4.062801045	5.493512219	2.502559213	3.5244269	8.712735298	5.254111217	6.569445303	5.172738493
Ell2	13.33687605	5.359782041	3.589749748	5.531223196	6.667823924	11.94233241	3.059577687	6.335136827	4.913886631	4.679816187	4.937586465	5.203469516	6.969550556	2.069223111	5.008927407	2.565110477	6.45915773	4.373225062
Ell3	23.42479221	7.009980168	2.134082247	0	12.95473572	2.616973723	12.35054536	2.701836639	1.33891669	11.10120217	7.019344324	4.030830255	3.526781124	8.479760361	7.064914512	4.500435765	31.92600999	6.544903793
Elmo1	0.178813577	9.783788617	5.811504872	0.33406167	8.25425063	6.00563181	7.321009685	6.502070604	8.299163642	5.301289103	13.73611834	16.66986778	0.231941212	6.761343273	12.08035433	15.77931596	0.230016329	10.25858516
Elmo2	2.62393924	3.792514722	4.800321947	0.525222298	4.504619148	7.108332089	2.042478538	3.252696536	3.722215766	3.507482541	4.002855527	4.99817012	3.712955687	9.182634855	3.845713209	3.227469101	9.25649543	4.016280191
Elmo3	4.462275281	9.439683701	5.059030268	0	8.988393392	18.38525316	10.13471222	9.361069296	12.81815831	8.206771082	1.535997699	6.15377095	7.569014875	4.145424777	9.837987909	2.760427713	0.686841788	5.137163616
Elmod1	2.150430609	8.547352757	0.45712779	16.67963416	2.571904089	2.301266074	2.222244768	1.929142475	3.44160697	1.928039886	1.503567805	0.963815181	1.046005894	4.231811474	1.031815293	3.417849699	1.49835845	1.097171221
Elmod2	7.509410776	5.622916284	3.371750248	0	4.680154849	0.979270157	2.107434743	1.38735209	2.14186864	5.652895027	0.831767707	0.866415404	3.086113519	1.02620108	5.251324129	2.666429345	1.562131142	6.474141217
Elmod3	1.723170836	2.69252723	1.953616231	0	1.814384004	8.56252356	4.255218768	4.047315019	2.757808941	4.269724123	3.504961193	4.704124236	2.438340362	1.824304864	1.443156424	8.069481773	6.179600516	2.344477355
Elof1	87.77861697	80.00871513	61.06758429	0	63.79336402	98.0959003	97.77831754	74.9278571	60.66322543	97.30284483	69.9294679	51.41291541	75.0432244	81.3141014	44.41509193	57.45311548	104.2171294	49.76169885
Elovl1	49.46505703	140.1729817	66.71248704	0.294459522	68.70935333	125.6989425	95.55585806	81.29349652	73.86790722	45.37172012	34.14852028	112.8282915	72.98692915	157.5948795	88.93716748	35.1315052	89.80631593	114.7105285
Elovl5	23.41666988	7.032666188	22.26628208	0.100800239	6.339834357	9.368685693	12.3409527	14.27572369	14.91007227	5.23746038	16.33758071	13.48585295	18.94294985	13.35811868	13.72451619	8.701636907	5.07430965	5.823831657
Elovl6	61.91344205	25.13738263	58.78358068	37.83851874	39.68400613	18.0998146	71.80057742	41.81511167	19.59153136	45.84369371	57.54375647	57.45071185	42.36816193	23.65827756	23.04283423	37.56944713	45.01953263	42.07844053
Elovl7	9.852473513	14.55472658	26.13652173	33.46169329	11.25250052	6.149076326	10.64731951	24.8636554	19.99361912	11.63951686	10.66186374	17.86540327	24.72424208	7.13813849	9.788486486	1.469619116	4.445459356	7.271929235
Elp2	17.19828854	25.13709247	51.52098453	27.43953094	30.9760806	45.71701135	17.34638302	34.41572192	26.92187489	28.27319443	33.98580782	40.56656715	35.33473419	40.98817149	31.2252687	39.94545652	25.5140809	25.7050747
Elp3	17.3792454	11.27595353	20.35586143	0	19.82192352	28.57481024	18.89414199	18.50251836	18.6042078	17.00598363	26.26646953	26.72096005	16.72050623	12.11272329	18.73209448	19.8876169	15.34798197	11.50956776
Elp4	0	3.701362394	6.001901224	20.54666398	7.094001685	5.495369488	4.450754192	3.734932555	5.456891882	5.920989736	2.6098577	5.388886554	4.655467888	7.817633092	5.924079451	1.755213986	0.923366422	3.479272782
Emb	0	0.22951176	29.97482112	44.58265396	1.882800235	3.077772902	0	31.62447233	16.24164159	1.340877472	0.298763855	10.05444498	12.29748412	4.377156597	14.76180598	0	5.210252923	2.089277069
Emd	26.33266646	56.34469684	45.08596784	91.86413916	45.19401766	18.93392169	47.6012577	46.66733338	40.85340009	52.80802107	22.24426445	41.66901081	87.8307789	124.0082393	84.98895486	80.06963809	22.46675227	62.880345
Eme1	22.15731359	5.807121397	14.60907649	0	8.150813163	5.691788025	17.07435179	5.864489222	12.07188441	9.467991198	2.812778551	14.2271428	8.764837691	7.591262609	5.066917022	10.14415997	8.692098211	3.955372835
Eme2	6.675471745	1.978237462	2.609725825	34.64903834	3.129777399	12.88519295	3.806014214	4.625629591	2.210400926	4.292772566	0	2.372903788	3.88154609	4.368523152	0.70687149	0.150095222	1.974016973	0.782963793
Emg1	63.3225932	50.10033084	54.69785541	93.62065751	65.12532658	77.00347974	79.13803991	70.21155576	46.65003563	51.42700455	55.47229968	60.66617064	40.41636651	55.49145512	41.66855234	54.83445258	53.01028958	43.07709447
Emilin1	0	0.868619856	1.604258132	0	0.967062666	0	0.11936959	0.290151048	0	0.289985214	0	0.40770509	0.131103029	0	0.931135857	0.131809949	0	0.687579636
Eml2	22.1094635	27.590252	20.9457588	0	23.25899308	4.487721511	24.14446146	29.34390917	42.65538397	24.54790056	31.84936406	37.80496786	13.35708507	7.642038324	30.45952664	30.80795317	0.454527654	22.66395713
Eml3	15.85435397	8.137274512	9.486599573	0	9.702638005	1.522626519	4.421029179	6.795374037	9.162737425	6.317665286	6.651159848	9.079714873	9.711188896	4.653825929	8.790547148	3.589541391	2.64369292	5.168004221
Eml4	21.22700801	27.58480049	16.18969762	30.64369858	25.07156975	17.07135236	32.97030612	14.58783302	12.14766175	15.22542245	27.63271995	29.0605417	7.50921924	14.0108416	45.13542641	41.3975748	28.10515279	49.57839514
Eml5	0.034541928	0.207796905	0.861549384	5.780191602	0.365284793	0.750669123	0.979075592	0.793278003	0.608100136	0.198206152	1.159272139	0.232223499	0.448047447	0.134087127	0.6364354	0.112615841	0	0.328974566
Eml6	1.083282746	0.633060471	0.245630754	0	1.483803707	0.142678935	0.665278634	0.186587233	0.069348593	0.310800984	0.872553148	0.640890873	0.112411112	0.056068776	0.399189927	0.452068975	0.390173738	0.501116208
Emp2	106.3582116	85.54370343	60.34862	0.407449803	59.81241162	36.79722908	77.41034607	37.25235808	87.63404347	48.03537627	133.8997064	204.0431236	31.68424831	109.351933	218.4682917	129.3449501	78.02956266	223.3607244
Emx2os	1.324352516	0.898536486	0.711219128	1.004550739	0.982819474	0.780345549	1.152488079	0.900432915	0.446216711	1.199891038	0.779771876	0.499848407	1.446596512	0.330704943	0.321068545	0.772648248	0.478197064	1.280269723
Enah	21.31075856	1.613915138	4.44335035	0	3.988373826	0.591478718	1.639327518	4.219099378	3.397563551	2.92825554	14.98027607	9.405022836	4.236388922	5.106512565	8.023518924	8.039300303	6.932031292	9.276039374
Enc1	1.402534828	1.141897222	2.929132496	0	0	0.145837545	0	3.17863134	2.244654451	0.423575282	0.165161043	2.547528834	2.7767417	2.165045199	3.400226236	1.540256091	0	1.205199675
Endod1	8.694180129	15.54934475	8.524870828	0	7.533637931	5.312891125	13.87571337	4.272165853	2.883163893	8.876531729	7.535666564	8.495507949	7.010228542	8.580989544	6.614466943	6.179793004	10.94864005	8.898357234
Endog	20.69489922	3.790279975	5.000204334	0	5.979532724	14.29886254	6.410794706	21.91315181	10.85923711	8.273570381	6.831617674	3.953440058	7.481003074	4.828868979	7.813601278	2.212159229	6.9825112	1.384753406
Eng	2.646460962	0.673885595	0.33337567	0	0.296154748	0	0	0.562756568	0.313738317	0.281217464	0.219305383	1.889028512	0.127139108	0.084553137	1.956462761	1.406071196	0	3.600668991
Engase	0.892700111	0.30687396	1.720542597	0	0.899086147	2.116392072	0	1.537608204	2.714532397	1.024486263	2.99601795	1.4403778	0.926345523	0	0.959467204	0	0	0.789471855
Eno1	0.985689706	2.371879984	3.352527854	0	1.09201505	6.231598879	2.095420229	1.697775726	1.893029172	0.848402686	0.882160841	1.590417154	0.767129886	4.081402773	6.659159287	1.671077039	3.972875883	1.206981009
Eno2	1.06458984	0.571816644	0.150870125	0.319641351	0.938179821	0.08763556	0.157163154	0.573023506	0.425949551	0.95449333	0	0.178929486	0.345223027	0.114794301	0.612971229	0	0.342358018	0.452636993
Eno3	5.531802242	26.93945283	10.97528013	40.23104098	23.91048285	19.88450281	21.77728814	4.962557092	7.377704211	4.959720772	28.87958808	16.52889103	4.185630345	14.01756305	7.431923058	2.554978375	0	3.763174497
Eno4	0.681957506	0.234429231	2.47410548	0	0.137367194	0.808384272	0	4.306940213	2.18284626	0.782632474	0.305165106	1.895035425	0.707660136	1.529532321	0.837671629	0.177868977	0	1.391766181
Enoph1	42.30500458	64.32365114	75.30778369	0.459801199	68.63492889	60.63628499	103.543623	59.89834447	66.1742554	97.75973915	39.83180474	71.12500874	79.45603368	104.5276483	26.15868964	36.44728872	95.45883068	45.05710481
Enox1	0.09848579	0	4.01963846	0	0.14878548	0.19457313	0	2.827238339	1.733812372	0.141281122	2.644249204	0.308986811	1.405217951	2.676160299	1.058517686	0	0	0.267991658
Enpep	120.1447063	72.07629214	35.18497104	90.93257106	76.88457842	59.28608116	56.0106624	71.77459851	61.12036963	155.4028555	100.898404	160.6129831	83.96426196	122.2306417	56.08264309	73.89200613	93.11397719	120.6170236
Enpp1	77.86410584	82.12876173	56.88149989	342.8422166	101.6630785	118.0022058	46.68506145	26.65465761	89.85547153	40.1928141	58.80050745	88.34116128	45.92119446	140.238721	149.7341934	102.4635926	352.4933655	55.25956396
Enpp3	0.124375483	0.534440352	1.692103579	0.398331033	1.691080435	2.539127501	0	1.963750538	0.995269334	0.356841485	0	3.95786938	1.451960225	3.004144421	4.77420753	0.567695853	4.106411116	2.030643716
Enpp4	0.23049176	1.584673696	1.045264774	0.123030706	0.967252543	0.050596699	0.090738701	2.315859976	0.614808684	0.110216017	0	0.550963034	0.697605058	0.762184279	0.943736261	1.302537995	0	0.4181305
Enpp5	0	0.830859734	0.313167099	0	0.417303653	0	0.163114895	0	1.547280649	0.792511858	1.236069154	0	0.895741405	0	2.968860257	0.450285666	5.566727864	1.127467862
Ensa	29.66892737	23.56733996	23.183828	2.933858676	19.76204707	16.03553229	14.93723824	23.07415922	21.18761077	14.92180498	6.611738914	22.62165259	16.86546191	32.22131075	19.41951626	35.91674271	22.55407694	29.43045119
Entpd1	17.68520384	108.3261058	96.94133437	50.56144308	106.8282935	295.5592263	82.26575551	101.0591191	137.3806045	83.29022053	64.20668009	125.3275496	21.42480265	140.7573417	75.44248923	83.00641275	114.7480969	89.66418529
Entpd2	3.976548084	0	0	0	0	0	0	0.25944327	0.289280658	0.777884962	0	1.053162142	0.234455804	0.779617463	1.110120326	0	0	2.58220408
Entpd5	0.771800966	3.97970633	2.465955558	0	1.907972514	0.092412488	0.414324908	3.021292274	2.358130127	1.006521824	3.453686209	1.981168944	2.366265171	3.207868071	1.615959222	3.477035524	0	2.291086998
Entpd6	51.53721998	46.09633544	40.96413554	7.288462076	40.05781227	41.13353788	48.95795701	39.60027925	31.1547169	38.97494068	38.8545978	43.31023994	40.50936761	22.59138063	27.30884901	20.91180665	21.37765629	26.39007651
Entpd7	2.314823032	2.436959666	0.721707814	0.648687025	1.661109955	0.990875723	0.615118401	1.329035676	1.018793882	0.581120782	2.589615956	0.881870977	1.201033765	1.672363219	1.688254478	6.792242949	2.704713223	3.543137641
Eny2	44.97179863	30.72074914	31.04918345	98.90445576	35.92994762	18.60500415	27.57776611	30.4131813	17.99351895	34.53128167	19.35015628	27.06873846	32.71908447	56.82374598	34.96787622	48.87332765	38.75164357	33.82925777
Eomes	13.85388872	148.2176447	46.47876032	114.846664	86.7553514	129.093903	70.90097354	61.00841677	94.26928581	70.16689866	21.29723862	21.33114008	70.04649566	45.28324617	10.56340002	6.083765387	23.88244376	11.47612056
Ep300	4.321937847	3.576700362	5.081403745	0.192245147	7.194302579	6.32490548	6.90026903	5.112150385	7.557403465	4.248122628	3.581478233	3.874153662	3.841173396	2.882499455	2.519214366	2.374537633	2.2478275	3.294032219
Ep400	5.901212355	6.910603784	8.822507085	25.51953432	7.919127137	8.306297709	3.905965769	9.121888915	8.302821039	6.09328812	13.56622528	7.920173344	6.603085768	4.223522373	7.218789252	7.949514447	7.285142728	7.786320412
Epas1	5.822199466	4.722487502	4.004992916	0.471399324	4.216700591	6.117492621	4.017527176	3.662018494	4.606653949	1.40766365	0.878204963	1.172803881	4.497284623	1.89047038	1.908434154	0.938431673	11.72493052	2.091619308
Epb4.1	7.195920056	10.84405697	13.44388417	4.828300806	12.12152654	14.48357429	13.16676464	12.65628036	15.0039481	14.17565582	19.16162132	9.607417911	8.808058994	6.535324776	17.89584985	10.70596696	15.84026477	17.34018319
Epb4.1l1	13.91442362	26.54775247	39.46856913	3.183072636	33.87158407	40.61583458	31.72443291	21.51436405	21.15126779	19.80656411	37.86374565	55.50149946	20.90567251	15.80330176	25.32388534	35.97649117	51.27758225	34.97559455
Epb4.1l2	27.84932314	15.91082694	20.18938396	22.67476869	16.86863294	18.13349197	15.65782382	12.72399787	18.07942537	15.64269779	30.18994357	26.40550987	17.40042407	20.13266459	24.09033242	19.4380543	23.68077292	24.28205278
Epb4.1l4a	0	0.234277123	2.575521009	0.072755117	1.098224512	0.059841463	0.965862011	1.434715225	3.781145213	0.391062333	0	1.914169344	4.478939505	1.724506544	2.51138433	0	0	0.494529117
Epb4.1l4b	17.47043613	17.04298929	9.100428948	0.094512968	16.5848656	9.79491368	15.05650571	17.621149	14.16899785	18.62710146	25.88306305	11.79818561	12.09613301	18.68555909	12.32473102	7.85100233	21.30890092	18.38930113
Epb4.1l5	8.723544776	13.59559402	8.660307429	0.434276475	15.68269258	17.5620712	10.40947204	7.655552614	9.114693518	10.30963698	4.955406985	10.04814033	10.20146079	6.41400929	9.230257827	9.107036306	18.87693868	8.302084712
Epb4.2	1.915962756	1.646575012	0.914606677	2.018472526	2.132791856	2.125061369	0.833661812	0.434223746	1.613872796	1.301926703	4.512435637	0.497158051	2.746819914	1.000366866	1.548317304	1.183556159	4.626516998	1.989386518
Epc1	1.504082507	4.23687474	5.968299706	0	7.616289646	4.237189787	6.019873931	4.797533316	5.750471432	3.236484137	5.795733562	3.48297561	3.251605435	1.802051344	6.158385885	5.2851071	0.788240525	7.048692278
Epc2	7.712535664	5.86866522	3.916564895	41.1032519	3.924310915	3.227333334	2.561817113	2.998183108	2.700107694	3.342215997	1.797519106	6.553384804	3.334673832	6.999633852	3.330552027	4.190818402	0	2.514036014
Epcam	1175.550474	579.0050532	687.7584827	516.0382398	613.0243309	427.3528314	1057.715805	804.1641173	835.7471206	942.3666797	548.0851179	889.7528707	1055.695786	708.3857712	671.3828368	634.0415434	895.8636404	824.8964618
Epha1	3.74399463	4.136891631	5.336183657	0	5.117484075	4.438086461	6.948455307	4.299164441	7.36158732	5.063976437	5.744152716	6.999843949	2.775074198	4.106342601	5.255858409	8.99787149	0	4.00237312
Epha10	0.510933212	2.08570173	0.362038761	0	1.093499996	0.042059314	0.075427993	0.183342435	0.613283438	2.473708233	1.857655006	1.860612067	0.911264104	0.853952751	2.451549471	2.665244304	0.082154683	1.650993846
Epha2	0	0	2.321872801	0	0	0.117278311	0.210323631	5.367941969	1.282560965	0.510940377	0	0.47890486	1.270485711	1.651452648	1.640617806	0.058060741	0	0.4240191
Epha4	1.604518414	0.095097951	12.85912707	0.13289766	2.368270772	0.400799738	0.718783003	10.24460624	3.010658278	0.873071791	9.655813602	12.00218727	10.19089866	1.861398294	3.56798076	0.180384665	0.094895064	1.204437855
Epha5	0.269839679	0	0.050987707	4.032941814	0.022647501	0.207319731	0	0	0	0.193546971	0.201248253	0.020156861	0	0.038795608	0.138105528	0.146624812	0.057851249	0.152972117
Ephb2	0.586215125	0.062974031	0.664611633	0.469360342	0.738010856	0.627333416	0.25962511	1.788030023	2.228211817	0.525590613	1.475560787	0.591163848	0.665338269	0.347662396	0.562553127	0.191121668	0.722656297	0.398790433
Ephb3	22.21490149	17.49444396	27.00527913	13.93173599	17.01431059	10.34640856	13.76658231	12.36652466	15.00539601	9.330178057	17.95394174	16.88464102	16.65365878	11.00255599	19.71327303	14.15483038	8.33016113	17.69811736
Ephb4	0	0.482969371	3.003668157	0.192840264	1.65758829	0.158612125	2.180787422	2.535178979	0.385464321	0.921356368	2.155539078	3.814180894	2.603421764	0.692556306	1.972302749	0.052349193	0	0.928461123
Ephb6	0	3.441028317	1.689103395	5.218825136	1.594299728	0.613215847	3.959006731	0	2.384411212	0.267156591	0	1.96151449	3.623464568	1.606509602	2.001611902	2.975118827	0	1.710317771
Ephx1	0.420560941	1.626431989	0.238401981	0	0	1.800239676	0	1.509133978	0	0.301654288	0	0.942469425	0.272757293	5.079079007	1.291473316	0	4.508227952	0.429148803
Ephx2	4.64528676	0	18.53033577	0	3.378929211	1.133017978	0	23.95407206	11.5646873	1.974464433	9.238629896	33.46623248	25.21765152	11.72475706	12.41575484	0	0	0.585202914
Epm2aip1	0.241559945	2.117481139	1.04068534	0.270771112	2.116605358	1.145369078	0.684690921	0.83213735	2.010314959	1.178187475	2.594261327	0.541331445	1.441319239	0.604297665	1.409402455	2.457154261	0.725036522	0.953104732
Epn1	17.60822257	10.44023497	8.201864635	1.857907562	11.34162999	10.33740867	14.18622641	7.836906274	11.57810591	14.29417953	8.245882385	5.261294227	8.144437058	2.472709516	7.335341862	6.853295165	10.00826605	7.335683931
Epn2	7.019498446	6.90391213	10.43413614	0	6.441294303	5.393130239	18.51475784	6.716974135	6.740516436	6.825020673	21.98779509	17.19875481	8.902739706	4.608739287	9.460567089	3.763381065	3.645247271	9.232100677
Epn3	44.8012721	67.70797845	39.14205744	0.793918669	54.06440654	65.30022512	54.4017992	31.0530349	70.69128504	59.22567217	111.5338391	92.27804522	27.59455474	29.70470999	80.55332052	62.01108348	24.0801355	91.73884357
Eprs	26.27682104	34.61785036	84.46213514	232.7568341	34.8259258	110.6256561	43.73682075	72.42816263	72.55492921	29.9281482	39.24869997	118.1276603	51.87506277	90.88736984	48.21555856	41.70499413	101.3104787	42.82285667
Eps15	10.03107809	17.79755522	7.557254655	0	14.17656103	11.37929119	14.52204975	6.130821918	8.493087626	7.241375681	8.398301653	8.788745147	5.540350999	9.965110764	9.638604341	26.54296666	8.352554756	13.86801101
Eps15l1	14.02248567	15.4302522	13.12196026	1.663300065	11.69427386	9.478791429	9.813854833	13.52464189	16.14871421	10.74967014	13.44608285	15.09688626	11.06721819	8.672224117	13.55615944	10.20771554	10.52999385	17.51380002
Eps8	0.079535889	3.964474158	7.033454166	9.743252173	7.369646978	0.733295824	1.315072153	12.78615649	9.164979034	0.912774903	2.491372915	12.94011377	1.753838067	3.533445245	2.686657631	1.711433319	0	2.705333778
Eps8l2	17.70575284	31.7087907	9.713033391	0	25.13795	19.55888457	9.98327019	7.870146007	17.55051124	4.260559264	41.40428382	26.21325727	2.667059075	16.60391882	32.97365232	20.18528535	34.92280765	42.97298694
Ept1	14.63777609	16.1802231	11.49358877	9.64925886	15.75831438	9.469378944	12.88930574	6.978713517	11.75473514	11.94607133	13.77156158	16.80718576	18.04755504	18.58367778	7.941730948	5.463696684	12.50848439	15.76356308
Eral1	5.562931219	12.99772734	13.00794124	0.83513048	9.191972847	10.53245411	6.569950483	13.22477934	13.63281783	9.975260977	22.55948954	15.50511951	13.07853613	9.297654381	6.672986195	8.501545399	8.795745241	11.47131372
Eras	0	0	2.211360991	0	0	0	0	6.53257438	4.162203416	0.932691532	0	0	3.795049241	1.261937905	10.48197876	4.663404191	0	0
Erbb2	19.26413975	16.37496152	20.72852276	2.860463923	21.37741913	22.09736433	15.47094845	12.97076197	16.36837709	23.6154025	5.642440528	10.42373447	19.26327915	10.03120281	10.43314315	7.673775881	24.38989206	7.291150587
Erbb2ip	3.292969202	13.60212311	5.11830102	5.783413709	14.84412779	10.94783778	7.401783754	7.852212732	19.5505804	9.904895438	16.16152919	6.236854326	3.720207554	6.712149191	11.41696109	11.35933026	4.828016695	12.53756406
Erbb3	21.07669404	6.212403779	7.899289511	0.627594323	12.14877855	6.079684279	14.19464768	6.000496893	9.757105582	8.495845407	11.10732665	6.08947782	12.08782973	0.638607548	11.09920118	10.44931571	16.2447602	12.97534609
Erc1	7.369377605	7.040338328	4.015223306	23.00003555	8.30482025	6.431529608	6.126183456	3.697046722	6.698619217	3.746252221	3.281670777	8.161118835	5.150673247	4.397506104	3.789999794	3.662234464	2.193494501	4.818551343
Erc2	0.863349458	3.264628405	2.218631617	1.705086665	3.594038861	2.350039097	5.37008128	2.065352683	4.237298242	1.899038464	4.12090785	1.238240283	2.09040687	1.390213143	2.032589621	1.238489145	0.197434149	1.25294801
Ercc1	5.179941923	12.54551104	8.27512995	136.6751592	14.93958304	18.14162175	10.28874349	13.51826805	14.69611887	17.90146784	4.741243739	11.29156963	8.55140887	10.05391954	8.314890828	6.141084935	10.90342368	4.32467708
Ercc2	1.184495011	5.004935202	6.93832435	0.158063414	4.473631636	6.240383202	5.245935053	2.975295718	6.476967023	6.796789041	3.091915301	5.972471524	8.450323909	1.021789022	6.668546317	9.332605217	12.95120981	5.304772845
Ercc3	10.47862278	17.11008886	15.44395323	17.51378697	11.9387406	16.64790408	14.69590144	9.964349265	13.83547247	16.15932569	12.30866843	17.14215432	10.36385875	8.135321353	8.848983834	5.551501724	12.58053645	7.663027454
Ercc4	10.18541128	2.783108297	1.598890205	0.209104479	1.972744966	1.341518303	2.405841277	3.148850936	3.093011411	3.521700185	4.324075277	2.668806825	3.658601849	3.041415314	3.288170444	3.98485684	6.562185485	1.847715122
Ercc5	1.396975496	2.401116552	3.068608039	0	2.85790563	3.967399486	0.618697644	2.255797772	1.537083038	0.125250471	4.102377895	6.182928468	0.679512557	2.184212058	3.351469875	2.106461048	2.957554931	3.385566682
Ercc6	2.078585749	1.964966218	1.131149745	0.998547131	1.130465786	1.560489437	1.178331774	1.491752597	2.262104676	2.266167992	2.51136171	0.577601037	1.941233927	1.488243638	1.468088656	2.141449984	0.12477653	1.781665627
Ercc6l	1.501216223	4.372149833	5.862371718	3.071693989	4.367871015	4.723427259	6.303897224	3.711002873	6.273421114	3.708881871	1.492822919	1.233539365	11.35893133	8.273639257	8.323588593	14.24803385	13.23150943	6.751579971
Ercc8	7.643749998	3.570122425	4.709768604	0	3.26346509	2.735751762	2.158736993	8.10935686	6.648512516	5.00585771	5.576830754	7.894467431	9.699259687	5.375364355	5.102760018	7.367844616	5.4862588	2.826027359
Erdr1	959.7801481	1028.137365	189.0187133	101.0181854	644.6576116	239.1746998	282.050215	414.5806629	299.2788976	396.8908566	1652.413278	239.9257878	409.1359392	178.6099595	508.5176183	659.3225277	195.3350768	824.2722373
Erf	19.38986435	29.37606393	20.73648059	8.642634931	35.8862677	68.7824067	26.32305614	31.7047379	31.83185565	29.24918516	8.050504641	6.226674602	23.20617178	3.017651494	7.673076904	8.211575475	27.9848604	4.827464629
Ergic1	12.68261302	5.28456497	8.569124982	0.512853027	7.160811589	12.57036393	1.815570839	7.355164505	9.021153287	1.470192141	12.89833414	13.09111756	10.80100915	19.5050134	8.458016107	8.436801346	20.26921061	6.710455218
Ergic2	11.45282113	15.09188588	17.40877464	92.92106503	11.40658635	27.99010139	14.82855495	15.58646152	14.25620224	12.65676195	16.32392999	21.97732736	19.25724647	24.44292487	18.23615399	23.39925227	34.66638314	18.41014051
Ergic3	98.25950812	107.410973	82.93797204	232.5599073	68.24056925	87.28562593	120.828899	99.57840787	102.3899633	87.90419937	85.76480599	149.661892	74.58134934	91.28244537	86.21107149	98.74587587	102.8991733	90.90046646
Erh	978.3441327	601.0387278	707.3536504	3260.337052	541.74314	761.8436605	955.3189421	964.2362511	538.2544029	719.9804313	566.2951123	505.162451	732.1064387	813.0837909	502.4876944	750.6738949	1020.177563	488.9680242
Eri1	7.531626448	14.78618306	22.87473357	0.221295018	17.53713043	12.14958858	8.8950251	17.05884305	15.48196741	16.55348	16.07841286	19.54159295	22.04828489	20.41506874	18.24808212	24.870485	15.91012099	17.72112687
Eri2	4.414475837	2.866421186	4.671182548	0	5.236465146	3.036354847	2.548870184	2.675340623	3.925025461	3.236719242	1.097448622	4.792492674	4.580855178	1.988668933	4.217461894	4.15779325	4.963471817	2.669404156
Eri3	9.564822296	13.38138136	19.41825028	0	6.944897836	25.4885855	16.81306261	18.19877512	21.71571457	20.10293938	24.88433375	15.45284605	26.54444861	22.25842529	18.44287895	11.60329517	69.91161707	24.36251037
Erich1	21.50813642	18.29349723	10.05546037	2.30793606	14.51577147	11.38973677	24.61599006	12.41236414	12.77524943	17.49461144	17.85998591	12.52189111	13.80542295	16.25840623	15.32039871	17.92815657	17.1135645	19.45846015
Erlec1	0.600029106	3.781535673	1.587303676	37.95323341	1.561163838	2.634323434	2.480268903	2.440219209	1.600504527	1.721523188	0.447505756	1.255010699	1.037739829	2.501768167	2.917434901	0.65208464	4.631074266	1.972907738
Erlin1	0.510077191	13.76448634	10.40924732	45.74075178	10.17177655	9.00240887	6.86750779	15.66781841	13.38799652	5.853780772	2.054262657	11.38501417	11.64463827	6.072156923	5.168997768	5.853713653	6.298908705	10.0628642
Erlin2	8.608706567	19.83051424	26.86509317	0	26.54717651	35.35978223	14.98858428	11.97437561	12.07315943	11.84021756	11.11992251	20.76371232	14.73511641	17.53192684	15.53450888	15.39326373	51.6396085	19.86322579
Ermap	3.308070818	0.595036094	0.348880947	2.587051089	1.007268871	2.431843465	0.545149978	0.772971062	0.492495394	1.7657812	0.860644723	0.620650597	0.898103281	0.199092818	0.944980475	2.106873866	0.626753642	2.355084896
Ermn	1.392115243	0.598190692	0.112734819	19.26690213	0.75111102	0.458387989	0.352311495	0.42818087	0.318282667	1.569099203	0.444963832	0.267403282	0.257961314	0.214444622	0	0.518704533	0.383730735	1.149962783
Ermp1	5.906682519	3.737416482	6.181479612	1.55909602	6.831471233	5.514167862	6.43931882	3.913004787	4.259140161	6.052379563	2.759328458	3.345556787	4.462266834	3.891482103	3.587824925	3.428231633	6.095134221	6.844183502
Ern1	1.585036646	0.908118465	1.098172102	6.486404107	1.019906501	3.073482244	1.247976635	0.252787533	1.409297371	0.631607634	1.773196539	1.144545678	1.713308196	1.519234433	3.109718979	1.148364348	0.792908402	1.737210762
Ero1l	5.151109989	7.900233247	5.929831069	0	3.591663968	4.279463784	3.182180351	3.184962702	4.819554578	2.501040422	4.964700576	4.581898945	2.364246385	11.58737777	7.909104779	7.699395662	8.461039772	5.283251112
Ero1lb	2.395232962	0.709813442	0.842758594	0	0.623888158	1.794947448	1.073002794	1.778278892	1.586232512	2.725135875	2.032778271	0.777387201	0.74993778	0.10687325	0.507266589	0.376990759	0.956203763	1.517054687
Erp29	148.4405876	227.0593267	183.3010113	138.4713075	134.3252787	136.523653	248.8296069	238.1311433	268.6730767	149.5045248	125.4130382	185.8310108	167.3342951	178.1041426	155.2612234	124.7081184	149.037011	141.2203385
Erp44	28.30564204	65.24775705	44.38762077	94.99506673	33.30388996	38.58788713	35.46038938	44.23581271	41.70242428	34.91303657	39.95218798	57.91914339	42.20576485	66.29234259	47.11657656	60.97636817	30.73940424	55.96768357
