Symbol	troph_wt_male_IB178	troph_wt_male_IB179	troph_wt_male_IB182	troph_wt_male_IB82	troph_wt_male_IB83	troph_wt_female_IB180	troph_wt_female_IB181	troph_wt_female_IB84	troph_KO_male_IB183	troph_KO_male_IB184	troph_KO_male_IB190	troph_KO_male_IB85	troph_KO_male_IB86	troph_KO_male_IB88	troph_KO_male_IB90	troph_KO_male_IB91	troph_KO_male_IB93	troph_KO_female_IB186	troph_KO_female_IB187	troph_KO_female_IB189	troph_KO_female_IB191	troph_KO_female_IB87	troph_KO_female_IB94
Tceanc	0.203945727	1.326083369	0	1.33944806	0	0.492513567	1.75885485	0	0	1.00253255	1.124536632	0.329811438	0.213259412	3.693750838	0.386228668	0.711766833	0	7.63384855	8.161700189	1.7378779	3.022375965	0.161673651	2.081344148
Tceb1	53.15199377	72.35155987	71.36203743	45.40939308	87.19129888	80.70208689	80.1250471	88.19674367	45.85451661	33.9874281	38.12355811	1715.603985	785.340177	108.1479612	946.8424101	260.0008967	36.37949274	51.75989123	86.93440673	61.37165672	111.6118007	343.247043	97.02114916
Tceb2	306.2636527	390.8787353	428.3262409	309.4520525	452.399263	514.6490461	189.1617231	435.2327004	574.6858709	495.1760871	328.4842339	4253.848844	3666.309627	502.9238748	6333.80764	1714.703467	429.4928538	377.0550148	673.0497688	290.7421832	658.7015985	1562.318369	392.4194118
Tceb3	55.44994308	42.07311371	42.55666609	37.77523553	28.28780424	9.766344535	51.15348958	26.13779258	40.52962093	29.1570611	33.69642671	60.4589183	51.1220706	23.3793982	39.48515256	82.80241496	63.5531992	34.98470436	34.40990746	34.20614508	35.76923282	50.15488447	20.78896574
Tcerg1	13.1040565	16.4322753	19.1818127	23.35998632	29.46191814	23.65863594	17.75888895	29.13303075	12.41524818	23.00549575	12.73055044	64.93608701	25.83897272	23.73333352	65.40846875	35.14901251	18.28133457	25.92617029	12.1485171	11.69805859	15.85271105	32.49948405	24.19910722
Tcf12	2.527802718	0.927845676	1.784632789	1.071082059	3.948675302	2.82248908	1.054843743	3.328507813	2.88421678	3.206677913	3.896660524	6.32956438	15.17731963	0.805550986	1.698650623	4.667114617	3.295072015	2.441745511	3.527814785	4.632280748	1.553673749	1.034251358	3.328670131
Tcf15	0.443269795	0	0	0	0	0	0	0	3.919715661	0	0	0	0	0	0	3.712808217	0	3.318387227	0	0	0.93843452	0	0
Tcf19	0	0	0	0	5.635715088	0	0	0	0	2.28835264	0	0	0	0	0	0	0	0	1.00700906	0	1.971082996	0	14.25245308
Tcf20	101.4023983	68.54355789	67.58659319	48.67608921	51.20679738	64.40620015	74.81253211	31.80032589	149.4456924	80.5929779	121.5663879	27.87532618	41.92009789	27.17929026	39.34251326	46.79375956	77.3314175	61.36804111	52.34823565	68.25864209	20.80196519	18.33801534	12.98815384
Tcf23	0	0.327155535	0	0	0.812169621	2.673156114	0.433923773	3.594216236	0.889845228	0.989331683	0	0	0	0.662747873	3.81142994	0	0	1.506665939	0	0	2.130413406	4.307709869	0
Tcf25	60.7837751	48.44123605	55.22473335	32.5018678	37.33587788	53.77905341	40.82322282	63.67593368	81.81333528	96.24861312	75.13816061	69.59055728	88.87096751	113.7193975	125.7055002	105.2786644	80.42561267	75.7052502	53.06013691	49.50369662	83.8152174	98.07576323	53.43183725
Tcf3	5.933716702	5.862927868	3.009363741	9.169573665	4.695105184	10.77052328	11.03734725	7.123870048	5.144143333	1.143853744	4.704538788	0.188151521	0.729964059	4.214437452	4.406730811	0.162420094	4.309744248	9.580942652	6.543713509	3.304760765	4.680002318	0.184463847	8.707376886
Tcf4	0.107455847	1.222712399	0.213798548	2.117203345	2.168147127	0.086499258	0.231678349	1.370718172	1.425304757	0	0	0.086886271	0	1.061552803	1.526234297	1.12505678	1.447412183	0.402215663	0.348670823	1.526101606	0.113745936	0.766650096	0.365542671
Tcf7	7.929141961	10.19137731	4.402645159	7.26641595	16.37077024	0.445308848	7.951391398	8.467951428	1.630587704	1.81289063	3.389186587	0.894602472	1.928196691	7.89389574	10.12711241	0.514838315	1.862864105	1.380437224	2.393333864	3.142623709	1.951927028	2.046493682	1.2545725
Tcf7l1	44.76674646	23.85503232	30.6730264	19.47107147	35.89124588	25.89349388	30.04220746	15.88349223	60.29660305	52.4644297	37.05315888	37.63564323	44.0210629	20.013486	16.00122896	27.72914729	39.43463835	23.3038034	17.95688138	15.15774108	21.96759255	12.45601404	14.11934827
Tcf7l2	61.18203844	54.36792543	56.4467845	30.95528306	25.6039461	114.8437142	57.8451936	38.3863106	44.88431709	37.42685431	47.31253857	41.62838968	55.73026282	15.81926624	84.79632163	51.6254036	50.05715925	31.21310155	55.880377	53.03600275	44.71074705	51.15932409	38.85069078
Tcfl5	3.739775073	2.127696859	2.232242833	0	0	1.204170007	0.806307836	0	0	0	0	0	4.301617231	0	1.416463451	0	0	0	0.404491858	1.062255227	0	0	0
Tchh	0.921328238	0.576019598	0	1.861839704	0	0	1.222408652	0	0.626696768	0.696762705	0.260518619	0.114609899	13.33942564	2.333787589	2.013224393	11.97125074	7.637007027	1.061108881	0.45992454	1.207829617	0.300079869	1.011272435	0
Tchhl1	0	0.649402153	0	0	0	0	0	0	0	0	0	0	0	1.315551319	0	0	0	0	0	1.134751833	0	0	0
Tchp	8.648638057	5.154842239	6.022689405	9.46689888	3.490088317	6.033678254	3.729349762	3.677431462	6.373131821	4.251396329	6.358365001	90.91010943	2.1101732	5.22130969	3.548703535	2.817134841	7.280981256	7.553590484	1.870863147	6.550883093	1.525816518	12.56937814	0.980696212
Tcirg1	56.70660333	36.54656063	65.35942607	18.04727884	13.10508445	56.20460776	51.16662607	19.75684471	28.71689991	66.3109741	57.85169173	2.423874495	2.350952648	18.09759036	13.95595909	3.138581522	34.91065971	27.11656681	34.58454359	67.40851763	14.54374685	9.703501821	15.29636762
Tcn2	19.55023551	26.43054579	74.71487078	20.34051144	18.74694719	122.4716299	48.4109948	57.2844469	6.846632796	1.903024967	42.69230534	0.313026944	0	80.31403781	0.366573034	16.48327794	13.03655368	30.43048249	78.30085853	50.58268067	72.12388681	121.2222514	81.65077949
Tcof1	3.031164851	5.651860994	6.74045069	11.71040462	3.597653508	12.12829288	6.150862458	5.913602142	3.153385423	9.641335392	0.983149654	22.49087434	14.35638034	5.577948962	31.23433489	13.06781764	6.004305995	8.008861978	2.121375858	5.571045616	11.51320692	5.795209309	6.065528745
Tcp1	109.3272519	94.25152975	123.3551119	100.9364524	116.9905765	86.31868222	93.3815713	93.56674219	58.68459613	66.9626407	92.44519169	43.77608289	101.9018087	92.5913189	78.71562539	231.6118795	119.3857022	67.98551097	89.15801668	37.70084507	97.24016398	128.2005002	117.6324978
Tcp11	0.809581519	0.987002095	0	2.65853178	1.633500548	0.488769594	0	1.032710768	0	0	0	0	0	0	0	0	1.363115863	0	0.43781929	0	0	0	0
Tcp11l1	1.997617041	0.382023021	0.467593008	7.717463409	0	0.662130639	1.013394872	0.599572111	1.0390818	0	1.295842753	0	0	0.773897786	0	0.492116237	0	0	1.779326515	0.667539091	0.248770654	0.931510913	0
Tcp11l2	0.171951741	1.39756755	2.394855523	4.517288582	1.387794841	0.138416834	1.482934496	1.754747713	1.520523034	0	1.264166597	1.390361342	5.03452156	24.9143494	3.256390455	1.680303552	5.790402594	2.574515423	7.439279429	5.860993217	19.29382271	4.08933291	2.339777713
Tcta	20.26687191	34.17992093	14.11332905	23.29356912	22.49096611	20.59683271	18.57081873	14.21895016	17.92145012	19.92510365	25.14364502	0	0	21.69004133	5.27739153	42.43860589	15.35576378	5.689536847	23.56456836	15.83079813	23.59854614	42.17359907	8.617965795
Tcte2	14.06877884	5.717321796	27.9918178	11.54988558	11.82779694	18.87502277	6.319323135	0	5.183601251	2.881569055	16.1612207	1.421960464	2.451877383	6.756215618	12.21146421	15.13909856	7.896003537	4.388378563	3.804176981	3.330109782	9.928210658	0	0
Tctex1d2	8.502209715	8.505006961	10.41005797	0	5.278458981	16.32046343	11.28064276	3.337079644	5.783288876	0	7.212360934	159.7042632	19.14873494	45.22702816	18.57845585	61.17111415	2.202371826	9.792134732	18.39187941	0	9.692199311	36.29201949	17.79862603
Tctex1d4	0.420248655	0	0	11.04021649	0	0	0	2.144294557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tctn1	5.435352605	3.599588617	2.00266664	0	0	2.754832592	2.604177651	4.108677571	0	1.979145966	6.659999633	0	0	3.977457111	0.762471911	0	4.067404749	1.507033419	1.741880061	5.718042163	2.557119623	0	5.478503914
Tctn2	4.530012945	7.60914934	7.210479229	5.950325245	6.093500946	1.215515554	2.604495273	0.770471004	6.676281157	7.422702579	5.550676606	0	1.578962384	0.497242778	10.00866441	1.686363922	1.525462813	4.521651677	5.879562227	5.146865613	6.713257701	0.478809561	6.164068619
Tctn3	14.53859861	6.154425909	21.09230552	3.978529393	1.222278025	12.1908404	11.10160136	3.863664688	4.017528749	1.4888988	14.47412764	0	0	2.493512868	0.286801361	1.057071697	10.19960824	4.53492625	6.879627215	5.161975677	7.374201238	0	1.030360828
Tdg	0	0	0	0	0	0.206463891	0	0	0	0	0	0.829550583	0	0	0	0.179025505	0	0	0	0	0	0.203322954	0
Tdgf1	0.428317778	0.34812269	0	2.813049454	1.728441939	0.517177583	0	1.092733397	0	0	0	0	0	0.705222892	0	0	4.327026328	0	0	1.216604716	0	0	1.457048913
Tdh	0.438792322	3.566360575	0	5.763685591	0	1.236258801	2.838152145	78.36193932	0	2.156963971	0	0	0	1.444938344	14.54209454	1.531377127	0.738807348	14.78190674	0.474595179	0	1.857910766	0	5.970724627
Tdp1	1.204917312	2.611513086	2.79691156	0	0	0	4.329735754	4.098680789	7.103173295	1.974330526	2.952797891	0	39.89818963	0.6612966	0	0.560685231	7.438765376	4.510100012	3.909694298	1.14082593	6.802394456	5.094254136	15.02922911
Tdp2	10.01964623	24.77024125	19.93549796	0	11.79309728	4.536879525	18.00223971	11.7160697	11.07512983	4.10445041	6.138593491	0.675137526	0	2.749548837	0	63.81729511	27.41434915	4.688040225	12.64338841	7.115014527	15.02539519	21.1809656	17.04238699
Tdpoz2	0	0.613753361	1.502458046	0	0	0	0	0	0	0	0	1.831766087	0	0	0	0	0	0	0	0	0	0	5.13766378
Tdrd1	0.07581925	0.369740451	0	0	0.611924971	0.976521479	0	0.773726715	0	1.490813606	0	0	0	0	0.861510611	0	0.255318138	0	0.164011305	0.430717855	0.160514888	0	1.547528894
Tdrd3	1.277243754	2.731847304	3.076257764	0	0.542548887	0.595244243	1.739229251	3.087029695	0.594438065	1.982692245	0.988434544	0	0	1.770926226	2.546127087	0.750746473	0	1.00648917	1.599584435	1.527543435	1.707801019	0.213159559	0.457360035
Tdrd5	0.599309003	1.948395074	0.476963882	0	0	0	0.516851988	0	2.119811374	0	0	0.193834866	0.752013511	0	0.226992074	1.338609527	3.22903659	0.897304243	0.518567256	0	0.253756183	0	0.815490344
Tdrd7	29.74618158	30.38813545	33.91980961	9.266232989	13.28487369	34.63969991	26.36327993	13.7980162	18.71412964	17.33867192	24.63504138	15.59106052	0	37.55542956	2.226591764	25.44049334	30.09029724	44.00881066	40.18482563	30.05637547	46.29770714	7.269925174	11.99886007
Tdrd9	0.514889806	0	0	1.127208629	2.77039519	0	0	0	0	0.843678359	0.94635054	0	0	0	0	0	0	1.284848621	0	0	0.181676552	1.768727896	0.58384971
Tdrkh	0	0	0	0	0	0	0.671517508	0.794602738	2.754154929	0	0.572452799	0	0	2.051267189	0	2.173977642	3.146482919	0	0.336873031	3.538712886	0.659383047	6.419481097	2.119043967
Tead1	23.94413327	14.14121753	13.59971875	16.32427113	12.03628531	9.170358383	18.75624839	9.511782421	40.66124635	24.43635352	26.80104249	11.99155255	4.678306093	7.775645175	12.63068934	14.34188021	28.45795131	7.132767083	9.230023463	23.06273179	4.385075978	7.553074237	10.14639603
Tead2	1.756102891	3.488962962	2.329342758	7.689001842	3.149605312	0.785343737	2.524143823	5.973609234	0	0	0.717257644	0	0	1.285072825	0	1.634337801	5.256535688	4.382153912	3.376694209	1.108462074	6.609418727	2.165509626	3.982600363
Tead3	5.771806703	6.478235198	3.827940896	12.63577226	11.09126746	0.774359909	4.740649737	11.92036408	14.58243868	9.457457412	11.61871398	1.777884634	2.011796827	3.167749447	7.026776607	5.755285465	14.34585258	7.201441744	3.270012936	11.71027616	2.036556032	2.178798753	3.739904437
Tead4	35.95557869	29.44160509	17.35080167	33.48315334	31.40133969	6.5878493	22.56220234	25.32860808	18.98182201	40.88905271	37.9743152	8.244535398	15.99299994	28.27494435	11.17928583	5.618700341	30.26972487	7.030536267	57.46335475	17.52962861	36.92416448	8.508364963	24.6452529
Tec	6.370501261	21.2160857	9.892690629	10.20471818	12.54031482	2.126282686	15.41001208	3.171230806	6.869832983	4.582736329	9.70971332	0	3.24947605	9.209849861	4.413782244	15.18346583	25.63822835	2.326369358	4.033344269	6.17875791	4.276307603	2.46345356	2.11425697
Tecpr1	1.486614479	2.73874909	3.352206167	0	0	15.7164935	7.265096953	1.51707295	1.752764304	3.897453631	2.185878842	0	0	4.242684598	0	1.383535243	8.343519587	13.35483505	6.002876772	7.319203825	5.035634224	10.84203538	2.697150102
Tecpr2	1.633870952	1.970516699	0.734055333	6.230742872	2.126888644	2.375890478	1.818157236	1.344634263	5.126667699	6.73617369	4.649808173	8.949452319	2.094272789	2.429821607	11.37865171	3.163789939	2.662254066	3.551055756	2.052215015	3.892358203	1.227395647	5.347990932	3.227279604
Tecr	130.0623052	185.7074428	301.4405638	55.40796898	39.71883019	204.3004168	230.398	73.5379791	93.25183851	138.236771	303.658416	48.31920168	144.0885217	79.87099777	49.26192035	400.4266825	170.4568259	128.9450655	377.160061	285.5611687	174.8853462	236.3035303	88.48903788
Tecta	0	0.182837946	0	2.216167743	0.907797116	0.135813737	0	0.57391585	0	0	0	0	0	0	0	0	0	2.105082112	0.608281229	0.958461687	0.119062761	0	0.382629225
Tectb	0	0	0	0	0	0	0	2.318198813	0	1.4888988	0	0	0	0.498702574	0	0	1.019960824	1.133731563	0	0	0	0	1.030360828
Tef	0.648001179	2.55813172	0	1.215959241	2.241391398	0	0	0	0.818585752	0	1.020861317	0	0	1.524186309	0	0.129229268	0	0	0.400499565	0.525885439	2.155789125	0	1.259638069
Tek	0	0	0	1.164749957	0.715665582	0	0	0	0.784111577	0	0	0	0	0	0	0	0	0	0	0	0	0.843523763	0.60329464
Tekt1	0	0	0	0	0	0	0	1.497650964	0	0	1.078947309	0	0	0	0	0	0	0	0	0	0	0	3.993930663
Tekt2	0.828683091	0.898035374	0	3.628344243	0	0	0	1.409435914	0	0	0	0	0	0	0	0.771223661	0	0	0	1.569208358	2.339176808	0.4379473	0
Tekt5	0	0	0	0	0	0	1.393517146	1.648940685	0	0	1.18794042	0	0	1.06418521	0	0	0	0	0.699070894	0	0	0	0
Telo2	10.63558774	10.44910318	9.766615557	3.070374567	17.92224433	5.644866623	9.07147695	3.5780752	4.133962368	5.745184409	5.15547975	4.158089996	14.66543482	2.694067287	0.885339801	0.815780338	3.148562158	5.249649122	3.539504231	4.647629852	4.453776744	5.558991212	4.770999585
Tenc1	10.69629698	1.567698463	8.722045063	6.90981045	6.368465807	4.869731815	9.073404181	8.499733981	6.977543557	6.895685965	6.768004726	0.141783183	0	12.99201255	0.996218877	1.346323524	3.247644539	45.94418856	12.89664758	13.94585172	11.50803428	3.614111941	4.175511534
Tep1	2.527772751	3.862443211	3.319377635	4.648441025	4.488274383	0	2.179984558	3.095475568	2.682289806	0.994058368	4.274286179	0	0.634370334	3.163092704	0.191481982	1.270350772	2.383407168	0.378466067	0.984248656	2.297584013	1.498414251	0.48092118	2.75166802
Tepp	0	0	0.849114087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.383108923	5.80710084
Terf1	4.296161082	4.518773218	8.045004994	3.319501714	6.118874986	3.051442751	5.448626439	10.31572446	4.469387974	2.484537189	2.786895131	1.634717561	60.77893232	2.496566772	22.97220946	19.75617159	3.404033368	5.675600443	8.200063057	11.48510612	6.420202361	29.24887225	6.877485011
Terf2	1.976667171	2.142093957	4.806826261	1.442455109	0	3.535927629	1.420586531	2.241295641	5.826378841	0	1.614688575	0	5.28217118	3.616190827	3.743375936	3.985818507	0.369796866	5.754637987	0.950200672	0	1.394916239	2.611601646	1.494269961
Terf2ip	11.12263556	10.62446462	6.388055855	6.024724977	6.478175416	4.430569391	6.922283837	4.680627408	11.15360047	12.40059503	10.53764877	22.80826164	7.194172039	10.95025587	10.64049785	12.80586996	6.178145585	10.30092306	14.88269294	9.119633791	17.72126293	10.72611911	14.04256699
Tert	2.409131227	3.524513612	1.437991808	1.582237682	4.860927638	6.399657458	1.558249908	0.614622666	0	3.552757644	3.099532812	0	0	1.189986439	0	0	0	1.803513431	1.042280831	1.368591528	0.51003067	0	0.819536852
Tes	3.379886808	6.043535352	17.82061674	4.439595658	4.0917784	35.23337584	12.38815058	14.6588261	14.94371532	18.27589743	4.969696696	19.13027891	22.26569732	62.88410727	28.80345366	16.98586953	6.828976032	65.7861435	33.26655666	35.52117101	43.2905762	70.19854038	10.34791126
Tesc	0	0.712136331	0.871648962	0	3.535783033	2.468580473	1.88908853	0	0	4.307058631	0	0	0	2.885274974	13.27445791	0	4.425785422	3.279637482	0	0	1.85495231	0	0
Tesk1	1.938019626	1.29718977	2.268213597	2.994887458	0.920084977	3.211882328	2.457902479	0	5.040407846	3.36236124	1.257182251	0	0	1.126213685	0.43178658	1.114013405	0	8.534305271	2.466059479	0	2.172138906	0.180743996	2.326850765
Tesk2	0.952766905	0	0.81242743	1.787845085	4.394073374	0	0.586913389	0	0	2.676285772	0.500329788	0	9.108821519	0	0	0	0	1.018937503	0.883291753	1.546436205	1.152615485	0	1.852066791
Tespa1	0	0	0	0	1.966179231	0	0	0	0	0	0	0	0	0	0	0	0	1.82374174	0	0	0	0	1.657457648
Tet1	0.293057932	0.666926142	0.524772042	0.384941507	1.182611709	0.471808551	1.010948101	2.542029068	1.03657301	2.30492784	0.430904677	0.142175851	5.209499454	0.289510974	0.721484038	0.531838729	0.296058079	1.535714356	0.063393945	0.332963682	0.434297526	0.232315461	3.588921929
Tet2	11.59705024	6.35686972	5.723774384	5.904309224	6.530087911	5.861721482	7.7530613	4.587076038	9.53949752	11.4898682	7.600696673	7.63252496	0.282015305	2.812365292	7.065384802	1.756988792	8.173795623	5.384020927	5.736858551	4.085650429	1.522592376	0.427596078	6.728039607
Tet3	3.481289611	2.644947207	1.355187952	2.982255436	5.19182372	2.375906039	3.100211489	2.510000396	4.349928356	1.488079674	2.921052471	1.958183589	0.395681661	0.996856419	0.501626258	2.482751836	2.675924177	4.815708292	3.683486972	3.439423857	2.323197653	0.899908214	2.31703643
Tex10	19.7129814	32.67245025	36.91459207	11.84677618	16.63794002	17.94276283	26.66781984	23.6669064	13.67188991	12.6670285	16.10302752	48.33925666	54.16023372	30.54806273	40.26008805	29.67754367	24.29691254	22.18439765	23.41178166	14.63875921	27.54977719	31.45837119	26.29784504
Tex101	0	0.6364634	4.674155534	0	0	0	0	3.995630465	0	0	0	0	0	0	0	16.9442375	0	0	4.234883925	2.224285851	0	0	2.663883545
Tex11	0.229651741	0.559960287	6.168480718	6.03310662	0	0	2.475683632	1.757677175	0	0	0	0.185690997	0	1.512481372	0	0.641184279	0	4.29802241	3.477459499	3.261543248	1.944758014	0	0.781227951
Tex12	0	0	5.323133369	0	0	0	0	6.825598882	0	0	0	0	0	0	0	0	0	0	0	7.599342907	0	0	0
Tex13	0.585090991	3.80434267	1.55216129	0	0	0.156994518	0	0.995131028	3.449201588	1.91741457	2.150756025	0	0	0.642232757	0	0	0	1.46002765	2.109436511	3.323814679	0	0	3.980718227
Tex14	0.675424189	0.68620338	0.671925796	1.10899065	1.362809991	0.067962439	0	1.72315651	1.493148642	1.66008561	0.310351865	0	0	0.83406169	0.159888238	0.235721798	0	1.264082859	0.182633701	0.479623013	0.53622087	0.267714102	0.574413514
Tex15	0.441740915	0.478710103	0.781249593	0.644712928	0	0	0	0	0	0.482546293	1.443387171	1.190604385	0	0.323255117	0	0.274074251	0.991695972	0	0.318522906	1.67297618	0.103910863	0	0
Tex16	0.103898333	0	0	0	2.515640194	0.250906647	0	0	0	2.042925091	0.763846886	0	0	0	1.574086021	0	0	0	0.449503289	0.590230938	0.219960357	0	0
Tex19.1	43.19063866	49.37696968	37.30096173	21.82014036	19.15300527	37.63282286	69.58450538	14.53040084	6.295437517	34.99639934	40.99999774	0	1.488891614	118.0009439	30.56026005	11.26367944	14.38443888	136.794264	172.9985394	20.22194324	139.1662237	229.8868231	35.52048972
Tex19.2	0.80681169	0	0	5.298872237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.145844226	0.427019813	0	0
Tex2	6.680439972	8.687429207	6.978130217	3.290618959	2.695837812	11.29293147	4.681055875	6.391230034	0	0.820973134	1.534803639	7.292222986	2.96884546	1.924878913	1.739552975	1.515449813	1.124805036	6.876487978	6.864248117	6.641352087	4.950042708	5.428171568	1.704411123
Tex21	0.735950387	1.794469257	0	0	0	0	0	0.938786115	0	0	0	0	0	0	0	0	0	0	0.397999791	0	0.389515175	0	0
Tex22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.850513913	0	0	2.438372934	0	0	0.689567907	0	0
Tex24	0	0	0	12.27107255	0	0	0	0	0	0	0	0	0.488432846	0	0	0	0	0	0	1.326766999	0	1.481139254	1.588983167
Tex261	105.0159191	68.74417551	49.69478154	14.91264456	22.90720507	75.62471297	58.74623587	30.41240877	80.31373382	19.53283673	90.7695961	42.22720556	131.1804989	28.97379635	8.062589848	69.33852347	65.9484642	33.99635222	124.0221	88.6807777	106.3561274	79.19918484	27.03457055
Tex264	76.57139033	71.28046793	77.94629164	17.54286828	19.76147993	122.3801908	48.95123578	78.36737357	39.36629213	21.88376068	63.82200295	3.239676914	109.3955217	42.51345294	0.843078435	24.85885976	58.46620095	38.32611957	65.48491924	40.46424659	60.79020895	28.9385371	59.06235004
Tex9	6.309278627	7.303480179	3.423599676	8.78972066	10.80146089	3.385873902	0.824425015	1.463305945	1.690644096	0	0.702802834	18.24185	70.97210975	2.833143529	59.74197917	14.01226034	0.96573775	0	1.447531786	0.543061683	2.833346197	5.759356983	1.95116974
Tfam	2.00127601	7.704813447	4.820098624	4.150648008	5.100624222	3.5611069	4.996103967	10.74883744	4.657038388	2.071081792	2.710311234	2.0440228	21.80781599	16.30202453	1.795253543	6.469775217	17.38007517	3.94259636	6.151930921	8.975487315	8.919678795	22.87855472	5.732992866
Tfap2a	13.00687591	29.96986962	32.16032596	13.26988078	7.134318642	45.84528175	20.69210924	10.95374949	12.28329501	31.03770831	8.819766956	4.288507445	12.67653619	12.47519443	11.71822269	20.62551309	23.38840705	16.07102651	13.11207145	13.63021678	4.277515486	37.03924545	7.732435527
Tfap2b	0	0.314895521	0.128476502	1.696368737	0	0.051979409	0	0.658957051	0	0	0	0	0	0.425274452	0	0	0	0	0	0	0	0	0
Tfap2c	275.481486	192.1974253	125.5191552	134.2818509	201.9268634	123.7630567	151.3869244	74.12493597	227.186362	116.3748149	167.6215683	192.5115705	106.3353967	96.11971945	55.02323377	108.723683	231.0121504	63.43981943	106.7880919	119.2066417	79.73634636	41.79970015	46.67353196
Tfap2e	0	0	0	0	3.146629775	0	0	0	0	0	0	0	0	0.641929387	0	0	0	1.459337982	0	0	0	0	0
Tfap4	0.195307231	0	0	0	0	0	0	3.986175589	0	0	0	0	0	0	0	0	0	0	0	0	0.413479668	0	0
Tfb1m	1.546792276	6.537347461	9.848195769	4.06352796	12.48391161	2.490257877	0	3.156967399	0	3.041416214	2.274362693	0	43.34713359	2.037428055	0	11.66027738	5.208757955	6.947717784	2.007601645	1.757419255	0.654934436	21.09041261	6.314242704
Tfb2m	7.923266514	5.754689912	5.366623021	4.428714296	12.24524859	0.542811112	7.269286744	0.860170447	8.944253139	4.972119154	5.577205575	7.63335639	4.583247919	13.3231815	6.065825358	4.236059375	1.135373058	10.09613892	12.76346961	3.830714521	9.993100924	8.820129806	8.028649016
Tfcp2	1.163583212	3.152408008	0.25723475	0	1.043454767	0.312218422	0.557494171	0.659679591	2.286500802	1.271068054	3.326754203	5.22692234	0	0.425740762	2.693255264	3.609674655	1.306105848	1.935725882	2.237377272	1.468920606	0.547420137	5.124477331	4.398078408
Tfcp2l1	1.602657007	12.66404253	3.985889914	6.432385036	2.155797811	2.580197288	1.919656305	11.13043857	0.787325843	3.939076922	0.818230807	0.431956922	0.651718001	14.95300758	3.878160801	0.372882896	0.599653343	3.33270605	3.755752721	1.011606165	4.241177369	2.117453934	8.783631545
Tfdp1	30.34442495	17.36272156	42.9866504	19.13204576	21.55163752	25.01273606	36.63720519	14.86374533	21.46620753	19.09293755	19.63176362	5.888589215	1.015365693	38.37076272	8.275062804	10.844312	31.06380686	14.53844004	44.63567657	26.20208732	28.78013066	17.31952762	9.909646786
Tfdp2	2.051275188	1.667209425	1.611039874	3.545288619	0.435671369	2.781010549	2.560462439	1.92804196	2.386694101	0.530706243	1.785873021	0	0	4.977240858	7.973790624	3.692491782	0.727113995	2.828767764	3.269585203	3.679891098	6.056922761	5.049483672	5.141695956
Tfe3	26.84842095	19.67010162	10.28247593	3.31139053	6.10392355	14.40820309	23.91537611	22.51050823	17.8338682	13.6315643	21.31398783	5.911371376	10.54442076	41.09269602	13.84512985	12.66936268	17.82750707	59.44818754	51.53416538	28.64260583	41.09563557	22.58251039	32.5882296
Tfeb	0.583918188	0.949179235	0	0	5.89088719	1.88015791	0.629473433	0.74485223	0	1.435178362	0	0	0	0	0	1.426504607	1.966319947	4.37130316	4.105155963	0.829288039	9.27148077	1.620110668	0
Tfec	0	0	0	0	0	0	0	0	0	0	0.852726204	0	0	0	4.832417539	0	0	0	0	0	0.49110879	0	0
Tfg	35.8026829	32.71513362	35.40648823	33.39268767	18.80789722	36.66482863	27.40536029	64.85720498	44.96002399	10.41388406	40.4948643	10.96301346	28.79823128	46.74056589	20.05990014	89.90535873	29.96265818	57.09397653	63.24151301	40.91863848	74.00288437	77.58816446	63.41902631
Tfip11	8.604854682	6.615704379	3.701745042	6.109604168	11.26190234	5.803444589	6.016978512	8.306498048	8.225991052	3.429627413	2.992110289	1.880454901	0	5.743721525	2.202123723	4.382871238	7.048334518	6.093527629	9.055420437	2.642318723	8.862375702	3.318478101	8.702469939
Tfpi	582.7799336	615.107191	421.4076839	203.6365012	125.1218205	1052.671005	632.7187182	196.0860936	774.2599828	277.9967065	1016.951796	431.3209853	39.2715514	212.8325375	80.01416547	622.4362546	996.6845353	317.1149156	1589.644122	3004.301708	869.5221449	472.7182297	51.99506029
Tfpi2	69.23680196	170.8220496	320.7055483	39.54125284	8.834768216	265.8924958	233.6506871	5.58540386	7.259791672	0	72.42970423	0	0	0	0	0.76406376	0	30.7302902	26.04734442	77.73200553	12.16666664	0	0
Tfpt	18.15659084	15.98684054	10.53648626	24.84301695	24.42315393	16.44254963	21.20419627	23.16073974	10.0346158	7.437670449	16.68560861	0	123.407416	13.70175036	21.49038614	64.42227053	11.4640418	11.32692395	11.45553569	10.74425888	11.21132496	24.58847286	25.73541023
Tfr2	1.269363504	0.458532074	0	0	0	2.270679431	0	0	0	0	2.592276002	0	0	0	0	0	1.424842743	1.055850481	0	0	0	0	0.959580744
Tfrc	26.20217011	22.66141278	58.3153377	12.13435272	28.46758647	37.31677274	20.64157906	7.284666939	12.62461127	43.75950533	37.66259459	53.5093889	8.606019761	13.27437864	9.701578402	12.07544154	11.31214182	103.7350537	81.38698862	60.11275094	18.49063572	7.722631137	6.856491467
