Symbol	E3.5_WT_male_XK144	E3.5_WT_male_XK145	E3.5_WT_male_XK146	E3.5_WT_male_XK149	E3.5_WT_male_XK49	E3.5_WT_male_XK53	E3.5_WT_male_XK55	E3.5_WT_male_XK56	E3.5_Xist_female_XK147	E3.5_Xist_female_XK148	E3.5_Xist_female_XK50	E3.5_Xist_female_XK51	E3.5_Xist_female_XK52	E3.5_Xist_female_XK54
Osbp	15.51608443	0.252029656	1.281875315	3.256272038	3.425226801	3.185960566	2.694532863	1.544720356	10.46566895	3.559576259	2.428300866	5.816696846	6.52590618	3.177148308
Osbpl10	0	3.911171764	7.497883809	7.365147848	7.485562574	8.377840958	3.920216056	4.258192473	3.627310731	0.5537843	2.704597919	1.163491559	2.433346358	7.785031672
Osbpl11	13.63838816	17.9848608	10.5725285	7.776657768	15.12194725	11.51075018	12.98587827	15.77066462	15.54345834	5.961908748	5.241069274	7.708228086	8.924192235	12.39044357
Osbpl1a	0	0.14525192	9.937802947	5.630048939	7.44272637	4.769538761	3.057343892	4.256587425	2.797581565	0	10.53441399	2.668180417	4.78309598	0
Osbpl2	19.76686868	0	16.16911833	2.678820988	12.37553514	12.59547833	17.02571142	14.03574699	25.13976639	22.28210141	5.680897086	24.79572175	7.349047922	18.41606673
Osbpl3	0	8.779499409	1.504281293	0.828380003	5.388309787	2.415664806	3.063221987	1.724153492	2.026589045	0.261600197	0.642458029	1.099235284	3.190393016	1.576090046
Osbpl5	0	0	0.139297084	0	1.559249264	0.436277909	0.378207535	0.650455839	0	0	0	1.33295973	1.274411437	0
Osbpl6	0.61344761	0.04792356	3.090110888	1.771812212	1.848307952	1.684452675	1.056756348	0.881187946	2.827968577	2.739651717	1.586715385	2.57325381	2.185070412	4.021282061
Osbpl7	25.21683681	3.815379647	9.765507112	5.460418524	22.94353323	16.2338578	22.18037407	14.40678415	18.00270552	18.47556017	20.10880412	12.16877226	8.652072982	22.54576004
Osbpl8	9.754324278	29.58039514	55.87915892	11.14905434	23.214835	12.30990573	13.17724337	18.88560756	21.43946154	17.14036742	10.56209018	11.80084979	16.46883216	10.82524329
Osbpl9	34.40371207	12.46956607	9.798770264	4.761527317	14.70494949	15.58092931	16.00672409	16.84421524	23.17394913	13.75673767	5.633547725	19.16541077	19.94907884	27.92269662
Oscp1	0.163725844	0.895337696	2.379766397	0.961028585	1.973213521	2.153209885	1.794816195	2.881007547	0.146760735	4.456007871	4.046641526	5.566593444	4.233479908	0.211628417
Osgep	79.75810818	54.1603581	82.45252542	74.73976152	47.79790702	57.41151392	45.3981344	41.86163347	29.75628664	26.91639661	66.37325497	50.11696477	16.5924129	40.2178222
Osgepl1	28.70559397	24.98129433	0.664655964	33.31640598	14.87991414	10.61666908	8.289959618	7.177189941	18.05330608	8.741205009	16.67709809	10.97137376	8.551200266	18.1531389
Osgin2	8.518939572	1.164649322	16.69609128	1.996686851	12.35245082	5.38630981	8.463233024	10.2055055	10.55945429	17.62402321	12.39451732	25.30231511	5.654388298	4.473378607
Ost4	175.8933133	296.1009266	298.3170216	434.7719389	102.337832	117.697402	76.16087649	63.75960185	232.2999653	197.9271887	180.0180375	120.1509875	124.2426502	153.2335459
Ostc	299.255076	489.4930899	312.7335394	666.65823	148.7423959	143.3140066	153.8431264	130.5204156	417.9828649	391.196984	373.003476	266.6170488	363.3640111	406.5369929
Ostf1	182.3359513	346.9079407	284.1823051	551.0196259	258.1506667	214.6120778	156.6160381	144.9474805	336.9273702	337.648168	399.1327579	268.127105	276.0166799	137.3712896
Ostm1	63.69952838	0	15.12870954	1.603737079	14.39442541	40.03868377	32.09076479	42.68098537	26.76517811	48.83681845	35.53696055	25.1536899	14.70613198	26.18425159
Otog	0	0.19185171	0.132204856	0	0.042281743	0.035491293	0.307672564	0.352764725	0.031447685	0	0.040330637	0.108436533	0.129592022	0.634864178
Otub1	94.12488451	62.0425778	80.41727802	138.8073446	53.68082083	42.93422089	52.74298027	59.94478706	52.54401872	98.75390727	78.2547104	70.13418886	77.22034687	83.37225779
Otud1	16.57897349	0.457121405	11.62507329	9.540618565	26.36132119	17.89946997	29.93432631	50.78176551	22.54138113	12.50251815	9.929820575	25.62165754	18.0119588	11.70525225
Otud3	0	0	3.06662113	8.806423487	7.628183527	6.403096737	5.088250175	4.508074426	0	9.15634257	3.759358718	1.630281586	3.896684672	8.181275799
Otud4	0	2.261525018	3.287686211	4.892540959	6.259129161	8.026810908	10.80662089	13.35748544	6.832115822	10.4701285	3.869638448	6.316868325	14.21037456	6.27785719
Otud5	45.68654327	0	28.70651378	9.686159916	31.5365623	21.32052136	20.93255724	26.31156104	53.50456882	67.73197716	16.01625755	32.78888296	47.54549736	63.62411673
Otud6b	29.8389974	10.64185363	45.2219712	14.17254225	57.59095212	45.06072086	50.96198569	51.7725126	48.16418029	58.13256806	9.383419492	40.09922428	25.55861661	36.47307643
Otud7b	0	3.329803	2.762842996	0.907710605	2.096706825	4.047943804	2.383930657	2.022654566	1.539964143	1.439661444	3.099927939	1.277097512	0.803291372	0.899492611
Otx2	11.24048196	2.458751037	0	0	0	1.03375595	1.792317611	0	0	3.908612159	8.340452869	0	0.754926149	0
Ovca2	1.86704475	1.166853427	4.163974019	2.261395887	5.303926245	3.372814645	3.801042987	4.022879793	1.673583431	4.512440731	1.533083211	1.236595117	1.231541143	9.997960811
Ovol1	0.242991735	26.44321225	11.5767885	1.743254304	3.807077342	3.810210552	2.930130273	2.13790629	9.420419759	2.323602539	1.326857087	3.379742377	4.712301084	3.454943366
Ovol2	6.665233186	0	12.4966052	8.544148032	10.5258649	4.185194344	6.046879766	9.533017982	7.004689797	7.100576778	4.227429452	7.814291645	3.820428612	5.050367905
Oxa1l	28.22597368	17.94463087	24.40190996	25.39144894	17.26024531	19.55210268	21.79674651	21.84550203	24.86499834	34.56977731	35.4050866	28.36458349	10.78585094	19.23062579
Oxct1	22.46382528	13.7230944	27.40009377	9.37120937	20.48787259	19.4495749	11.53630738	21.6211496	19.41051918	13.02554112	24.54438923	26.11540675	21.30530809	9.809542349
Oxnad1	17.59981362	0	36.88659288	6.909380212	19.76964732	16.59464062	14.79792006	11.16794612	21.13696219	20.86440092	20.03595519	16.10832058	17.67303349	15.23970919
Oxr1	0	5.469237294	2.355529339	2.310156368	5.691941135	3.864409194	5.329609926	6.983670683	6.44358605	5.568626988	2.395272528	7.191492475	0.513105729	4.219385883
Oxsm	6.197843571	0.20541223	4.145375282	0.30622683	1.47128522	1.899994945	1.544154231	1.888494743	0.0841762	0.967056166	0.971579227	3.192779609	0.173439856	2.791780414
Oxsr1	5.31274077	0	4.369503988	9.239828622	5.958237032	4.92669684	8.816888903	7.419510236	6.118155374	11.66948194	4.283675291	5.131546018	5.451278243	5.150348702
Oxt	1.496127458	0	0	7.318236078	2.70468503	2.270312431	4.100259502	2.820713485	2.01165033	0	13.32936106	3.468242354	2.763254099	5.801584112
P2rx3	7.315849027	0.091969772	6.337629455	6.252114049	5.979354995	5.869760039	5.991858933	8.455408443	1.394472168	0	3.238391307	4.288535475	1.553093891	3.043408563
P2rx4	45.61124346	35.77038068	3.902019081	5.303793373	9.587857368	13.94994783	9.690026218	9.332556308	10.93437432	9.362928135	25.81041356	6.830331782	3.26515976	10.51155054
P2rx7	0	1.643450198	0.281366506	0.42609422	0	0.198278723	0.214858768	0.08211608	0	0.72085403	0.450629243	0.100966818	0.361994997	0.591131183
P2ry14	3.331338308	16.50289628	7.06802287	0	8.265986784	3.76659732	4.296378699	4.187143655	0	1.873873015	4.618093426	0.605688598	9.77205294	0.253294968
P2ry4	0.158925582	1.129813594	0.427776716	0.310950762	0.287304161	0.964652373	0.348438832	0.599258481	0.142457872	0.233803385	0.274046404	0.368412753	0.293525638	0.102711852
P4ha1	5.577450667	1.334391991	6.427316059	1.136743076	1.155327986	6.083179462	7.547195439	10.62494328	0.117176268	5.769328399	6.712272856	2.289571814	5.955383277	0.78851607
P4ha2	27.35730332	48.49796782	44.10133393	10.39164546	17.75353407	19.616313	15.15976491	24.37197535	11.04862899	15.81120328	19.69907279	26.25003738	18.04544032	25.45247023
P4hb	129.9402613	62.7072227	190.2740719	53.69070899	171.9958018	131.1718181	147.9234045	131.7388782	189.8956695	202.3944152	54.65973214	137.952141	107.4321184	173.3411839
P4htm	0	0	0	7.363520191	1.876842208	1.969276529	2.774131373	2.446696228	10.46947299	4.152464376	3.804248583	3.91087439	0	3.271003639
Pa2g4	220.0663844	253.9972907	214.63359	494.6399376	246.8892546	309.5391764	209.95689	225.4320712	276.9348518	328.4396314	464.4143378	208.8945758	177.1357225	282.9548508
Pabpc1	47.85300009	145.1224297	93.15657135	148.8762779	130.5528445	180.4946687	250.5110248	210.5902677	73.74945514	135.0998039	187.8698881	142.8866655	129.6877458	187.983669
Pabpc4	13.99092057	21.93275156	3.703142142	18.85789808	9.555002441	6.95893582	5.368056483	6.887506555	11.4960957	12.26388501	16.95487556	5.405500162	6.029416786	26.22231548
Pabpn1	44.21419614	159.4713784	117.0004867	315.9167823	82.17988607	65.20468988	51.26948016	42.23518959	38.04745453	85.13761844	99.84826453	61.34514112	45.73008303	76.20039367
Pacrgl	29.84283745	1.316097487	3.757247048	18.99242224	10.15180617	15.82550434	8.706329704	10.8898037	20.06291425	15.57858785	18.26002635	14.50549722	6.222984128	6.532726372
Pacs1	5.031081763	0	0.305788432	0	1.760350045	3.283639352	6.404790429	4.283690631	0.254583569	2.089126401	1.352622864	3.385969447	1.348852386	2.307539328
Pacs2	0	0.21095986	1.072985779	0.041932959	1.704741258	0.715479848	1.057238445	1.29299859	0.028816524	0	0.184781289	0.695547144	0.712495993	0.831066337
Pacsin2	65.74554738	14.00381999	35.58872953	6.929313326	39.28973256	25.53867432	34.74209055	28.87669081	12.9017816	26.38468188	13.0489879	31.85687868	23.64825618	20.77580166
Pacsin3	6.521681366	49.74661113	9.812389817	13.5236279	9.875245341	5.92091448	13.56530087	7.146164492	15.58909662	11.4394437	16.05167954	6.719205169	6.176994212	2.377630698
Padi2	2.739913116	21.38152226	2.949987073	4.926197249	3.391372612	5.318867732	4.140072866	2.699182114	4.414173028	3.3227058	3.617953938	2.632161232	10.94151055	4.881597729
Padi4	1.734997808	11.38543972	1.868023141	8.878350952	6.112178366	10.5311538	10.68024412	6.877626024	1.375770708	2.15975877	1.994518029	4.950127724	13.55721542	4.485239838
Padi6	0	0	1.21952119	1.772939148	0.546037998	0.458344258	1.821126831	0.569462517	3.113617377	0	2.517397546	2.100568558	0	1.952097526
Paf1	72.70467004	11.44418534	34.96335407	39.18122892	29.13526045	23.54359327	18.98590206	20.18117231	37.03270061	37.2898442	54.44093876	15.89211512	17.32657946	29.8486007
Pafah1b1	10.32596842	17.47068271	5.128873818	8.855350042	16.57013722	11.5427154	19.63742807	15.63175838	11.42937245	17.03747527	14.49384216	14.19474773	13.27623686	19.76258526
Pafah1b2	27.66530522	22.0799016	26.61102016	9.536312159	21.62727629	22.27218785	22.03988581	29.02920556	26.1391216	22.48878738	16.28375846	44.29553104	19.64054033	34.36354466
Pafah1b3	62.36787875	19.04619978	33.57486685	156.8928874	51.7372049	68.41990992	45.28383149	56.50180909	47.37436526	52.13210824	105.6830031	44.43735348	47.87099514	60.72324704
Pafah2	4.956161355	0	17.64570748	1.248872896	14.66132972	8.432381657	6.050504414	3.82257176	13.12588978	12.42827937	2.007074507	14.62250005	5.617056006	6.697416953
Pag1	0.042692114	0.233462586	0.045965393	0.222748201	0.874688519	0.172756114	0.889209313	0.751233278	0.344415596	0.125613015	0.024538991	0	0.078849672	0
Paics	195.5787139	218.1184195	243.2768702	175.5816558	207.6749976	189.611186	179.6410245	218.4463483	220.5358383	245.3297052	186.4242723	127.9997282	107.2718946	160.6816787
Paip1	11.74709462	126.5143917	55.6662779	24.59449498	19.38769233	16.65249339	15.42024966	16.64574369	21.19388323	16.34610375	11.78393716	30.87391193	21.28157494	24.27511415
Paip2	239.510674	563.1462848	189.8093954	563.3469182	129.1202198	192.7374086	133.9921038	154.8738094	215.5799768	241.8808488	279.8875948	158.6891367	182.336931	257.4554803
Paip2b	20.77564717	14.60725673	9.072958826	11.06101626	37.17477285	15.334171	21.03196286	24.3808421	21.85339753	17.38722764	6.884715108	21.45948872	24.07996385	16.1672905
Pak1	0	0.251782649	1.611101304	0.900853105	0.554897811	3.609804182	0.126182439	1.880782824	1.083373266	0.254006258	0.066161481	0.889438173	0	0.74391433
Pak1ip1	66.5281708	17.14635531	79.09486546	276.1968256	61.52734148	96.58217316	51.77834831	60.37742847	63.32796878	76.87903437	149.7240723	69.26790249	74.24373533	57.4151637
Pak2	22.52075147	2.820346506	19.62007978	30.60911603	30.14611977	22.34809375	21.2015126	19.12290974	10.90261476	23.3943131	18.08305122	25.77109676	23.81360113	10.88840853
Pak4	31.12440724	0.531888674	29.45282544	11.81473406	24.03044518	20.41714375	22.39098232	23.22757302	19.99815051	26.47157747	16.35257018	18.78930468	19.98496352	19.01530252
Pak6	12.43644799	0	4.885530443	6.521660131	7.291619264	7.650730897	8.935299588	7.393188935	13.74643717	9.704234493	1.642186963	18.31063224	5.121542864	5.104923583
Palb2	6.864338189	0	1.92359099	1.165214744	1.586575312	1.236644695	3.298591471	3.663841082	1.854347542	1.798357983	0.864778403	0	2.257726828	0.121543729
Palld	4.149802772	0	3.191411035	0.644398802	1.548026401	2.199007049	1.949635449	2.980495909	0	0	8.007672799	3.664704765	1.094918127	6.002508296
Palm	0	0	9.086713267	0	9.450583716	1.747909344	2.331162249	3.675120475	9.173459387	11.43833011	3.819696194	1.437796434	7.118688746	8.933257769
Palm3	40.42751433	0	7.047992577	45.2266392	17.68592326	24.16042572	17.03323808	15.91301654	12.38039762	22.22373255	28.36441822	20.23306595	28.16623604	35.89093511
Pam	0.085873267	4.414235239	1.017030541	0.616065986	1.03493919	0.521236732	1.129644977	0.539668556	0.269413077	0.378997396	0.246795384	1.194400791	1.42742312	0.776985247
Pam16	238.0834784	335.7879685	202.7336151	556.5810207	147.6993216	212.4428406	138.5442031	146.8150709	253.1782202	352.6040948	246.1795581	357.0907355	319.4787286	321.7672058
Pan2	0.158354165	0	6.564075091	1.962273997	10.49660909	5.847202421	9.460818991	7.56331535	11.74600367	21.02488762	4.186936378	11.0126437	4.971994509	5.628840316
Pan3	10.65845339	40.2173002	10.20513672	4.369436027	22.938394	8.394956057	16.52471913	13.49225031	23.06617035	29.56834824	3.675822071	9.059546634	29.38763723	14.36731969
Pank2	0	10.2977687	1.289406863	2.47783877	2.88664579	2.840817571	4.889170191	3.321909177	3.849768704	4.556453101	1.614085779	3.701572302	1.372882574	3.202702903
Pank3	4.353395721	2.302178839	12.38754246	4.680093948	34.93946274	13.45418281	16.88672251	18.94071764	15.78073448	19.21349553	4.509616826	13.529677	35.34263898	24.85819278
Pank4	0	0	14.64167126	7.346196591	5.132047579	5.002653357	4.36689626	6.215466908	0	9.902051905	2.842390066	13.37402929	1.014809108	1.242873477
Panx1	4.414837795	0	16.17960803	0.110743428	4.502160045	3.092001412	3.536696123	3.628185201	0.456620388	0	2.440003521	3.411413323	9.094768128	5.487040395
Paox	7.50518515	0	0.10919758	6.482347743	12.22324553	19.28915996	16.01013244	18.3565603	11.54585375	13.27934581	42.43948553	22.57053056	5.244933082	0.262190186
Papd4	23.32616873	2.468894892	26.73492563	6.134346312	30.15297817	29.68739565	32.37606934	37.35751133	48.98470585	47.18490596	16.21892356	37.50256936	37.87044906	67.83950584
Papd5	22.7831027	0.083337661	6.399110413	5.864084844	11.20361961	8.32513356	9.856584022	13.12083182	2.561330302	12.72314639	4.029382976	10.83375704	14.35469868	13.59181676
Papd7	0.705204936	0	0.427091759	3.10452867	1.806055628	3.388712525	2.415839661	2.43751423	2.686562287	2.788179948	1.773382594	2.860844394	3.418982523	6.038901851
Papola	46.19160773	62.57290329	66.47923456	89.61300209	70.45860496	58.19413088	66.2304694	73.67768698	64.38485903	63.64293589	64.82626035	53.63004393	37.96501497	74.25397057
Papolg	8.799089675	0.307136034	8.365103216	5.128209214	7.784232977	11.45832233	9.2353879	12.82435438	4.531023245	2.685353625	3.927731491	13.0197302	5.532381213	11.85748846
Papss1	0	0	0	0	0.979928192	0.822551658	0.445666667	0.681310796	0.060736366	2.49202935	0	0	0	2.101958551
Papss2	0.278454702	1.218187601	0.199869542	0.121070924	1.118639488	0.187797182	1.221004568	3.849872647	0.291201753	0.40964866	1.81393307	0.28688833	0.514288467	0.599874016
Paqr4	12.50821039	0	23.90812839	4.766340594	8.977137667	11.94291198	12.32531137	5.299385926	22.92815976	7.753421991	10.98634214	11.94586068	11.16158461	9.991359954
Pard3	0.175751598	0.961100747	6.244483813	2.407105559	9.10803274	6.178454693	7.995582726	8.946505398	5.888072168	7.853668255	4.11657409	7.808843461	10.06266943	3.066830659
Pard6a	19.47844877	31.55097361	3.451071443	22.03050242	16.04640985	8.480705218	16.21740147	6.817875702	19.67025196	15.4160528	11.33773504	5.715682817	7.741558981	9.24234166
Pard6b	11.29886548	0	17.96873641	11.15498121	45.9740754	21.07803748	27.27233504	28.27269424	13.10147201	25.92473016	3.932432858	16.50042575	23.54863191	21.5720273
Parg	20.38584423	0	9.46220658	2.983639848	14.79937109	9.824402107	16.18883323	19.77198072	13.7051125	19.12788633	5.212936906	7.814210735	11.11753429	12.86392249
Park2	0	0.601926498	3.970104692	1.363967399	4.245028925	1.224876466	0.844645772	0.276696043	13.36921065	5.586629996	4.238943948	0.510322446	0.406589403	0.711378246
Park7	310.9782935	429.7351249	204.1697257	923.2420814	176.8139166	209.2056449	192.4806205	207.9393746	75.72203824	136.6172989	332.5997711	195.3738118	142.6885663	161.3906898
Parl	56.5020117	80.45198414	59.8297834	291.4994038	54.60517658	69.83185657	49.0840142	61.97248349	49.57226824	81.5545823	146.2986982	54.78091422	46.2709198	75.78922664
Parn	8.984498005	0.132788885	12.61457815	7.760053777	13.75456295	10.44015141	13.30959494	16.48105371	19.04551785	12.23515995	5.024624755	14.07255469	13.90291974	29.1898448
Parp1	73.92929896	0.503466611	29.68801706	37.8284155	49.70910014	54.39258066	70.44646529	71.51359985	49.26834955	60.54322468	43.34050675	60.89678946	33.83812953	61.52453368
Parp11	0	2.380001858	0.40746766	0.24682343	0.228053464	0.478570155	0.829741021	0.475673488	0.084809104	1.80946492	0.815736945	0	0.873719576	0
Parp16	0	0	0.916679158	0	2.394239909	4.450104954	2.644444449	3.032011394	3.243512724	1.356916505	3.017821511	1.973671545	4.717452325	5.86934325
Parp2	32.3173572	87.28641189	29.91537317	66.18746959	12.58707166	39.67078931	21.38601793	28.2355313	24.11111431	39.71636933	66.71389939	35.0218768	18.56155668	29.54654638
Parp4	7.718247894	6.029625166	1.513610701	3.343876232	3.322136987	2.23088125	2.598734335	3.464653553	4.052258855	4.136355397	2.091431589	5.708408907	3.360136008	3.420492714
Parp6	16.61726827	10.08109339	1.327873147	5.249499631	3.442145207	2.495336029	4.696413665	5.221541839	4.829369095	7.830518164	1.716273663	2.206947143	5.514799493	5.537584246
Parp8	11.18171166	0	7.985073011	0.967391181	5.775483512	11.42728825	6.504116303	7.027120739	23.37012621	16.28211922	3.344732805	11.46159755	13.48697078	21.82733297
Parp9	0	0	0	1.482948961	0	0.800087658	0.325121587	0.248514039	0	1.45438301	2.38660277	0.916690319	0	0
Pars2	7.900982492	0.125236706	2.958874683	0.298722929	8.694195524	2.20095612	4.142368114	3.885929303	1.129060812	3.874510371	5.66030066	1.592663779	0	1.480092144
Parva	0	0	2.941046632	0	2.95813529	1.441775939	0.607575532	0.199034614	0	0	0.955713738	0.367088123	1.169881061	0
Parvb	6.561760628	7.384638987	7.167251664	4.341560837	9.39814172	5.57988259	6.463469796	5.02018481	7.671961986	7.065121806	8.581831545	9.111976	5.971761287	7.498214716
Pask	0	6.097601268	1.185707807	0.179560549	1.99086798	2.715593478	3.39538973	5.363708745	2.282804603	4.607260357	1.859436166	3.829362334	3.940835426	1.512446571
Patl1	0.417363203	0	3.774650663	1.524329107	2.414416771	3.63110145	2.836668514	3.88190586	2.207287018	3.561222705	3.118649371	1.419013159	2.775037698	6.473693714
Patl2	0	95.94253355	4.130171889	38.70787645	24.4243948	4.686133793	5.39536201	9.27915073	11.67815085	8.944276254	8.653291039	23.71343026	16.04140526	0.56132829
Patz1	0	0	1.416307034	4.817593549	4.024403544	4.913576818	6.766487981	5.214512552	4.535168032	5.284648111	5.6417198	0.469139043	8.596878705	7.062870492
Pawr	26.21333163	0.632417961	25.11030601	10.43369085	47.15591717	24.56855608	40.14575742	36.8235813	29.71696143	23.53522686	6.868850173	55.40460243	25.98713503	20.67845803
Pax6	1.244334206	9.8405907	1.39126794	0.561840129	2.537892446	2.130306747	2.413371974	2.165535536	1.32989706	1.83060238	0.385124163	13.6091531	10.96068272	11.87740773
Paxip1	3.27659018	6.328517527	6.943034473	4.410344964	16.46786065	15.44522206	16.27820871	17.96293303	7.811364804	6.051085118	6.25112101	7.757224293	11.97455672	14.86842466
Pbk	93.5429606	48.9300419	84.00604299	32.10953886	49.2742345	80.98918914	54.67494271	79.63802982	100.9271613	98.40942148	109.8727952	73.10911602	88.16308254	62.53092572
Pbld1	143.9816701	918.66016	141.939881	351.0161992	273.1829321	445.7781243	369.5462807	267.3522471	147.5928072	139.9230231	138.0014755	270.435439	505.0568611	145.7920471
Pbrm1	3.906667669	6.788903319	9.417211644	4.92594735	6.330035913	5.576907671	7.090109932	6.601588528	4.163325599	4.629765012	4.940127862	9.391643089	7.856737876	2.300406365
Pbx2	2.515801616	0	0.54173851	0	0.909608461	1.14528792	1.792637553	1.739154655	2.198738838	1.110336533	0.072302853	0.7775995	0.464652867	2.601495768
Pbx4	2.877296347	0	8.308014516	6.823834087	5.043926351	8.203125911	3.440930468	5.260306069	6.56511867	13.46842886	2.856633669	10.91453552	17.39188437	9.128773219
Pbxip1	0.078629327	0.773974581	8.296481674	2.307669623	2.937670618	4.534038372	2.844469245	5.139099508	1.691564035	1.445944278	2.937696718	0.243032381	6.099385469	2.134325242
Pcbd1	0.434985205	0	4.68336286	5.390197092	6.290897032	6.600723179	5.722139927	5.467308854	4.873905891	0	4.000400834	0	0	0
Pcbd2	10.97023128	104.4547527	15.9800458	100.1660107	30.33111069	43.08603921	26.17407412	27.57686554	18.51013051	27.05631866	44.13903804	33.90746829	69.12690061	59.22184808
Pcbp1	362.2600575	99.74394533	85.34860579	163.5671804	576.527355	370.9614336	888.4316505	879.8665602	595.6094055	642.7255757	150.9498164	584.3167543	341.1641987	709.4687342
Pcbp2	12.96799643	23.28176455	9.813108742	11.88857615	11.20566034	14.97539071	11.13135033	14.91550197	13.87235464	11.69869334	18.0721233	12.28937959	17.39842646	17.23654669
Pcbp4	0	0	10.23767495	0.112753981	13.12661415	4.897101789	7.770374018	12.60324681	0	3.052063424	5.167347986	5.877973058	19.47768732	7.597854757
Pcca	0	0	0.072868304	1.235918778	2.77326329	3.423348556	1.780612117	2.381839508	0	0	1.478250308	0.209187111	1.499991564	1.399690673
Pccb	37.06392926	60.72132575	38.00147267	26.98132382	21.68588359	12.29100178	13.48736604	12.37124797	21.85024558	22.73827217	12.02215615	20.67774872	16.75863556	20.47521097
Pcdhb13	0.095406991	0.939122691	0.873137105	0.373342994	0.344951706	0.482587397	0.522941301	0.119916604	0.384844559	0.070179001	0.329033781	0.147444909	0.352421522	0
Pcf11	0	12.68133852	5.294201193	5.107382333	5.633517802	6.8782174	7.786113038	5.569985743	9.332303747	4.956579396	5.23398412	4.690851565	6.054497307	8.396003748
Pcgf1	0	22.92720126	5.425520476	30.49879072	18.94826823	11.82692506	7.070836523	7.600435078	14.99646193	22.53661325	12.5126954	11.21424816	11.16841545	61.48749843
Pcgf2	0.248475329	0	0.133763185	0.405135072	1.497304477	0.502734911	1.634320642	0.780768719	0.222728563	0.456930628	0.999747564	1.536005782	7.342694953	1.124108064
Pcgf3	2.927493569	0	9.811714231	6.528549173	14.68185095	7.547221946	9.524119256	13.29386918	7.110598914	17.08820126	8.304906113	7.297159604	12.55795671	7.812157218
Pcgf5	37.35857032	17.10979064	42.10836687	24.97414746	34.61244043	38.97444899	23.54836908	28.17348817	34.84794264	68.01307936	25.36536463	58.4567767	25.44336254	28.97331867
Pcgf6	16.12223526	24.79633055	14.19407185	18.72952183	7.286406	27.86272854	22.27625255	19.41963088	22.73126519	25.20061711	19.98174475	15.05329594	20.47152453	39.07358604
Pcid2	6.438070066	0.160030459	16.38399034	1.622290041	21.86661468	19.39099492	16.52125326	13.60923973	3.672431416	17.97407216	10.26057959	13.11537163	19.99801876	20.23687946
Pcif1	11.52268222	0	13.92245333	16.1990432	3.548916294	3.497040114	5.614018097	6.114962447	6.771045423	4.332074277	6.917480911	8.705893236	2.601093656	4.633678008
Pck2	2.694349537	0	0.669445397	0	2.248070557	5.136915745	3.635241836	3.907517799	0	0	2.799545216	0	0	4.152398511
Pclo	0.143720184	1.205102464	0.567378033	0.354103918	0.442649458	0.807738968	0.92779893	0.863063667	0.193242063	0.258419287	0.229469149	0.246788456	0.943794547	0.165128482
Pcm1	6.348053987	2.666805151	3.847387339	4.798199171	2.989320777	4.125353539	4.378143692	2.483479872	2.374088225	5.318866605	5.79941178	3.443413033	2.639944585	6.683831929
Pcmt1	89.14133434	80.40758359	121.8004158	205.9382936	53.16251013	44.06679981	45.33385505	37.19310108	79.65747037	99.09879051	105.2218107	46.58336158	33.26715772	97.87941229
Pcmtd1	2.491687042	8.838379457	15.19004703	14.05459406	26.62088308	20.50614575	29.6032153	25.90074871	15.24213459	20.70594417	14.0122985	19.77401939	28.10945583	20.80397942
Pcmtd2	0	0	1.297300855	2.030085779	2.904318379	2.336306124	3.412247876	6.815049566	0	0.295435796	1.789150487	2.172469848	7.974378065	0
Pcna	246.0773447	345.5946659	217.2244052	639.0423139	218.0469846	254.8822108	213.6606176	273.795017	181.2257465	261.8450395	479.7802161	321.0904277	162.1701197	331.0862755
Pcnp	56.16308319	150.3404065	111.0829328	116.3634984	48.98921797	48.02745478	42.68928037	54.210859	35.60204758	37.43201461	59.65921422	54.42742812	17.19276989	28.0754775
Pcnt	17.15475756	2.345277437	8.618026526	9.958483643	7.797609779	6.956732803	6.808926209	7.388611829	10.15756765	13.48886065	5.843974854	11.25595675	13.0422404	8.267409553
Pcnx	0.580505835	0.38094078	0.281256407	0.170370996	1.294300629	0.763441416	0.763643355	0.729635089	2.120444171	1.878824665	1.134473999	1.794263282	0.804118552	0.262622166
Pcnxl3	0	0.212198978	5.065691353	1.455184498	6.722616769	2.502531888	6.859241935	5.243016723	14.67405312	7.314161033	1.923719736	4.947401883	5.375107436	2.821323772
Pcsk1n	1.285318801	0	0	0.838276746	0.193632262	2.438023609	0.88063029	0.807755617	1.65619456	3.19088847	2.216364347	0.744889261	0	0.830687374
Pcsk6	2.049430062	2.151810206	10.85629227	1.657415309	10.27503424	6.053990408	9.166340948	9.479382406	4.335485575	2.532616147	10.13072658	9.501757497	3.028135599	0.741733474
Pcsk7	8.314216432	0	7.410003455	1.566493952	4.119432443	4.205494841	5.974940288	4.992825574	2.15300384	5.096441775	2.123967406	0.85660312	3.924270012	8.358601127
Pctp	0.178761043	2.346139083	0.769867867	0.699520892	2.800741829	1.627575578	0.979818481	2.920891032	0.480714006	0.788952975	0.616500128	1.105051344	1.980962984	0
Pcx	0	0	0.799197454	0.484113651	1.292196195	0.667488861	0.994543281	1.762285649	0	1.941356198	0.094812871	2.294300771	0.913969579	0.106606824
Pcyox1	0.90322027	8.441671957	6.055846849	3.320238172	8.312604561	10.05106624	6.660938927	9.391641474	4.968180929	1.147576322	1.179913145	1.649658039	2.426460369	1.061347828
Pcyox1l	0	0	0.658271379	0.341783757	5.052678826	5.301522831	6.319319131	4.391195014	0.391458976	0	8.333755207	10.52853145	10.96944748	6.32220222
