Symbol	X8cell_WT_male_XK113	X8cell_WT_male_XK114	X8cell_WT_male_XK120	X8cell_WT_male_XK18	X8cell_WT_male_XK21	X8cell_WT_male_XK23	X8cell_Xist_female_XK112	X8cell_Xist_female_XK115	X8cell_Xist_female_XK116	X8cell_Xist_female_XK117	X8cell_Xist_female_XK121	X8cell_Xist_female_XK14	X8cell_Xist_female_XK16	X8cell_Xist_female_XK17	X8cell_Xist_female_XK19	X8cell_Xist_female_XK20	X8cell_Xist_female_XK22	X8cell_Xist_female_XK24
Cyp2s1	40.92971939	115.374866	80.61388097	132.7927823	62.44516441	119.0104734	101.255371	79.66189661	114.7772794	160.1301049	101.2336174	49.42369426	137.0750489	151.7938598	61.81392835	132.3832903	71.83440362	113.924967
Cyp51	0.256711833	0.396964358	1.930516668	0.843760213	12.95950574	3.950041872	5.195202072	1.700904333	0	3.468219264	2.373332549	0.593477805	0.044159837	9.742269546	0.05317	1.174455207	3.846162866	0
Cyr61	9.918342688	28.97017697	6.511618035	40.01643954	24.27336964	7.282870973	0	2.920724482	27.13516104	37.22179106	3.727491913	9.008082544	14.1232435	0	4.222689017	0	0.144835003	0
Cyth1	0	1.583855041	0.366790583	1.923733511	0.933147664	0.471463199	2.032198794	0	0	0.307509084	1.154805011	0	0	0	0	0	0	0
Cyth2	87.1155212	83.42472248	113.542079	151.7133236	101.3822069	109.1309238	106.6011711	78.52322115	75.49308911	73.68353289	122.5490776	102.3052702	91.51167707	71.59024114	56.32811256	105.0258908	125.3011338	84.99427851
Cyth3	0	4.433833532	0.280033958	0	1.508677712	0.874160547	0	1.036254242	3.423068601	2.582516803	1.351878802	0	0.044839695	0	1.295725732	0.155548225	0	0
D030028A08Rik	0.79252951	0	2.554267191	0.744252929	0.063708642	0.312684711	0	0	2.601896293	0	1.697727168	12.1056394	7.361914617	0.695414247	0.082074117	0.078822133	2.708106388	0
D030040B21Rik	1.202438963	4.958352511	5.167168922	2.19565292	6.250667855	2.925531095	1.431431848	1.593408155	7.895280716	2.888026486	2.892148675	0.52949557	1.034224017	1.406792093	1.743339019	2.551258694	0.632120628	1.878963343
D030056L22Rik	21.23940214	48.73534587	27.97008708	21.98306858	16.19238536	22.30107237	34.66387894	23.60575728	29.24142185	49.36736875	17.61222788	5.656934582	8.48583659	21.34209696	27.24599001	9.812413114	16.92837904	22.48304635
D10Wsu102e	25.47658272	31.02396938	40.37037857	41.6688317	40.19145659	31.15975771	15.73283249	39.2462468	33.45613016	38.1480398	31.73966268	39.96642821	50.2892828	49.87897829	17.87480234	30.78578201	42.02055952	13.4360069
D11Wsu47e	1.017729153	4.721272815	7.653496409	0	9.65377403	5.420722657	3.331751056	10.11480405	1.670616472	2.749937788	5.392981469	5.882078517	6.215014439	2.344173026	7.377700646	17.308565	0	0
D130020L05Rik	0.3604731	3.901903533	3.872598644	3.497988767	1.101131951	2.41775888	0	0.477679778	7.100658915	0.974010223	1.381817325	1.488138759	0.310044791	0.553527308	1.045253588	0.717027141	1.989752609	5.069564323
D130040H23Rik	1.116350259	8.631297953	4.797225093	7.425800329	2.781922827	3.523559982	7.641453198	1.479327984	1.832504382	4.524622914	5.915578074	5.253828544	14.11462651	4.775328354	12.8325874	8.993282474	3.521183439	5.233316484
D15Ertd621e	6.16286513	18.44496549	22.42538443	0.871230079	33.94363813	23.80514711	12.42475714	23.70977728	25.45423895	17.36849161	26.4037198	11.85110183	31.59908557	14.173349	37.71700625	25.74332812	33.44320344	14.91136751
D16Ertd472e	2.721103757	1.122068734	2.533534502	4.344093192	0.05833064	3.793332544	1.187747617	0.721172392	6.551203165	1.960669929	3.476975411	0	9.361742072	1.432598506	3.757289105	6.711653402	0.047682692	1.700827857
D17H6S53E	14.19172082	25.19640703	28.79858164	8.062156612	12.33778088	9.33200608	7.821480072	6.26870452	32.78683052	19.409956	15.76346862	7.377696385	7.052571074	6.687556108	13.06391395	7.8414304	6.769776046	51.74484751
D17Wsu104e	50.18196165	37.85292114	28.92784529	0	25.18759198	21.24749122	65.56679067	64.87655256	28.12783834	50.70969616	26.77098573	9.499312908	16.21198065	87.79700082	27.12491122	18.98983162	45.36175171	63.11505783
D17Wsu92e	18.18927009	9.073173275	9.140105489	1.056100573	13.25387299	9.086245014	6.810293502	10.49666512	11.5579116	12.68335706	4.630740806	7.412173412	5.299006539	7.143560241	14.82634764	26.55202895	16.96497368	15.1283927
D19Bwg1357e	145.574073	42.42599574	57.56323692	177.1223081	74.57223542	67.55913559	63.40143257	35.07400335	60.40277442	83.14629922	50.22100889	87.78729127	72.90440864	132.9045699	155.9038384	90.91456784	69.65584669	60.52628307
D1Ertd622e	0	3.786674617	3.507686135	0.574906846	2.755899043	0.885635477	0	0.540835395	4.019730211	0.735191549	0.092030114	9.435386723	0.702073669	0	13.69420724	0	0	5.739828123
D1Pas1	0	1.61393448	0	0	3.859410833	1.303988701	0	2.305117236	3.426532166	5.326934283	0.706041743	0	6.283909062	0.686862297	0	0	0.091446259	0
D230025D16Rik	44.3717149	71.021362	93.66536044	91.86637165	92.67643586	102.9654091	120.470953	121.20854	38.33514914	65.55598819	117.5197314	108.6864812	135.7177607	84.52880075	16.4456976	113.5005763	99.6476925	153.2700046
D2Wsu81e	13.37555245	15.9824589	9.797379594	10.75279463	11.53410651	20.38915269	49.57780041	6.445298421	31.93622435	19.71337339	20.83826164	31.92616296	14.74652647	13.33697074	7.555462748	23.7032476	45.86462761	2.850135909
D2hgdh	0	1.130141171	0.785157344	0	1.880009114	3.027663276	0	2.421202276	5.998485567	0.987387734	5.108784861	14.24097208	10.74916572	0	0.908236791	6.469188628	2.113132267	0
D330023K18Rik	0	3.374972364	0	0	4.210743069	3.013865332	0	0	0	0	3.445017916	0	0	0	0	5.643787849	13.19469504	0
D330041H03Rik	49.69864975	151.3734235	169.073899	105.4818041	134.0173966	55.40777297	26.89239887	23.94836624	187.8835625	77.99520316	66.05095575	36.68201873	40.15539681	53.35453346	308.3387402	42.08910664	45.32554798	31.77018073
D3Ertd254e	12.14454277	17.47547954	21.20138156	11.53676295	12.58286553	7.619831426	2.20876236	2.235180849	24.36553147	9.115265483	9.242379495	20.8065384	9.488072599	3.996138927	26.72581008	5.133373178	7.27108878	9.488693977
D5Ertd577e	10.33443185	5.558458706	7.24068504	11.39272578	18.99885467	11.25702679	9.360616521	2.977095521	13.27626214	12.14085923	10.03050538	6.900368381	4.251116759	6.50535282	16.37918197	6.7032091	3.425024596	8.42549224
D5Ertd579e	0.99997012	1.288580052	1.969509527	1.121651879	1.527297113	1.282217171	2.480009938	2.429363227	0	0.600433844	1.352904447	3.302536126	1.462135167	2.52262685	1.518830185	2.55263801	5.69489934	0
D630023F18Rik	0	0.79265406	3.85483443	0.641832801	3.378895967	0.707843601	0	0.679269409	3.365755755	0.461686803	0.577932232	1.015757098	0.088177876	3.148503954	0	1.427476052	1.077891322	0
D630045J12Rik	0	0.472557662	0.109435331	0.031886862	0.065508978	0.261235677	0	0.269973986	0.334427874	0	0.298607101	0	0	0	0.04219672	0	0	0
D6Ertd527e	6.523154882	0.775925393	9.16416473	0.15707179	0.08067282	1.385809654	0	1.994801049	0	2.711658456	0.792029265	11.43467914	11.13488208	0	13.30286176	0	0.131892854	2.352289987
D6Wsu163e	4.993148389	9.265339679	17.7018249	68.45929758	21.03239195	19.60147523	11.29368601	15.87997118	6.557057681	25.63413858	24.43222715	4.617352788	24.30762246	19.27770326	4.343547083	36.45048161	30.97372248	25.74801063
D730045A05Rik	0.880588345	0	1.892049771	0.137824616	1.132598083	0.347427457	0.524143944	1.166908835	0	4.758757591	0.198564581	0.72706543	0	0.772682497	0.547160777	0.875801473	0.925848338	0
D7Ertd443e	50.20441525	27.17162325	31.9116047	41.8422842	8.744136361	49.18901608	48.31033361	47.12415632	28.84393457	20.34809826	21.9808984	25.28554452	63.97996556	27.53278047	19.84343805	18.8907525	27.38211191	54.91553516
D7Ertd715e	7.133849764	4.727731464	17.51763728	10.28820225	6.390037817	19.9031732	5.45941449	16.20582558	6.691607428	8.261099018	12.98384187	6.731571585	12.62234335	0.782459943	73.35023308	37.19843951	29.73417032	14.33255759
D8Ertd738e	449.6915554	695.3770592	434.0708525	496.6509013	395.1940565	441.8859393	422.6297117	573.5047987	560.5689123	508.5679197	341.9435289	336.9542386	358.5731332	454.2943489	571.4444515	322.1523757	443.0320863	483.4365171
D930015E06Rik	1.138181513	7.040072724	3.423727463	7.12566463	5.526260748	5.343793817	2.303393219	6.636333443	1.494672549	2.870377108	5.492298738	0.187949894	4.503196906	4.644004392	0.801514188	2.263988732	4.607222379	0
D930016D06Rik	0.586750648	0.453658664	3.151760514	0	4.669513973	5.440172174	0	4.276419122	2.889477899	0.792709817	2.976904804	0	2.523336447	0	9.965250053	0	0	0
D930020B18Rik	0	1.008453954	1.401232074	2.143500557	0.996063335	0.83622859	2.523140545	0	0	1.174761868	1.249966065	3.715353142	1.626672117	1.85978161	4.930194819	0.259443728	0.171418375	1.528610972
D930028M14Rik	18.72849066	9.653552235	3.353367541	0.488545917	0	3.489316819	3.715858466	2.757555516	6.831794735	5.622777823	0	0	0	0	0	0	0	0
D930032P07Rik	0.85043121	3.945173174	1.827253546	1.996568931	3.418157742	2.180940166	2.024775237	1.126946204	2.791989172	3.829822033	1.534115393	1.263898672	2.486965068	2.238662303	1.761407982	3.890718049	2.458888308	3.986719787
Daam1	1.116722128	0.575611542	0.399901925	5.039574089	1.436309428	0.624171596	0.775478124	0.739910383	0	2.011613385	0.629526449	0.706890696	4.866525837	0.449112049	0	0	0	0
Dab2	4.346240054	7.840903814	0.778201543	29.40185026	3.260869308	3.286635215	4.599057323	0.639934016	4.756275418	21.09513642	6.53358133	6.818170751	12.50228153	9.057439993	10.65225559	1.777074613	8.885383303	10.18732675
Dab2ip	0	1.218607793	0	3.108226972	0	0.062184125	0	0.208858577	0	1.987402147	0	0	0	0	0.22851101	0	1.325699905	0.73886457
Dad1	59.23919375	64.77055395	53.03438304	52.30593644	67.87094013	62.56205748	81.38376708	74.93241821	49.1120987	61.97851753	52.95932686	50.19589648	53.88553568	41.15092862	43.62519471	44.69373192	56.857685	77.14062624
Dag1	3.037281838	5.479456829	1.903406355	2.654193062	3.947194106	11.38413148	22.1461798	8.720496063	4.154783434	3.875450264	13.12685034	0	4.310430189	0	0	8.558851718	9.646700079	2.373068992
Daglb	0	3.730999676	5.924765353	0	0.38791135	5.235684623	0	8.678389554	2.263216393	1.24179794	5.207451071	0	0.889394373	1.663460052	2.855632435	3.770916951	9.694206112	0
Dalrd3	18.65661006	16.91177861	36.63027963	10.47181439	2.792617165	19.92487465	32.93144802	16.19766202	19.0086724	19.70076329	25.82162619	8.923692176	7.525324351	16.7938337	6.129334719	20.73062926	17.75542052	9.047581693
Dap	0	4.667078596	0	9.211449149	33.48123591	37.80719192	28.74333193	0.999869893	0	2.718371993	18.71548269	30.02804771	0	0	12.50230973	7.05407525	16.85797282	35.37170695
Dap3	2.173120027	2.240258233	5.966211826	3.363450737	5.046583453	8.907257757	9.054394105	4.799505117	5.548987988	6.089317729	8.221423174	10.5262987	5.856550485	21.92853893	0.200042359	7.108298452	7.171773666	13.58310233
Dapk1	0.564852541	0.291151786	0	0.029469156	0	0.705713851	2.689693002	0	0.618142169	4.070000595	1.358603287	0.652925582	6.056713242	0.660848585	0	3.857569775	1.930124688	0
Dapk3	2.45058467	29.36818057	46.07203431	6.136822398	15.26702165	19.33708082	41.20650723	35.72122902	46.26068902	27.03803963	45.03562268	2.124513886	9.695698953	4.031801351	7.232781526	13.64867453	9.823052903	37.33615537
Dars	41.42064356	36.50189321	53.58972695	43.98626767	77.5488305	42.87606538	61.5034557	33.64129805	40.94175593	49.34105195	59.55489151	53.90988762	127.0281561	109.3281831	61.71358586	77.69556351	83.00171307	50.10968322
Dars2	0.936163035	11.09848494	10.05729332	17.87578733	19.26523721	12.37335577	27.86115605	6.202767295	7.171381292	8.150751098	10.69553893	15.04678251	23.94124146	6.776939038	10.34120118	9.310740592	14.27205167	10.2401141
Daxx	15.37255653	4.876150547	15.2445153	0.185078771	11.78711005	20.76127217	3.753869011	14.6252574	6.470324114	15.97582905	15.28758165	14.25463708	8.611261679	22.56784807	1.714437103	1.019266095	15.43741883	18.47812981
Dazap1	0.535955208	4.14385096	4.030474368	0.587192359	1.464840434	3.594749414	6.380227006	11.36350935	1.759555766	10.13718074	5.317530909	2.566593274	0.921955734	1.763550519	2.109127659	1.492516927	1.831381298	0
Dazap2	65.0117786	75.87204611	74.45506613	131.3185684	142.5828784	72.35167256	74.10710706	99.15394736	46.31146914	114.8997058	94.87223873	64.41304888	54.96743603	133.7336559	75.07484316	180.1894715	146.5402717	109.2562527
Dazl	0.379832294	2.936753654	8.56921046	0.059449163	4.885339794	5.020279515	0	4.026668422	1.246999923	0.342106469	0.599540847	0	4.508401145	9.498715679	4.484226208	0	0	0
Dbf4	46.18008492	43.83597492	28.48990328	46.0148686	31.82981776	45.54974399	30.4809863	22.41811397	40.5295384	23.88530252	12.78450418	17.81869584	43.8096842	24.2726319	37.12275428	23.37379392	9.133849948	19.29089534
Dbi	25.49923807	51.02777007	27.39408705	13.61633211	59.32343523	21.896324	11.60644651	57.64216383	39.39515461	28.37049911	40.24890731	24.76902095	12.6431688	63.17535068	0	5.967205738	9.068032026	0
Dbndd2	2.471663673	1.698683559	2.065259046	7.436127508	1.854424079	0.487585277	3.596227731	0	1.803231149	1.484114864	0	0	0	0.361465012	0	2.185091312	0	9.012005063
Dbnl	60.84980693	39.3884491	70.43912012	46.58570941	60.36642603	47.64317153	72.43806486	48.13092572	26.32648971	39.51134758	65.62714465	88.17520526	43.4115058	68.81122509	19.73520464	36.87438438	105.0170541	48.6484152
Dbr1	0	16.43353162	13.70049164	3.409832131	19.13622211	15.51380065	26.25131204	11.26624679	12.21146762	22.97237616	14.97732129	51.68221701	11.88283888	13.28826511	11.11571559	21.5619574	0	7.472966904
Dbt	6.110084742	17.32185087	13.85759782	20.50764982	25.32244353	22.16480583	13.13305384	25.18991783	11.14420952	21.40139919	10.9456011	21.13229365	16.23308633	32.09372663	14.41283318	24.44252302	33.90511737	22.27815832
Dcaf10	3.873099298	21.32132825	21.96960162	6.037704165	10.28683033	7.762713328	5.809473994	10.26485036	15.25859049	9.348949735	7.895068688	5.474733134	15.32385527	6.525112471	20.34363949	9.583888351	7.411343422	2.178795148
Dcaf11	14.46960094	29.40708439	9.771040604	62.69979865	11.16633604	16.71874136	9.104746806	3.834869103	10.85807998	32.76729422	18.36468935	10.58158599	48.07472175	33.82715641	40.58706259	48.18910487	38.2505866	19.3805024
Dcaf12	34.29399554	18.51056064	19.11633089	45.62373884	24.7069271	33.31531574	26.95987642	34.2977953	30.80241442	24.18575858	27.79495967	41.56448243	38.62364585	31.440113	21.64389979	21.6229146	40.81881438	31.84989745
Dcaf12l1	0	0	0	0	0.915068103	1.122798241	1.882112805	0	1.038108028	1.993588176	3.279855363	0.31329237	0	0	0	0	0	0
Dcaf13	408.9884281	144.6529362	218.9111407	345.9399663	344.2772027	252.6293614	216.2456011	172.9690566	202.3603314	203.1242172	189.8423	367.7412017	354.5174068	395.6178258	459.7439429	359.5977193	288.5789962	322.9475866
Dcaf15	0	1.494797448	1.557749455	0	1.631845065	3.146457529	0	1.921462775	1.586796614	4.78860274	3.81455271	0	5.986331955	5.407357106	1.101184731	0	0	0
Dcaf17	5.817047048	18.54101465	27.03783946	12.18889106	14.88723354	7.189622381	5.016981328	5.663344655	28.06167127	12.83090063	13.14367583	5.35179786	8.801675247	15.91167343	34.39893375	13.10576008	6.272049551	8.904365962
Dcaf4	86.11669284	100.6670656	156.3961397	172.7332526	280.4483653	157.2423999	234.6291897	167.7795441	141.3617417	149.5865242	204.1256645	173.4405244	176.5321085	133.0242921	89.71303325	180.2698328	215.9824736	295.5695529
Dcaf5	0.979031549	0.302783573	1.68285345	2.666243409	0.975890923	3.476405279	2.330957299	7.265218984	2.571350112	2.116300467	1.501185809	1.228685795	1.380995022	3.736922451	2.14943008	2.804283475	4.889418537	1.835833117
Dcaf6	6.424165077	4.182719153	2.179435243	0.052919649	7.93649687	1.133895995	2.21377468	0	0	3.045316885	9.453957098	0.502500107	0.290813571	0.074170506	3.641557779	0.605296739	0.533238218	0
Dcaf7	22.35321971	17.73372154	13.990933	40.94879875	16.31269258	18.78882127	37.48563708	29.10614477	11.48654164	13.83052726	18.32092424	19.579547	19.7276717	14.54001236	7.810246602	8.583372387	25.54578059	10.93452733
Dcaf8	4.179677407	17.54300355	10.26347276	16.72829253	19.39139243	16.49050547	5.508762657	18.98978119	21.56313732	6.453500809	14.06986287	9.514864218	22.39147955	1.047859031	5.070483229	19.24077105	24.56212812	13.99559124
Dcakd	3.259820914	8.06527818	7.004116567	8.265376024	2.725272838	5.015907896	3.104497855	19.00686165	2.140416437	15.85465882	7.056572788	0	0	3.289422993	0	4.538940771	4.969682713	0
Dcbld1	13.29877618	22.84939967	20.23992878	33.59225576	14.55084327	39.93474755	44.41587121	13.7066462	35.17075683	35.60101278	38.73387795	46.48305951	32.09091707	31.11777604	21.19384312	28.51042133	16.99237765	22.512776
Dcbld2	0.34452493	0.799130191	0.555189878	23.13299184	2.021745195	0.917520191	0	0.913092223	0	0.310305913	1.514900521	5.120280113	0	0.264518985	1.4985137	0.274121676	0	0
Dcc	0.108229212	0.669437617	0	0	0	0.042700769	1.674925453	0	0.355319494	0.097479635	0.048809386	0	0	0	0.919071125	0.322922635	1.280159064	0
Dcdc2b	1.293364131	3.999967246	2.778948101	1.214579433	3.327006869	2.296278348	0.769836418	0	0	0	3.208059012	0	2.447344301	2.269754835	0.803642392	1.800866778	4.419479175	0
Dcdc2c	105.9800969	181.956669	66.13663932	170.6306236	37.08429414	50.26831931	23.19172473	36.14243789	110.0090462	61.06242611	23.01895215	35.38740005	44.10246618	54.70204121	293.4269861	47.27678953	49.15906028	43.83723682
Dck	12.79402399	27.13226065	14.5301624	12.12910727	23.33149272	36.19962255	26.10946675	21.3135498	22.80170156	32.26521707	25.14014663	25.23166769	21.44248275	7.136697243	11.20525133	20.21373864	8.551376932	15.42261963
Dclk2	2.66126842	0	3.716735541	0	0.855719795	0.577487482	2.69286909	1.057971407	0	0.239694506	0	0	0	0	0	3.758458532	0	2.495141605
Dclre1a	2.468630212	2.544898159	2.062724364	5.795636764	5.997432117	1.893837813	3.591814098	0	1.801018052	0.988195612	1.608109913	5.435322712	0.047184038	6.498384976	15.33903593	9.493481588	4.109559881	0
Dclre1b	2.606032205	8.46261727	8.679028211	5.995852947	2.765264105	4.009918906	2.481860692	2.417362683	9.411243353	4.694390067	7.756799402	16.00859717	14.83847762	6.802912579	2.590847114	3.680449481	1.232989024	7.330060354
Dclre1c	65.78619576	135.0814095	239.6376748	105.6654802	93.22469111	47.1237537	21.93235104	24.29505322	232.5007988	91.144713	66.26745555	42.85992819	34.41362532	46.60572997	270.7249787	31.35566493	51.21414147	58.983189
Dcp1a	1.591832777	1.846138729	4.702835248	1.993155992	1.151656224	7.811271645	4.974327625	4.482500767	0	6.989425211	5.922570484	1.018590703	13.65720806	2.400702229	3.008507416	1.424861627	0.366110701	4.663951033
Dcp2	0.12929152	3.798649908	1.80568929	3.05563059	3.845516444	2.01492248	2.770449144	1.713302455	2.122338177	1.746749792	2.332323992	0.789954949	1.112043102	3.743795548	0.883699791	5.760773421	0.169920968	0
Dcps	0	10.13057031	3.016345677	0	5.11590001	1.846253948	0	1.240207129	0	22.75953536	5.698005225	0.463641221	2.575916523	1.642435659	3.101494256	23.08419037	1.476006961	17.54958057
Dctd	74.25694064	16.75848346	56.48930709	39.45289054	70.79210952	61.04933125	43.48248459	49.46662358	57.98191307	46.99785918	41.36284237	36.32255924	83.4091763	30.55363944	41.81711618	44.31196826	48.21569721	56.44989009
Dctn1	4.214048882	8.816254337	9.853306665	0	5.459892817	12.27398471	4.573934921	11.8254355	7.32432652	9.600381745	9.502293048	6.262859034	2.601129992	2.175097801	0	5.078677155	4.365483764	13.9446756
Dctn2	20.89807685	20.6460647	41.1601913	4.17941515	17.91917258	29.08698765	61.50373113	41.5395298	22.86965469	28.7564923	33.11716815	17.35053834	20.67072649	15.79041909	17.67428795	34.06344522	28.07556928	95.24636
Dctn3	89.07342539	75.12981957	109.3628271	77.12956597	113.8208313	27.15598742	81.24882247	76.64634121	34.18019043	91.68736674	74.08062188	25.02414699	40.39569091	83.99502674	33.06414412	33.13467037	37.70387967	27.114647
Dctn4	7.822868025	13.49261972	17.13160897	18.27166992	15.62457022	29.61791006	21.31165891	16.74580159	19.75591692	18.42769296	22.99964881	32.49383435	19.1503164	11.35244098	45.99067543	15.8599299	6.326879594	14.10487291
Dctn5	83.15352055	38.34955542	83.84732181	107.2001127	154.2106774	47.48439821	100.7259598	80.22650582	47.89391348	44.01695459	98.02817113	100.2142947	77.29262836	88.16486339	72.51666074	135.8045661	90.11157378	51.29128394
Dctn6	15.06957046	35.85032884	36.11479441	67.85517628	39.5099322	33.38655324	53.81827375	26.1138219	38.05678187	67.86412861	48.87963773	36.94412528	33.10146256	38.14318291	74.90880784	33.66457304	57.89193276	38.03926203
Dctpp1	89.89084713	84.49142169	77.63521887	109.5190489	70.8432062	132.4742537	231.8543297	130.7968604	40.50586184	133.3502955	108.501763	173.1780404	100.6618609	170.124211	133.2474578	141.6411343	165.8575519	99.15236215
Dcun1d1	5.1810886	7.283396629	4.048069394	13.23264454	11.01803708	6.829310863	6.307953623	10.92270936	9.277994789	2.969585084	10.08975893	4.861148737	26.53512955	7.749215664	14.43812574	5.293458536	7.180641661	2.20802942
Dcun1d2	0.736629275	2.278161965	5.9352616	0	2.842320964	9.518126731	2.849967913	0	2.418374273	7.629853757	3.903423634	9.913731242	4.815197944	0.565568443	0	0.073262496	7.357656319	6.906459855
Dcun1d3	0.767359045	5.339698764	5.152384462	7.926772828	11.84357329	7.531004559	2.169551011	9.914418056	6.927967639	10.02157586	6.618489846	6.810949237	16.10423211	6.607032271	2.105887977	8.624020859	15.93428699	9.892540395
Dcun1d5	80.01842499	83.44977461	82.96583106	27.66935328	70.45719626	75.43876644	104.672113	73.97871668	94.69515983	68.71867851	71.96387134	19.35943377	35.05235783	24.49294143	96.74221685	32.94384483	34.48399609	69.78917302
Dcxr	0	45.17610066	5.230961131	0	5.871188592	2.161203151	8.694623076	17.74387847	3.996376659	30.69865191	7.411130979	14.2718667	9.004133043	44.32697677	1.260615517	4.600533618	0	0
Dda1	67.29359363	48.61147007	50.65869699	73.03493029	55.75332302	49.22413295	71.92268645	25.38526821	41.92770026	34.50779076	58.37039336	81.51729762	52.30285273	44.60891348	22.07667469	34.78290782	49.57826282	20.72393327
Ddah1	36.38402091	6.917477382	25.95168187	6.534806877	15.77464746	19.47332287	13.49093637	9.484754602	7.832770264	21.2200964	10.49069621	22.85069432	31.75580197	18.64506374	15.75113351	20.22870005	15.75628567	54.52453755
Ddah2	4.13876522	7.679937112	23.1208482	3.757099046	13.57418803	27.5961629	16.25894515	3.290682916	13.58768064	21.62062199	8.959233895	7.791233145	18.08364953	23.24228951	13.02972198	3.293013537	35.46462058	42.68447985
Ddb1	23.62168187	55.6209714	87.08928298	44.15549116	92.56959059	120.7854546	69.18209034	91.77234844	72.26309137	85.58562084	116.7586924	99.15729857	89.71860633	117.4144231	27.29797342	79.18301407	59.12608042	89.34351088
Ddb2	5.251801298	5.414054883	3.13447932	0	1.68869487	3.108069701	0	3.093070104	7.663026157	4.730180195	1.973721566	0	0.803040295	1.024056489	0	0	3.834535054	2.735535144
Ddhd1	1.719840876	3.98919396	1.385731719	0	1.382519207	1.781183974	1.791446963	0.854640619	0.705785643	0.774511143	0.145428118	0.177500198	0	0.330114401	0	0.427622958	0.056507385	1.007801039
Ddhd2	32.99760787	35.23195898	38.54447256	53.24452083	41.93572474	19.99328174	13.09389451	15.61666957	24.93356911	16.74710179	36.84896997	39.09407131	39.41863118	14.18982423	42.30846658	6.667831488	42.74747227	12.27689196
Ddi2	0	3.906156203	3.392216953	3.459440713	2.893621685	5.04545364	6.014251848	2.092126748	3.10992408	5.972314732	6.479242512	0	2.335629877	3.740381519	0.980993256	2.826371466	3.319868722	1.480234473
Ddit3	0	7.935641103	1.37830721	0	0	1.265457643	0	1.700123206	0	4.622168681	0.867893639	14.61827235	11.03488924	0	3.985918637	0	0	0
Ddit4	1.989554794	56.40309897	18.5241217	4.98229854	10.76884004	15.69918491	7.500079906	35.15269584	21.77254464	13.73826487	23.32856897	8.651517673	5.247761095	3.636995878	9.065658507	8.970286133	5.055214344	21.76252142
Ddit4l	12.73115211	10.79594247	3.088400977	14.33391207	3.565436248	3.969751323	18.0890339	10.88428748	9.437970014	3.329031633	3.426388376	0.067816687	7.559122179	9.819755206	7.060002842	0.245069916	0	5.775688864
Ddost	34.13740478	67.63476836	113.4606705	60.10863752	133.3502467	69.13167922	129.5353582	99.6629265	89.30900353	87.91662681	106.2038063	114.5049966	79.09324019	98.87247075	32.59067189	83.28809298	109.4985803	52.51052305
Ddr1	5.85791283	9.058338206	3.895799435	8.207961659	5.561067897	10.56540252	18.92805987	9.98047864	9.15794751	9.547212869	15.97666678	1.427959408	6.957819952	5.752009756	0.98218501	3.218209685	3.226140027	10.46140749
Ddr2	2.42634487	0	2.751460315	1.075979657	4.31266777	5.637377194	11.95484453	1.607631581	0.442542071	9.955504571	4.103388564	6.477442577	2.689797513	0.473116569	1.088843347	6.166952372	2.940796981	0.631911918
Ddrgk1	39.58328589	12.5557555	18.53641676	8.419319012	11.25924395	12.61388869	25.97725941	24.20938385	23.32490137	5.484889539	38.67789156	18.10095754	25.14150677	23.82314884	0	0	30.67976321	9.515985104
Ddt	25.68888757	82.28504048	9.856367649	14.64675099	32.15560334	8.687397888	29.48890634	36.47308651	30.12047432	28.09542351	21.5154016	7.878094183	18.93869661	6.037771482	9.881238473	0	32.79692314	34.40755205
Ddx1	22.62994349	21.69605563	42.78837222	93.64805892	55.37465382	55.44549615	70.85114175	20.39183824	28.23199744	40.35692418	38.78161695	103.8864303	55.43384878	26.50897141	70.68147131	36.10111134	11.06377514	48.79977537
Ddx10	50.76377412	17.44403768	14.25778598	32.35224171	35.84632579	37.43860945	35.35030318	36.05290962	32.67821056	26.59634011	19.52683382	17.696833	36.24246861	37.48330282	53.87649137	53.98567175	29.12834877	37.32933349
Ddx11	0.269269063	2.914674928	2.02494917	2.486522135	2.381014554	0.796780921	0.160274377	0.356821039	0.884017777	0.485049268	3.157320379	0.088929738	0.602159281	1.299503009	0.613479301	0.321366381	0.141554402	0
Ddx17	23.23116838	19.06136279	20.37345065	5.911605963	12.44980933	33.04614406	8.089651424	20.94197868	14.0085125	29.46411918	23.94704011	28.75847618	21.2317761	18.06174021	16.79159122	19.61557491	16.40807908	13.3352986
Ddx18	86.95271528	72.99184338	101.954898	76.91220298	99.0557492	64.10384162	76.30314613	67.8182095	76.66859374	125.7537135	76.07530893	159.4220753	78.03644042	83.8184431	84.49072311	34.88851936	60.07722418	107.1468612
Ddx19a	4.773643769	1.342124932	1.864863036	1.630130687	4.255984709	3.852397073	9.557332279	8.050991212	2.849455357	1.954324719	1.07641281	1.074927414	3.732578069	0	7.460298149	1.812755996	0.228136221	2.034388272
Ddx19b	5.959821917	13.05589309	7.647665174	5.570870999	14.532366	9.046316123	8.080203046	9.213912165	12.50066619	8.200925581	8.996564036	9.349479774	11.1349716	8.897438953	5.280466276	16.36627728	23.19342671	9.312977422
Ddx20	18.55571861	40.17088877	54.04490063	57.56837601	79.22204917	71.6642205	38.28842502	38.79605873	24.36757487	36.02519976	69.54977235	58.35480797	63.83948099	45.95122851	31.34383256	68.73406299	53.54256099	27.06261889
