Symbol	E4.5_WT_male_XK164	E4.5_WT_male_XK165	E4.5_WT_male_XK166	E4.5_WT_male_XK167	E4.5_WT_male_XK169	E4.5_WT_male_XK173	E4.5_WT_male_XK73	E4.5_WT_male_XK75	E4.5_WT_male_XK76	E4.5_WT_male_XK82	E4.5_WT_male_XK83	E4.5_WT_male_XK84	E4.5_Xist_female_XK162	E4.5_Xist_female_XK170	E4.5_Xist_female_XK171	E4.5_Xist_female_XK172	E4.5_Xist_female_XK74	E4.5_Xist_female_XK77	E4.5_Xist_female_XK78	E4.5_Xist_female_XK79	E4.5_Xist_female_XK80	E4.5_Xist_female_XK81
Eda	0	0.549784577	0.169250754	0	0.987851435	0	0.933438669	0	0.643780842	0	1.143856059	0.298453245	1.397147446	0	1.920559476	0.346794532	0.69691552	0	0.573668412	0.637340539	0	3.483147939
Eda2r	0	0	1.274649087	0.126932889	0	0.501794658	0.410074354	0.635755265	0.18854873	0	0.578652529	0.071517396	0.909316957	1.882857921	0.088813907	1.625091376	3.673991976	3.042662037	0	0.479989316	0.440476687	0.935123394
Edaradd	0.023219915	0	0.320266791	0.104140423	0	0.720458972	1.471925534	0	0	0	0.415404389	0.718774983	0.881256399	0.031434193	0.127515858	0.145828035	0	0	0.904609173	0.459434424	0.632420805	0
Edc3	8.501136173	14.66142586	11.09310853	10.66805988	14.85565592	13.10116484	9.278944571	12.64662178	15.75278939	8.315355476	14.78975828	18.42324069	7.122302612	8.078813408	8.038535592	9.98846769	16.56849254	8.826633288	10.96655914	6.265928752	9.200189911	11.54153194
Edc4	24.91663417	10.58873967	12.79945029	13.49178537	8.788116254	13.82787889	6.677483367	9.328517494	13.46186774	8.377666926	5.188120034	11.40671664	14.97779546	7.020465612	7.898528301	13.86727582	11.29577766	11.43356917	9.154668207	10.92228919	8.386357435	8.092760389
Edem1	19.7529616	13.37100164	11.45483703	14.35106541	9.911650716	7.972521751	5.293655302	10.10089006	14.32302476	9.487851827	12.18762259	9.279534719	12.82192791	0.565252046	11.99415293	14.17045593	10.39206402	7.049855211	7.757988802	13.98114322	11.72215388	9.792282242
Edem2	19.19238358	28.47921257	20.09342041	21.5192747	13.57233518	34.3554347	16.63750668	25.33321218	25.33991367	16.95984534	14.20979222	30.58768468	25.94020851	27.42531961	26.79992562	24.33858143	21.45574041	33.43347078	40.26094439	39.75960324	26.35970715	30.17935286
Edem3	3.846211615	1.888120619	3.517946555	2.938907711	0.700812583	3.977961196	1.806028558	1.439979898	1.90991241	1.683217323	3.648338801	1.070909109	2.082479031	2.391292946	1.095219107	2.683929211	2.353572086	2.680067394	3.107833853	3.593705594	0.775969985	2.021771175
Edf1	160.8704891	206.860967	152.0240052	190.307692	167.2906964	183.2518088	171.1499566	222.6968015	168.8627205	132.9263641	167.0961947	144.0615848	188.1764162	192.6515719	200.0109107	130.7050792	201.3541312	326.2925299	133.6720287	218.4152281	134.0491049	189.2296335
Eea1	0.528244185	4.773793479	4.778445685	3.634498774	4.671335883	3.352533912	3.348574237	2.899112158	2.659388881	2.837153446	7.212064033	3.893298969	7.087763625	1.56025279	8.768741241	6.0318763	5.74399039	6.023197233	4.115902472	7.42326509	3.793023676	4.669953897
Eed	128.8742837	71.44227062	81.40499988	99.2342844	64.33682186	58.09539834	89.1631039	87.45369179	73.74035566	80.94150874	149.3811905	63.95078594	86.91721585	94.4657324	104.0784743	99.66540948	59.10360296	80.19039189	54.08579202	35.24006998	54.97649405	59.05316616
Eef1a1	921.0878877	3417.998999	3566.056147	2401.186773	3763.398398	1908.976661	1780.051629	6246.137691	7462.633572	7033.691935	3132.318387	2319.446146	2431.867562	2361.026807	2539.546455	1858.662835	3627.457887	4689.43781	6070.541816	2052.584698	2329.659335	7545.082097
Eef1b2	122.0596593	189.7042633	261.0912588	201.6312203	405.0706616	252.1794624	403.5316213	572.315901	705.5643197	632.5692665	346.4361982	282.3662181	186.3500921	162.0770096	342.1040035	189.8089178	525.0014101	671.4634101	493.7259527	195.7212928	273.5897551	520.0927805
Eef1d	61.7256796	51.19989567	65.0657767	77.8049123	52.61127188	55.36450102	53.62337944	57.52613759	81.47897922	89.80233425	54.13711444	84.07034421	62.89057416	77.47803235	56.25411124	43.78767188	60.73613079	78.74584622	53.55286305	60.15056841	57.77893767	63.39875041
Eef1e1	257.870055	128.4625373	137.3741092	111.1664563	337.3228213	95.51871404	107.9056	170.849896	153.0647299	149.7820412	233.42707	147.0806526	63.63687127	171.1149808	150.1659391	90.13025211	145.2324624	130.6001914	155.2079488	92.26374038	89.27194863	157.5388776
Eef1g	621.9201208	686.2155739	640.943366	720.237978	644.4214122	458.8237211	434.4023758	748.7523336	1001.476036	873.6510963	644.4513832	649.0569258	474.3647715	497.8669449	466.7830834	383.9401037	559.8952488	531.5404206	547.9972084	443.643237	408.3232401	781.7369754
Eef2	246.9026331	303.2592108	333.8977	262.3760558	471.7743708	207.150547	258.5468538	711.6882328	944.2990546	806.804071	248.4226925	369.6285939	250.3979505	140.7485168	303.4787544	191.1595969	635.5077385	475.7840072	739.1525953	496.4229891	411.1176089	938.7718839
Eef2k	0.237977517	1.804809123	3.673125542	2.668299917	3.658629483	2.768954491	3.017109906	2.255247569	4.075022465	7.908593265	2.268756085	1.995126163	3.386950482	1.691363361	1.633614226	3.035845726	3.634888978	1.865524645	2.549581958	4.782249285	0.324079417	3.596438205
Eefsec	39.75119498	19.5353862	14.71486975	34.88479685	11.46479825	14.16432021	17.80815618	9.071437382	12.28206004	14.5225402	9.853190355	21.58503925	15.30182894	35.74894989	15.04187343	16.20956993	14.50447	28.62873533	6.566672457	24.49208642	17.02430065	15.68994831
Eepd1	0	7.555745696	10.8182086	8.010733226	27.38839355	6.552052809	4.462032398	10.4753345	13.54059212	16.634444	3.115029884	7.159284631	8.608047444	7.051490397	4.058825469	6.188935256	13.44675066	6.621460931	8.226765578	3.65594556	2.683991056	7.770082542
Efcab10	0	2.081443684	6.773862923	20.15863528	0	30.27048398	49.47501523	1.56537074	6.499484216	8.234049778	8.661108622	11.50465913	25.85976184	3.018800213	0	28.88464497	2.878331492	8.740328429	4.343732225	0	22.0163952	3.663038913
Efcab2	1.927472548	3.805831204	1.85025008	3.574226113	2.652434298	4.600377504	3.759499637	0.416322005	3.457172455	2.189906856	6.840656391	0.382468721	2.709356092	0	1.221348697	6.168948193	1.020684926	0	1.732871898	0.733411571	2.221022994	2.143267449
Efcab7	0	1.351679687	0.951116661	1.855634632	0	0	1.311381264	0	0.301481023	9.166547994	0	0.762354209	1.30856159	0	0.568037932	0.649612186	0	0	0.80594262	0.255827181	1.408605217	1.359291515
Efemp1	0	1.121357338	1.092529529	14.14360319	3.51307497	2.867327629	0	0	0	0	0	4.359048505	2.208286949	9.88319753	0.253747789	1.886220453	0.477130097	0	0	0	7.802538271	0.728649685
Efemp2	0	0.858087024	2.482278758	0.629909632	0.456832129	3.169315447	2.590013594	0	0	3.017363518	1.154130554	0.978685666	2.440864402	8.435063707	0.560945167	4.330130743	2.109526337	6.405778164	0	0	3.338440248	0.805391292
Efhc2	0	0.481344039	1.741887331	1.1151109	0	0	0	0.41371388	0	0	0	0	2.795936021	0	0.404565778	5.551971341	4.817880629	2.309992831	0	0	2.608401533	2.517084296
Efhd2	767.1439129	308.6105235	238.2793189	165.5537004	264.53228	190.0191628	188.347616	359.0129471	466.8603943	441.1839145	147.4713218	114.5603854	122.9624715	211.2787712	231.9521224	115.1371439	342.1720826	255.2168559	519.660699	569.5207294	300.023564	418.9110377
Efna1	254.6111233	167.172284	57.27300321	85.56699137	274.943109	231.0975264	104.5974308	172.4577143	195.0439006	189.5536429	141.8782811	26.43386612	58.14580764	102.8462672	143.1588776	98.41041081	113.9850824	93.41824843	214.276681	137.1676168	76.14978139	115.0444073
Efna2	10.683373	2.55479875	1.043824553	2.326427903	4.343656777	2.739502136	3.358145265	1.239588515	5.661505198	7.824472455	1.995221473	3.839353169	4.840224609	0	0.969742842	2.079383917	3.646877066	2.768522614	8.255333417	0.436742977	6.252329905	3.248776886
Efna3	5.836520013	1.577012179	1.815828671	3.272070842	1.71731588	0	0	3.018929285	0.895337111	13.61138841	1.012337371	1.698027313	1.727182609	0	1.265217549	2.89382343	1.321682828	0	1.196742552	4.938404364	2.091635012	4.036818394
Efna4	5.069230505	24.31855902	29.88772581	19.23248011	22.67158245	23.77582321	14.94613108	14.89603266	31.26807785	38.30690451	9.102156191	15.9872747	15.74254982	32.55707937	11.97702285	12.58643962	11.36183484	7.393134949	27.55657192	11.95447075	13.1644572	13.01342772
Efna5	0.035776949	0.033394526	0.446466505	0.140400954	0.560029803	1.665110968	1.814339243	0	0	0	2.088583472	0.26368555	1.558988391	1.065534873	0.982374024	0.954932385	0.123145957	0	0	0.353945345	0.097442589	0.094031233
Efnb1	29.33722985	53.36574362	22.56858541	14.86061543	50.36511121	26.87789619	9.518180711	20.43197997	41.40728031	25.5892431	11.96285721	20.94129449	37.50379825	21.34320938	45.82756728	21.94275516	54.36627507	23.54093983	76.94525661	77.12977492	39.63706128	41.13329608
Efnb2	6.360278356	32.28611202	34.93581769	12.35783814	33.31648473	25.68180181	27.61521787	35.10667362	32.25100049	37.31917676	65.58863278	11.71923227	19.3503238	17.86930174	34.68924397	13.61121028	28.93992707	25.95385786	27.8334775	38.57262603	30.61177336	37.44034564
Efr3a	41.16931103	28.68601939	25.99628464	20.16493401	41.75121227	31.37439798	19.68758318	24.33685796	21.57788216	28.80336991	32.16745717	15.78361473	19.79754058	24.34668166	28.16181607	22.45351481	26.35247834	12.45622622	21.66655301	20.54326634	22.52421926	24.20347688
Efr3b	0.431077533	1.582661805	1.453405626	0.982794424	0.128529828	1.337531477	2.186102813	0.806953757	0.921389001	1.69787188	0.514131932	1.525034459	0.686737777	0.661385605	1.104754389	1.082918497	1.483789336	3.604534406	1.343524936	1.350487735	1.408906431	1.132985153
Efs	17.70336805	1.672120293	2.422404377	1.240608151	1.76733012	0	0	3.994522787	3.2249436	1.556422179	1.438704049	0.660159037	0	1.14124343	1.736086807	0.082725047	2.811028025	1.652120327	3.694787632	3.257838435	0.430510147	0.969356419
Eftud1	12.77791878	8.933196316	11.72233819	7.830611052	12.03112692	8.025679203	4.591096409	5.519900948	2.261729368	3.056356118	8.962678955	10.75214985	9.017013964	7.983801087	9.659299954	9.828085828	7.389722382	1.62213959	5.643149509	6.269489265	7.749458837	5.574627545
Eftud2	47.58814016	37.88541314	38.11502893	49.65498098	36.98695482	21.89423587	17.89230813	21.08178191	28.79356334	28.34855122	33.80532536	48.42918583	38.08818534	26.44167379	23.71571147	35.3642501	18.65345341	28.32149626	21.55249675	28.34262746	37.05388218	25.07417726
Egfl6	0.836226552	0	1.144233602	0.156268491	0	1.081088713	4.417412074	0.587014028	0.203108882	0	0.131228919	0.873121452	0.979536433	0.377350027	0.382689259	0.656469204	0	0	0.542966528	0.172351719	0.948982552	0.732607783
Egfl7	0	18.79347791	19.22819123	22.44557562	10.86788463	12.56616032	20.53852108	8.122887837	12.47882982	10.25458229	16.45203877	21.32106866	16.10271148	2.819681934	2.224116539	25.43515366	0	39.91201635	13.52407404	4.579086268	11.97608977	15.81459604
Egflam	0	0.551345157	0.879369147	0.927210487	0	0.610912417	0	0.331715754	0.459099189	0	0	0.377299916	0.774936735	0	0	0.741928359	0	1.234768039	0.306824953	0.292182697	0	1.034973322
Egfr	1.110552503	0.518299846	0.422289381	0.540677326	0.196058896	0	1.111557558	0.902677675	0.851807985	0	0.825531407	0.495411821	0.616204187	0.158254904	0.641976389	0.458855455	0.251485161	0.916390446	0.910847857	0.722817089	0.557184537	0.691300447
Egln1	33.42295964	33.39007186	24.37178608	17.0613796	22.68474864	17.39436154	66.33639243	52.02170285	39.3710775	25.23488581	53.64037902	27.23075583	31.44578794	40.3316934	26.53522143	18.60989599	39.2360525	31.80894214	39.10468355	36.44622622	38.09933355	45.325429
Egln2	18.75258878	29.75651944	26.09960461	25.38157768	22.36504402	20.78030038	20.37837938	18.30413935	20.82179329	21.10292777	13.03258244	32.18354093	31.129454	16.92433674	18.63498715	22.43273976	24.43576391	39.20080857	16.00295273	32.68711296	22.86205711	21.12288694
Egln3	0	1.312569588	0.877416798	0.0394175	0.314456196	1.090784576	0	4.73822982	3.278887777	2.07697444	3.972175785	0.673669282	0.197664303	0	0.386121449	0.110392803	0.847042619	0	1.095672366	9.216566153	0	2.587123896
Ehbp1	0.1863619	0.869759364	0.856815177	1.943295264	0.416741671	0.578236832	2.835264485	1.0465781	0.434543566	0	2.877781553	0.796651087	1.624152129	0.807325731	1.63749762	1.814133398	0.833906459	0	0.580827903	2.212438868	3.45152925	1.175539429
Ehbp1l1	0.84700066	0.490716019	1.438728993	1.670146782	1.175622948	12.23399056	5.55433682	4.264553942	2.383581413	18.98100578	1.402531984	1.85125921	1.190588369	0.672165718	2.405916636	2.613852077	1.658771447	7.326571486	10.69581689	1.228026065	1.511418967	2.226140538
Ehd1	24.89363925	112.8681971	66.02177539	45.81240144	177.9758824	53.20505736	42.73034055	117.3843576	160.6232527	69.86780139	48.10352312	71.4279654	73.14200394	80.60787143	70.78909414	57.37400554	131.3770176	100.120984	169.5447965	244.5206164	76.01403923	177.4766528
Ehd4	140.5993845	95.87384949	79.06461625	31.11182458	93.16704839	46.53756552	11.97279092	60.98914566	59.58340269	75.48486732	75.37235803	58.26117039	18.35004036	26.24571377	54.6069438	9.594102626	47.22860131	22.6443407	49.34310521	56.19368278	21.48449427	27.59446054
Ehhadh	0	3.38407476	0.739000041	0.280348787	1.677378301	2.909242053	1.584985063	1.053114867	2.004097604	0	1.118279654	5.390249494	3.42675038	0	3.089484712	4.122015932	4.841047567	3.920080857	1.948185549	6.338649608	2.042992338	2.46433681
Ehmt1	21.94601252	12.12495193	13.53904732	14.64786569	10.17925138	13.20527323	10.79155349	13.71700757	16.1799955	12.02553493	14.1476338	16.7748666	13.7855688	7.815688003	18.79949691	11.62120935	13.43910185	17.40673197	10.95758572	18.39796972	10.8860469	14.10385262
Ehmt2	9.634515661	18.76412257	19.19675812	26.38329168	7.25060742	14.37193267	22.3154347	23.02100803	21.60094459	16.41944934	4.53582968	19.2202033	22.26745304	13.16823394	16.91576966	17.0905018	24.39354052	24.69110505	19.84995801	26.12006853	22.7082974	20.0871964
Ei24	15.11120874	15.40811173	42.66677789	80.29649369	4.40760252	36.9486016	21.86532209	17.52586621	18.91013727	16.98205378	30.15802078	24.09059265	29.09107766	19.34515959	15.10879242	29.39927557	21.62517713	43.77794357	23.67627942	8.937313072	38.24925746	24.60679566
Eid2	6.865757595	1.090818701	3.837802143	3.27581463	0	0	18.5202059	0.820361219	5.535032414	8.630409317	2.338279255	0.753653427	7.186816223	0	0	1.146782383	7.542211789	18.32211705	12.52026854	7.587222424	3.182922845	10.36628636
Eid2b	0	0.869414905	0.662749165	1.305460781	0	0	2.952230841	0.435901506	0	0	0	0.114416032	2.182135619	1.050789059	0.213131394	1.949908527	0.267171859	0	0.60478945	1.535807399	1.691256033	0.20400588
Eif1	465.1725982	550.0689748	474.7161596	313.2208976	901.9382707	378.4256859	502.2936768	1028.704517	1332.719641	1487.024514	329.4485203	227.7614092	398.1318149	392.6886353	520.0434172	412.746203	690.6747748	696.6640806	1570.11931	1055.586678	467.1721207	1274.456235
Eif1a	161.6177002	118.7078999	132.2048855	88.92078773	256.917375	99.35952538	69.59840627	147.1714919	176.1946621	137.0673274	304.2286536	168.1984818	84.88181639	173.3169066	124.1779456	111.4333102	178.2710956	61.47678037	123.7375266	94.55697831	103.9496831	121.781094
Eif1ad	57.53502853	30.94187432	27.22803264	33.0670202	51.4638323	16.55129744	15.45825853	26.96127612	25.76496629	13.50664301	23.31984123	40.3267159	20.03110349	38.99589279	25.528117	14.59706735	22.6891562	14.33711225	15.43793045	24.12505232	16.39675807	18.02589015
Eif1ax	19.70911932	61.63832453	69.9292311	43.96949806	77.69648897	40.97863266	69.55277326	39.93723946	51.52297659	36.0128527	74.99605149	48.96956738	79.39957309	61.61482077	41.28580661	58.69940614	104.9067903	152.9085535	87.07400586	12.56343526	46.48579757	83.84245114
Eif1b	4.719162927	61.28569189	62.1255208	44.28601306	56.43545697	31.83140159	44.22229317	51.27570733	80.13608879	139.4041688	36.32050111	30.39598511	55.66373341	73.6079455	45.07136305	40.59084391	51.55571946	83.63836637	63.94807529	25.37348102	64.26588492	76.03701822
Eif2a	28.97148536	31.93123833	32.19780782	35.09923523	29.28176707	27.93243566	17.63890511	20.68209493	50.09253412	16.92296007	46.69785917	34.32122627	24.15820608	43.20895803	20.67420875	28.65449527	17.60614902	7.698636393	13.39112751	25.30174217	14.71149985	18.06823022
Eif2ak1	10.31866486	27.7333548	16.82303779	21.78550514	21.11076172	14.75932083	11.13373405	8.425055473	17.27728994	17.29438693	12.4032	15.74962712	17.89911382	34.87295462	15.27184672	12.6391387	12.09100743	4.589437331	13.68503735	13.57496038	14.15168846	13.27157039
Eif2ak2	14.78764013	2.841776874	7.741430666	7.851353771	4.765690508	4.723203117	40.80438892	12.70099699	6.465116278	2.569571706	5.282828516	5.481495938	4.279528107	5.652399845	8.12086776	9.218794299	4.042039716	10.9102574	5.08325113	4.302816847	5.922914679	5.715560023
Eif2ak3	20.84056608	34.14000504	20.17475224	18.65159669	13.8500609	66.87072313	22.28356446	39.3649309	11.34355877	9.889650534	27.66139815	3.855433457	50.70669695	68.49331028	40.79266618	64.71974525	34.85879664	6.561078391	18.25990637	24.73722519	57.21756899	21.99778706
Eif2ak4	1.505781424	3.312987666	5.01561543	6.471981024	2.324986533	5.005803303	8.636175281	5.134135646	3.552857345	7.413468979	2.801867439	2.668806267	9.827094743	3.640119112	2.854856035	7.430310731	3.085101875	5.620923866	3.631502503	1.596092522	7.811746616	1.696109862
Eif2b1	87.76495386	68.96191849	65.10441218	50.1825052	64.04489433	70.78955507	41.84916701	36.25674877	56.027868	54.4900353	89.21941333	76.99242523	49.12845269	61.64065258	39.72030152	54.72270377	48.28779805	45.66348057	44.63084	55.46737219	48.65371845	34.70247391
Eif2b2	11.8416697	24.45084334	24.58974741	22.06187224	31.02741087	9.2782566	6.065867819	21.49523712	15.33969177	21.20019174	11.0372447	20.98155809	13.78699087	28.17530873	13.79432992	14.64848637	18.73294256	30.00494184	14.91173173	26.62521791	8.470257488	25.14991752
Eif2b3	39.57626158	15.15185688	14.34872351	17.83372381	11.61173679	5.805946348	2.965443212	12.47879149	12.95311491	8.29137285	22.55231936	16.68755833	11.7047541	15.89570569	13.61582121	9.695243837	5.877249472	22.00294016	13.12191609	12.61141496	6.1157702	11.43447378
Eif2b4	43.88099824	64.28042481	43.05498888	62.0536895	59.87718933	29.17550217	24.97803686	51.04591283	42.28454302	44.97178544	57.84440811	66.59699221	23.41376472	23.64050322	45.73692185	25.44950817	44.54152909	25.27248701	37.67944779	38.53918977	21.95171443	27.30280313
Eif2b5	139.4201663	78.53510554	71.89332532	122.9789001	58.93027223	30.83386823	43.86303538	57.46123229	81.74417318	97.85182395	50.94362066	96.62568178	78.84578474	61.18650961	47.29715836	77.32005237	50.1681017	66.93737441	64.81184966	45.51541882	46.91448954	72.93832765
Eif2d	35.24749689	33.59054722	43.76468678	51.08239532	36.37859971	49.71119717	37.4997776	18.91774465	40.47099683	16.98946952	16.63283563	51.47222532	42.15428624	61.50887825	22.33468096	35.73313811	28.56335509	18.03408377	24.32679729	37.59374837	38.93729283	24.40159765
Eif2s1	293.0905085	109.6521966	98.28937599	113.8474455	168.9910744	84.27141399	48.43456893	112.1323433	117.6124146	72.29610648	227.687586	129.3452912	79.62773487	87.51659367	94.40963433	103.000268	115.4711349	61.76739078	90.69539247	98.62105357	83.40328253	95.70154012
Eif2s2	808.2330941	821.7814857	653.0955744	578.0690468	892.2149619	338.0069248	1209.312698	808.9721372	556.6864484	1632.229167	948.467061	452.7678678	515.4786118	419.1130494	570.9044551	422.7212359	576.4966964	723.0856667	728.6295355	294.2461525	389.8947494	960.2905037
Eif2s3x	56.33513972	62.81649938	67.55922667	62.63591364	101.5787316	61.03163213	29.92559615	88.6657932	64.36405517	38.73699192	42.37592872	83.73684176	96.21958803	127.7461865	127.3212604	108.4629143	115.821347	67.43478931	108.3057014	112.218411	123.862462	97.74401158
Eif2s3y	63.85021764	49.78099889	33.77265886	30.3161754	35.16085477	32.96374394	16.16308878	32.51613558	32.51347712	9.414991983	46.21540174	58.56963775	0	0	0	0	0	0	0	0	0	0
Eif3a	74.51883634	68.02970068	78.76377096	60.05664375	69.17538144	55.26585656	59.45071968	67.97840189	77.02519783	88.05151763	125.1339742	110.0858183	63.768276	52.80239385	45.01552454	65.8054572	58.49391302	54.71148398	54.0973413	71.56458946	63.26428117	69.17029044
Eif3b	233.2539217	76.14620658	54.24732035	97.72839617	41.70541565	29.5240006	41.01669876	52.90251167	72.66312691	89.94713851	44.49881484	81.39863568	48.77536609	23.95969109	30.13387604	32.07093313	46.18091701	93.48850958	62.77249578	83.78176292	49.41364306	64.85653692
Eif3c	152.3748694	121.7530805	138.4991151	114.1554337	191.1005514	125.5893481	136.5688466	163.6999216	146.5174758	179.3520038	260.2061819	136.9400306	91.9513486	126.2066935	89.45129042	84.35925388	110.89616	94.16627263	122.0826892	72.66042293	107.0420708	115.3056524
Eif3d	93.77996196	97.46550758	119.242321	104.8185218	123.5793095	65.71434536	34.9692516	102.6198868	140.687461	98.93792796	83.66358852	183.3232367	88.20443516	86.54848845	65.99887003	58.77289732	106.2985904	55.59947142	105.9211143	89.90262717	71.63576143	100.9732978
Eif3e	276.4268692	218.7010091	204.171074	176.0530346	333.3721342	147.7464523	176.4671559	280.0982573	285.4068608	205.5840787	413.984233	262.9463061	127.6893438	187.1078231	188.4142378	131.8902437	233.0355826	156.9685849	195.9753296	188.7368762	162.9466471	243.5647516
Eif3f	113.2401682	156.0435333	186.4728724	118.3601604	256.5774764	141.3952126	120.298999	314.814026	286.7514644	342.994343	110.1513076	122.0168399	93.18920932	86.87564151	175.8669184	84.68322047	223.2521382	148.7653777	261.6832046	154.7048246	84.67166153	291.3902487
Eif3g	212.9911308	180.226128	168.0094911	223.2093467	122.5195538	128.4552039	107.209102	137.0249037	118.6133048	192.5518663	125.0729552	239.3004878	152.2959033	114.7154681	98.68223014	124.7475889	140.3792992	88.38534366	89.22343229	101.0871881	121.3951276	110.1998504
Eif3h	144.3307961	158.4600704	136.2569773	127.3849069	179.5350266	116.4723427	91.29797918	237.052326	217.0354028	162.93763	108.3440057	154.8205441	112.6387131	123.8295008	116.5363585	91.89499687	175.3543768	139.3256751	174.2975614	97.76889872	78.45334582	218.2610401
Eif3i	116.5552022	159.1523173	198.4590125	162.8348671	239.3944531	157.9227877	202.1892127	286.3082846	352.5743086	265.6204967	197.7663585	148.9257228	137.8417094	118.9724408	205.9068355	136.9173371	214.9015757	223.4340045	218.1168515	156.0956419	157.5704663	274.6783733
Eif3k	340.5216207	484.8343393	474.0058008	425.0634345	521.9818273	505.9998661	435.1122319	572.053903	473.9032071	668.6836673	354.7764475	458.5332747	366.4327948	276.7884413	399.6701661	314.5192363	409.6874804	557.153536	369.8213157	325.0825442	365.2784845	487.473238
Eif3l	117.6813277	120.6066318	132.0637793	142.3132933	172.9200105	74.01431445	85.68799332	132.5665593	166.8647295	143.86751	150.5805047	189.364879	131.8881385	91.36236184	84.05821114	113.7637202	106.7400268	143.3635487	130.8798874	125.3715359	100.9741498	113.1130162
Eif3m	145.7442859	181.3377363	180.2880159	177.9191148	280.3808119	173.3788327	79.57811498	229.1217486	260.5875384	244.2075789	427.5457385	207.5005956	166.1306543	146.9408373	192.9482498	158.8826401	217.1044176	124.8110366	172.9628932	151.0777113	121.3369554	158.532986
Eif4a1	1560.952523	882.4995994	714.9731489	1102.839935	791.1299737	611.7351986	370.4986892	423.2121346	550.1441743	606.0567224	835.2860269	1056.711902	815.0889391	1028.735456	545.7596654	752.9841444	442.4860533	724.9126118	404.7122318	649.2617611	544.3424491	553.4306238
Eif4a2	74.80987061	148.0114505	146.5873558	186.270416	224.2898944	149.9014312	131.5203028	172.6087562	154.8081307	99.81255993	167.1680292	201.6732881	169.0672477	221.3275605	159.3513732	204.8518976	193.7364663	154.2775363	121.9365284	101.0163527	241.2101965	146.4523119
Eif4a3	58.25864065	100.3553205	126.9559639	133.0952513	145.8075133	99.75869878	35.87071458	118.4460294	130.070206	91.17676446	84.52290494	142.5584653	116.7810969	128.4872972	87.92959279	88.84545617	146.302068	125.011191	134.2756595	134.5474358	88.61927289	124.3880883
Eif4b	35.49189366	62.56583971	81.50838509	71.73490055	100.6550296	46.95751184	41.4691149	83.61979792	83.09862085	83.64375942	57.73527614	81.92959756	54.21253794	47.98141686	51.47537925	55.3416825	76.54203392	35.20851034	54.77565805	54.21431999	46.93696265	89.94594901
Eif4e	70.96464568	48.87185714	59.00148061	68.36882016	89.63769181	36.46142364	15.7261096	35.74634346	39.76902914	36.64180722	118.7002451	69.96163194	43.77324679	64.87094751	43.02266473	57.60619767	46.51571451	36.8476719	32.55538378	38.59075796	39.11836473	35.68984478
Eif4e2	27.37505041	28.93768474	24.07348617	30.99367342	31.67520838	19.54647004	15.00557592	21.22684654	20.69831177	29.32377711	16.35701364	28.75872963	18.837392	16.12620041	19.39461086	17.50406928	18.46413439	17.95775677	23.20388612	22.75756163	15.28616781	18.86524505
Eif4e3	0	0.489197245	1.819481684	2.72832472	0	1.161535824	0.949225038	1.051159222	1.964005502	0	0.070497031	1.26918476	1.578640093	7.90588098	1.233499003	1.293084982	0.128854872	0	2.333481299	0.925884684	3.670557264	1.574246727
Eif4ebp1	267.5541375	191.3758571	194.6246879	113.4380212	247.8991863	104.1415733	128.8749577	183.105293	376.2172773	356.9347266	395.4926581	104.3222285	161.7583101	48.55352407	73.7291232	112.9247484	157.11993	306.71336	168.8675716	69.73129192	41.26768161	225.3273019
Eif4ebp2	7.69038136	39.33299235	36.74104625	31.36088114	40.99058004	39.22427135	52.08885682	62.71124103	37.76733462	43.56762061	13.78785362	34.62923563	50.94028215	77.15498096	56.11775857	43.83200032	62.00660926	59.45968108	49.25004342	124.0237568	74.02701519	56.76069536
Eif4ebp3	0	5.950695588	4.724064358	2.932579839	2.558815581	2.536003064	29.01445289	5.049034643	3.335150187	0	7.388039896	10.96366028	3.446674678	0.663886884	5.835096861	2.053248596	10.12792575	5.125735612	10.18946743	5.66020416	4.452220487	5.155623839
Eif4enif1	6.805460765	5.023697189	7.39126216	8.7526979	5.570112026	4.830396379	9.022799129	5.495450472	8.167569926	2.627888227	12.27129993	8.130192241	8.315639083	1.384954885	8.549440882	7.053552085	5.971006818	4.18419978	10.39723139	7.260774556	10.05517683	6.897424336
Eif4g1	22.33359357	44.80512139	46.42415747	43.05316632	23.61190451	40.95244674	36.1091022	35.40289512	35.43250752	34.88488876	59.61988738	41.52231087	46.18667081	29.48199465	41.96371046	40.30068927	34.37180512	38.11893283	28.68691533	36.42389666	39.5429835	37.33703038
Eif4g2	130.5903539	104.1057126	97.28521804	75.49520071	106.5953015	74.10194416	86.37862217	107.3645631	121.4099045	108.86772	106.7291897	62.67055575	62.0970558	47.13471403	64.44566018	58.28279099	87.62961532	60.82187309	82.17966331	83.65499363	70.66006682	100.7500915
Eif4g3	10.08429727	6.497312843	4.982164964	7.504593517	3.991232163	6.460893813	6.78849729	6.431631955	5.809074578	0.878732585	7.53451095	2.477464356	3.177879464	1.127575574	4.737481256	3.129256363	5.938691852	4.663811612	5.562724272	5.95941834	8.183005278	4.769189794
Eif4h	199.8664768	119.0495712	128.0914657	110.2539394	172.3838686	86.02935092	78.22615154	151.3224206	159.3506793	143.0448249	82.95367253	167.8572953	86.95063134	91.24774773	113.234082	77.01045954	139.2567602	78.36907184	145.4447076	124.4023119	92.32193892	133.2242235
