Symbol	X4cell_WT_male_XK10	X4cell_WT_male_XK102	X4cell_WT_male_XK103	X4cell_WT_male_XK105	X4cell_WT_male_XK107	X4cell_WT_male_XK4	X4cell_WT_male_XK5	X4cell_WT_male_XK8	X4cell_WT_male_XK9	X4cell_Xist_female_XK100	X4cell_Xist_female_XK101	X4cell_Xist_female_XK104	X4cell_Xist_female_XK106	X4cell_Xist_female_XK108	X4cell_Xist_female_XK11	X4cell_Xist_female_XK3	X4cell_Xist_female_XK97	X4cell_Xist_female_XK98	X4cell_Xist_female_XK99
Cggbp1	49.58310421	29.20443676	35.21503933	14.16033687	27.92245694	45.20682996	55.05246561	24.58369404	29.21483966	20.71757676	8.293736143	25.89947262	60.07286384	12.29797363	25.59301984	23.01434661	18.26584603	12.89900568	37.80242927
Cgn	6.732416743	11.17479505	8.563130442	6.475866642	16.19675946	14.36793196	1.486263522	16.97726406	21.14817845	12.1677894	16.59405723	10.11714214	7.568035467	7.962781251	1.567541622	12.27105089	10.89575986	8.295509805	0
Cgnl1	5.56775918	1.506433067	2.353282719	3.019082779	0.525287908	0.699914946	0	0	2.138986525	0.544577936	2.062996257	1.104389712	0.364207234	1.284251717	0.584636859	1.229551066	1.523898009	0.294659802	0
Chadl	0.14480479	5.328331466	0	2.002247161	8.360866919	1.044408629	0	4.665895103	0	1.926200251	0.781813305	4.882854225	3.381576904	7.665408961	3.101836093	0.090603866	21.56042347	1.563340381	5.446050964
Chaf1a	48.9260716	29.11672206	22.65090512	102.0160666	15.01484988	49.30147563	25.7612592	35.12098796	11.09998003	44.47496228	46.33260094	25.1791729	51.30896019	45.2308563	28.64791303	9.90211509	82.96982794	36.09671653	18.16338118
Chaf1b	26.20989406	13.11917096	36.79457964	33.57620911	7.418284431	35.67659114	35.60025301	24.2182639	63.66640528	12.17694864	42.66093238	11.0475534	6.429314315	73.6799982	8.25642937	36.65757568	0	13.52416098	4.83207728
Chchd1	47.09100442	41.03979402	26.71272518	6.854079021	47.70143905	21.84852144	40.74990815	37.53481276	49.23483633	24.72658407	60.21670611	31.3405383	18.60395035	20.04457921	26.54546115	62.80629504	17.29816329	16.72380088	90.62513565
Chchd10	88.6681887	67.97276011	67.06359275	3.226405868	11.22719788	57.34503565	0	55.3869311	17.56735443	16.81259914	107.0836818	52.45462809	44.11133562	56.04139882	54.14798049	63.99595692	112.1886856	100.7661926	164.1385632
Chchd2	595.5486844	583.6332246	513.9997999	113.1582085	569.2065948	385.061092	273.8864019	474.3915022	306.9265455	568.5529298	479.0316172	454.9199674	559.5495835	302.6310945	360.1504393	521.4324149	165.8849505	516.1222241	763.5416649
Chchd3	6.693783431	16.57847825	6.342406816	9.967611425	0	22.48898327	0	7.466083827	4.063418826	5.993146104	15.29012808	9.549526218	30.06108519	25.74287947	8.272284943	15.3033219	0	2.779514392	6.455142344
Chchd4	58.63233176	39.77160762	49.24152955	30.29970876	39.89487824	82.82137129	162.0995342	36.25831482	47.70445824	19.69520418	91.13117304	89.86804958	18.76998292	85.34497363	123.6922542	47.98831919	85.42560156	57.54599435	86.6216156
Chchd5	1.415794912	7.293511781	15.69526479	17.22732227	24.52392532	4.084584287	18.34841294	14.41582405	23.27033158	0	19.87439076	5.728915603	9.446450295	34.97514555	3.032747578	0	26.35024873	15.28519435	26.03210502
Chchd6	0	4.216763916	2.016502345	0	9.452383293	2.886294462	76.63226511	9.917057546	0	4.355333783	8.838795179	8.832502208	9.830684241	17.33226573	10.52034817	0	0	10.60461264	0
Chchd7	0	10.73562957	6.534047886	1.46697015	0	2.125551056	18.98242124	10.2555703	17.03349689	3.528133698	8.592071975	3.57748111	8.848401643	3.120084926	17.04447775	28.21234898	0	8.590499157	0
Chd1	25.7950037	43.60355736	21.79391319	15.19401642	26.43595317	38.58259043	14.00488603	29.7659358	28.43242931	44.12952022	25.13888197	27.16206373	40.85261668	13.00856323	37.40184402	33.47415768	13.43203763	31.66919303	19.06813286
Chd2	0	0.448658315	1.752185148	0.786772107	0.391113938	1.302840246	0	3.116844677	0	0	1.974916775	1.096394828	0	0.956216084	5.223641071	1.271510537	0	0.658185086	4.585705795
Chd4	6.311911201	12.56300309	9.541743858	10.31445549	7.730602865	4.6904378	0	21.52153376	7.713658889	10.68598938	13.01180705	11.02894274	7.465709776	17.71892588	17.82264327	4.990531423	2.669885125	11.15093587	10.55059945
Chd6	0	0.964494164	0.645724232	0.096648427	1.34526288	2.072558362	0	0.833323823	0.095103242	1.278442607	1.698215003	1.178476335	0.932735105	1.541704681	0.374313901	2.077387142	2.601802927	0.565968046	4.381346022
Chd7	33.38085469	26.07451702	6.973087744	29.69127078	18.40960838	28.53456065	5.588386218	20.83261141	16.55251829	20.5138389	17.28483822	11.980186	13.93649027	15.84492986	29.27084764	37.52203224	23.25228769	23.18273361	0
Chd8	7.1123728	12.25737438	9.980578638	9.958918236	7.797350614	13.34763013	8.358955518	7.571465913	4.801852085	12.87402632	8.506396044	12.59871782	16.81952586	5.560151343	15.91026037	1.520950165	1.25670417	7.775852717	0
Chd9	0	3.239238757	0.394300884	0.531150953	0	1.795746442	9.195000765	2.001039831	2.630717349	4.045237951	1.209818244	2.374736745	2.669809474	0.376566645	2.742823545	3.044453515	0.595780565	2.419193563	0
Chek1	10.52731249	26.35712412	20.72064494	40.21752431	31.33171501	30.35402039	103.8091015	16.22616186	31.83683061	39.33967741	32.22764707	19.03005112	23.53409151	17.87366873	16.27345388	15.82215011	13.12935855	32.22174765	4.988784329
Chek2	185.8951951	89.65469022	99.02848275	311.2627319	121.5755135	153.576976	94.09928167	252.9190075	105.1017625	194.2436225	160.3381834	91.84112053	164.7566873	303.0245365	82.59277048	219.6928016	225.9718527	162.080201	33.59623409
Cherp	20.9561492	28.38135756	26.88846679	39.44026458	29.87616446	24.56913278	9.946194687	31.69915815	16.63273107	39.68454068	32.47652469	27.48070358	46.60779139	59.06197604	41.56460364	17.66503566	13.54264099	44.51611734	30.00168964
Chfr	29.34478673	28.92294391	24.38401003	12.55913642	17.9294733	10.82513747	8.784526947	24.68927593	40.18046476	11.61743329	23.26227952	16.88455827	17.87008216	15.06825601	8.730404745	7.431806396	20.58914887	12.57190338	2.91969799
Chic1	7.02376602	10.90626873	3.067938982	2.755152694	4.314302224	4.431175144	18.54833848	7.255066556	3.036436665	12.25860803	5.110044158	8.734641759	4.819336174	15.52875669	12.80466103	6.17134623	12.51610112	10.48711794	1.665317991
Chic2	0	16.42511936	0	3.657557863	9.545635505	12.71899251	0	0	2.519357372	6.597451803	28.56318098	12.26450363	19.85533714	31.11690079	7.082757572	11.37870789	0	7.139488089	0
Chid1	0	2.248674482	20.96914136	7.484222564	4.200561839	4.827411834	0	5.513512458	4.988900314	1.161284831	14.61174447	7.065165157	5.824900916	8.472548874	4.675156697	4.151429213	1.624817611	8.482685646	0
Chit1	24.13289039	8.325089719	0	12.51340113	16.58816846	1.726777304	0	0	0	1.433110999	5.816764098	0.726577841	5.750685346	1.901045316	0	0	0	11.63139862	0
Chka	78.25962851	109.9495881	67.76591353	303.1437309	129.7085857	152.6582583	120.3836356	207.1410945	43.71531821	164.8880951	159.284289	146.324049	130.3113237	260.4901346	83.96654681	66.86676821	70.39512449	131.4133251	66.38405292
Chm	0	0.139366467	0	2.932734654	0.728948948	0.242820297	0	2.196719137	0	0.755717974	3.27182523	1.27714679	0.252707588	8.688093479	0	2.938566136	5.639288901	0.408903288	0
Chml	1.265881769	0.665431585	0.742505442	0.50010346	0	0.33815585	0.233199278	2.835820576	0.032807197	0.200462142	1.952743631	3.862053471	7.239601344	0	0.645624157	0.678906794	0.560955262	0	0
Chmp1a	67.07776742	29.99376932	60.6604031	162.488398	78.44041336	27.49019924	0	17.61933117	32.62507287	49.13141503	31.17313999	46.3828418	32.29197891	118.3613055	18.18810385	58.01468593	41.08745372	47.66783963	14.90242903
Chmp2a	199.6481592	209.2694999	257.1856227	53.89176749	214.3219996	217.6844019	443.8750783	234.2555168	218.1812404	149.4509061	88.03706974	172.9984191	257.3958994	76.02472306	276.8731688	252.5756238	296.0778757	201.8041388	385.5723139
Chmp2b	0	2.214243511	0	7.211139993	7.720989182	4.018656104	41.90278912	1.421904878	11.79002855	0	1.082968811	2.029120815	0	0	0	1.506055114	0	1.082770568	0
Chmp3	0	6.542212535	12.26394404	14.16033687	21.89996623	16.86992142	0	8.341223556	11.06974582	7.568064568	5.375569722	7.673917814	13.7607666	20.49662272	6.093576151	20.02408348	31.76668875	2.303393871	17.83133456
Chmp4b	0	18.16111682	0	4.443841707	2.209087503	2.391575814	0.222018491	8.432428757	0	11.4510566	17.35177674	13.15938335	10.72166227	4.72578243	24.58678298	2.585425872	2.136240589	16.10941467	0.959294711
Chmp5	79.80749239	64.2700856	81.09220144	50.53134788	121.5352353	57.28143202	0	64.93824125	77.8026034	53.6163175	56.58117369	51.64792791	61.85497096	67.17165343	46.04824893	46.40449993	22.50526346	49.31814749	98.81574558
Chmp6	0	3.910742704	0	5.878217994	9.091081433	14.38457486	0	21.15608305	0	0.785410929	11.47627807	5.574774376	6.303281632	12.50232621	0	3.842161104	0	2.549817174	58.22998787
Chmp7	35.01439754	10.27722115	26.01183697	27.50433502	15.73301343	12.55614694	9.223695027	26.16446373	9.936046483	12.23307998	17.6540725	18.83598009	13.63556351	45.67707478	24.80666478	18.41327694	29.16055242	6.619065315	6.262712626
Chn1	0	2.886953488	3.221335931	4.752638397	10.06670519	4.431175144	14.88684829	1.203827415	15.90062593	7.454558938	2.420547233	3.52745148	0.249276009	2.85670524	0.800291315	4.628509673	0	5.243558971	0.624494246
Chordc1	56.17874212	27.68557533	15.44613361	7.860431893	25.74363377	23.44853942	51.26079716	6.357213307	9.827697271	27.24503245	10.83263496	31.57269043	19.52266394	46.22112205	3.581530473	13.49541496	7.779597245	20.75874966	0
Chpf2	2.777197703	3.284729277	2.443456164	31.81789979	9.544779471	3.179462973	0	1.9814928	6.045915459	5.937174141	3.748581308	2.675651732	9.264993058	2.333558272	2.124636721	0	0	4.2833087	0
Chpt1	4.107174968	14.51646188	13.31329018	6.276877556	8.320831496	6.063210722	4.703980163	11.35348658	7.058885463	6.469796623	8.169731293	19.68086574	13.34134554	45.77222214	4.630474754	5.883593499	3.017416346	7.584790373	4.968308522
Chrac1	84.4785359	40.64997224	32.01760245	31.14941318	33.35176996	30.20480484	0	35.17744972	79.22209551	99.40755082	32.74612625	45.28603438	43.35820782	12.74065231	13.91999064	23.31170386	16.12598066	32.74013192	10.86223718
Chrm1	0.469198848	0.971153255	0.722424957	0.48657855	0.564396203	1.222039694	2.495818428	2.267776443	0.191519713	0.585122396	2.216588724	1.38438161	1.369630098	0.172483219	1.884491257	0.513758222	0	0.633195134	0.490177317
Chrna1	27.16899871	37.33162234	27.53503855	7.846306062	25.64870112	46.85333157	143.9385019	36.12569284	8.609930678	14.01009714	58.95360952	82.04720991	116.4530546	11.63119346	98.53176214	13.44901129	15.20178296	104.426252	26.58731825
Chrna10	18.6317033	35.08896038	37.94843967	52.33633459	49.41218007	22.9260093	0	9.548875943	70.82192706	21.46644021	36.43567331	31.1659392	33.77040197	14.23779303	15.7128426	8.169634822	64.16542463	73.64994204	0
Chrna5	1.615805676	0.24773433	4.975708489	0	0	3.560957886	0.911589435	0.95451467	0.293131949	0.44778176	0	0.908089617	0.898413315	3.167945981	0	1.600756535	1.253032281	1.453712421	0
Chrna9	0	2.031842024	0	4.581077528	0	3.687613539	10.50281582	0	0	0	0.993757701	1.241312717	0.61404285	6.495633621	0	0	8.564159724	0.993575789	0
Chrnb4	0.211516348	0.58373201	0	1.462341157	1.017726486	0.423768785	1.53425859	3.135117447	0.115116936	0	0.570997325	0.713238489	0.705638456	0.311023956	3.398138852	0.066172531	0	0.570892801	0.883894037
Chst12	0	34.18067951	30.51173537	97.0450858	77.47143709	36.89009299	0	22.74772774	9.661701265	7.551114816	20.06099672	13.22526261	3.443247	20.64042744	2.210883173	10.97848967	0	13.37154964	15.52703892
Chst3	1.206390691	1.553689846	0.371495687	0.667241004	1.160927529	1.69188578	2.683546798	4.275950859	0.590916025	1.604746675	0.325670267	2.847585995	3.420938004	1.951329292	5.16837349	0.528384192	1.12264476	2.930495867	0.504131972
Chsy1	38.05030194	19.00399945	39.69168097	21.72879278	50.12449167	41.74244303	240.4400711	20.59545763	19.26728365	26.71657276	22.87927212	28.8764235	19.73303748	4.413769565	26.47553776	26.01749881	24.64656886	6.19533524	3.689241633
Chtf18	35.72780796	17.25223151	7.310307921	53.83298703	11.42239063	45.56384895	0	14.68666346	46.25388107	28.02571754	39.09217551	23.21446612	34.84663519	44.68170558	25.42586829	57.26088459	4.418290258	33.95911531	22.32074333
Chtf8	4.150873026	11.3396565	19.3669536	66.0912345	55.68015979	12.60028986	1.459822708	7.943897342	8.214895365	38.48325975	20.37355859	17.81417155	39.02534563	20.34548726	9.430386019	21.87933428	0	31.91273228	1.576895912
Chuk	18.5389849	4.457377629	16.8671779	31.46022271	23.31407833	6.499935128	10.08560227	10.58960888	59.39205051	16.81407717	17.06140007	12.78693963	15.11054189	25.40194856	14.66636729	9.293005507	0	3.980264609	17.16698998
Churc1	387.7124456	551.9784503	483.2536824	167.530746	444.1683292	689.3870591	1801.222466	537.6390447	195.3107443	345.3595662	978.1157367	1138.11767	1328.091082	190.0370975	1792.026339	190.2457148	359.7241938	1367.242694	392.9925679
Ciao1	53.11289003	18.30849348	18.46001334	28.1825241	23.07508637	40.45044625	0	38.09124477	22.96858029	25.91600647	11.65168785	22.63992924	18.79889689	45.13215529	12.84109706	21.00477518	0	19.41592492	23.04678247
Ciapin1	9.031508547	18.34081389	29.91059706	19.32115296	24.59760478	28.95111556	14.50308726	16.41752397	7.790386328	24.65086712	13.34051388	22.40989727	11.93828722	17.28953925	2.737673224	10.71554559	8.721707011	10.57847077	21.71903528
Cib1	84.57014942	65.64160603	157.3401853	23.14377638	55.10314084	72.36269693	0	66.98998968	55.85564503	112.7885752	80.85649573	72.77844636	98.45300419	32.38439402	61.32889546	82.40448633	155.7592481	54.68702868	143.5710034
Cic	19.63597565	11.00481202	19.72153834	11.02751898	19.18669608	16.60765285	0.350601471	8.760596558	8.648089065	16.67653166	9.459915365	9.371687241	10.07807136	4.264422859	25.88421728	12.39957405	0.562242279	7.175173829	5.049581469
Cidea	0	4.079103239	3.901343024	0	0	1.522946375	0	2.245241551	0	1.053287337	0	2.136038979	1.056639028	4.657343264	0	0	0	13.67788526	0
Ciita	0.518072011	1.668040109	3.589537109	0.179087345	3.115927041	1.712612453	3.695264374	1.460663666	0	1.292141008	0	2.620427934	5.401053172	3.618542197	3.467975888	4.983896948	1.807905701	7.341081749	0
Cilp	0	1.633268952	1.640198632	4.173429406	1.708545403	1.565118018	0	2.917639372	0	2.066502581	0.479291277	1.197375089	0	6.526784926	0	0	0	0	0
Cilp2	0	0.337293185	1.129080875	2.788410442	1.764194197	0.808047629	0	4.607612018	2.993269308	0	2.969413239	0.309093656	0	2.426172453	0	0	0	0	0
Cinp	29.77808497	42.95774677	36.47102222	87.49645506	45.58891547	71.99853046	20.94534058	43.50498581	59.02519191	77.64646695	66.68483581	58.7641086	47.97790978	30.85003659	34.43052298	43.82765528	61.40490731	50.23280255	76.35968291
Cir1	9.667003985	32.08395208	19.84570071	6.814434605	25.53682437	41.3176526	45.64723002	17.22355804	35.69382595	36.56017207	19.44444052	46.65899849	38.573572	7.246778229	85.2662049	29.41285632	33.51426495	45.02098787	41.18900767
Cirbp	11.44764873	15.66130675	3.61557586	23.54043262	33.89612608	5.410339749	0	16.83541139	0	9.761357166	11.09353242	8.908098863	0.979241902	14.67508097	9.431458629	3.489547286	32.77836674	14.26050218	40.47826521
Cirh1a	60.98103788	71.78060906	71.68132346	181.7862366	113.5799049	137.2818669	86.8811959	86.73154197	79.67069614	56.6948652	72.57480093	60.80445328	95.1567106	198.6227474	47.40471692	88.72209295	68.64655729	64.59744697	32.88132979
Cisd1	80.99344556	108.9491941	122.3525858	43.31742428	55.14706522	60.31498918	57.2715678	64.99799789	169.4598836	107.991968	66.00610733	140.4207676	81.57034302	57.30124882	180.0414956	36.57372909	28.44188506	53.620145	172.4225379
Cisd2	8.352647154	15.13104989	11.87128777	3.909022934	8.656173477	6.384802718	0	8.281191309	2.307916011	7.264708895	9.713124239	6.933006264	7.716521754	8.314063877	4.128934137	20.98529532	7.174909136	5.549340689	39.73733728
Cish	17.23089889	4.708213297	0	2.830756838	0	7.382871922	0	9.894893142	0	0	17.50089626	4.026942527	12.52124582	13.54659733	9.136134535	0.106745693	0	34.07445408	0
Cit	2.886940507	4.032795885	1.317042715	0.443537234	0	5.35548863	3.826213099	6.270432558	7.739644131	2.489032837	0.865935328	3.605495028	3.388722265	12.57806858	5.153384007	6.288770162	1.492518439	5.48325316	7.372491459
Cited1	237.6820751	216.5519512	133.2885206	58.79966864	36.53753377	193.8235501	161.9399671	265.9706288	201.6820264	308.0849189	520.6860507	341.841031	284.9987244	327.1670927	512.3875444	633.5908722	420.4587887	370.9721392	610.8563469
Cited2	5.991638316	3.444878597	2.306329751	0	5.405476682	0	0	0	0	1.867993591	6.065505356	0.631373634	0.624645926	0	26.07023134	1.171546174	0	3.032197519	0
Ciz1	0	1.441431746	17.92201659	8.975951238	2.154095039	4.753774932	0	8.583150595	10.90350293	11.1659969	3.625677002	1.509623176	3.733842831	4.608140002	1.198736292	7.283076483	0	10.27087103	10.75726413
Ckap2	43.51503633	23.73125344	24.4430165	6.271706294	17.73215259	35.21337754	90.33992998	35.62440511	32.78575479	25.92520388	25.25428307	31.06741814	23.17049734	50.02212281	25.80808723	18.80185222	19.78548088	24.48451893	5.330890333
Ckap2l	0.352572198	16.000621	17.37136097	9.100171859	21.48807652	12.80886744	43.07838155	19.16149404	33.64401624	8.207381467	8.248790808	19.8147065	19.60356756	10.71441341	20.13968681	16.83937971	10.9365712	22.20421762	1.473344571
Ckap5	13.56528278	15.26347821	11.04737912	16.1217276	18.34043089	25.51566169	19.29997931	31.71684939	10.58615483	9.134148783	10.59257771	15.49951714	23.18854352	11.70446942	10.80667055	15.81808213	11.99763644	18.15538061	24.12720276
Ckb	199.0534845	128.9589603	218.1478978	35.1804851	14.40241351	63.7679698	16.16348691	140.1733384	95.16564433	65.53186086	68.68425602	126.1679316	105.6839203	902.3019619	203.0422451	113.7779804	2.321246539	126.5713374	46.90678537
Cklf	0	0.969918869	2.164520153	0	1.691036477	1.549078915	0	3.397340972	5.06882146	6.428165424	0.948759139	1.185104562	0	0.51679195	3.764191941	0	0	0	0
Cks1b	264.9380573	336.0121841	515.9049434	125.254446	281.199038	217.002758	480.9108216	276.5052584	321.7802729	265.6120732	181.4323257	326.8054986	303.8262931	173.3048493	156.4849675	358.0528322	435.0819405	481.101997	1127.486826
Cks2	4480.917455	2963.393772	2872.580231	716.9129627	2141.968167	2284.42834	3198.779714	3360.800139	2600.628429	3383.055722	2354.751829	2772.96025	3255.587062	746.7747935	2634.321457	3763.964481	2165.261448	3696.369655	4848.314174
Clasp1	2.473688915	1.373939173	0.287451784	7.357136663	4.04230292	0.897688103	2.753546459	1.594142432	2.819599815	6.67415341	1.007974009	3.305059932	1.401360989	1.647139403	4.499017105	6.27872515	5.646338905	3.275315858	0
Clasp2	6.248694833	23.61454021	16.98862427	3.89198448	33.04557433	12.31612245	11.21571376	18.0303752	7.353140423	17.41036201	17.62846345	14.42682488	11.64384263	17.88010189	10.24993661	8.066137447	12.04893188	8.812618237	0.235246191
Clasrp	8.729026347	5.038414824	1.054123324	10.41317251	19.76487203	9.464326915	0	7.500437209	0	7.39941689	1.848186327	2.308588089	2.854985674	4.026850555	0	0	0	1.847848008	2.145720482
Clca2	2.522393234	2.598837531	1.242792359	1.674128497	0	2.344853942	4.1959915	2.925952939	0.713857321	1.342119825	4.357956594	1.701114786	4.375769504	0.593448009	2.161268389	0.378780692	0	4.901803706	0.84325523
Clcc1	8.09032406	18.8415721	22.07509928	38.79932301	13.79697872	29.05274035	19.41280347	10.22945658	5.852257229	25.20165501	12.71706209	13.12239946	16.74068433	19.87754105	17.54949932	7.497016854	11.43600795	12.16191964	15.40627306
Clcn2	0	4.280060823	2.491721965	0.839131074	0.973331832	0.810566795	0	0.651817225	3.302861223	1.681792126	1.638268868	9.890827404	5.398860152	10.41098297	6.499814562	0	0	6.5518759	0
Clcn3	8.487172296	7.189629368	1.88024316	13.50837038	19.39006616	5.969707652	0	12.5522315	2.62524954	0.812206996	5.933908602	4.94140319	3.870259811	12.92887129	3.269822248	3.896836544	0.568201786	7.580828587	0
Clcn5	5.843886208	3.428101334	16.17000479	13.11612181	5.705160052	6.040705745	0	2.892747776	0	6.759622109	8.230861506	3.427083903	5.368396219	1.494458321	7.256857057	11.8173833	0	11.42965946	0
Clcn6	1.900376264	3.030190977	3.12107442	0.700717701	12.19173378	14.72181496	0	3.02087045	0	0	19.15254532	3.844870162	2.113278056	21.61007275	6.784600251	0.55489419	0	2.051682788	0
Clcn7	36.20490403	6.510845984	3.911905361	9.78642036	3.492783194	14.616237	14.5678665	4.970447252	56.00191018	16.59646943	11.26788666	17.4405506	3.027142083	11.4747401	14.57778986	2.952307892	11.82161787	8.326913409	0
Clcnka	20.57360502	2.762918923	6.474163536	3.737636778	0	1.203468826	0	3.096861962	0	0	0	1.519154402	3.005933593	5.299696189	8.042031255	0	0	3.242578093	0
Cldn12	0	1.830535464	0	9.50507401	2.61123248	13.11990653	0	6.470117525	22.3490098	6.918206227	10.25525764	4.269981747	2.41398985	9.310116025	1.937506058	0	0	0.488256208	0.377975296
Cldn25	21.00461458	13.91219089	16.55848051	13.94089682	9.702263981	6.059854992	7.800802837	41.58320575	10.4256907	1.676426336	8.165209694	20.96511549	7.848217684	26.68568534	3.599487098	10.51401284	1.563720321	13.60619169	37.21661223
Cldn5	9.893766818	0	8.017590538	0	2.505504611	6.468219985	0	4.026904723	0	0	0	3.511792898	0.868593099	4.594192847	0	9.122836676	0	5.621842669	0
Cldn6	147.1264742	30.17654177	40.70763897	44.6812223	68.31742453	31.97782886	0	23.34856045	141.4933905	98.50544599	113.6671408	42.09954115	33.48409095	77.0335709	15.73162289	60.50304745	0	51.53729076	0
Cldn7	23.34336927	47.61614092	26.56564892	2.806728849	75.6927945	27.24742874	30.42921565	25.67186404	0	13.50063549	110.9636825	19.67860824	11.0041719	311.9118623	24.4581804	0.317518846	61.39082038	49.30816447	25.4473884
Cldn9	0	2.820360065	0	0	7.375872202	0.818992645	0	0	21.96986379	0	13.79415575	6.030646431	14.48979424	1.502743606	2.736408417	0	0	0	0
Clec10a	3.438655518	12.65310105	4.538137855	1.358486681	11.81810303	6.298768218	0	2.374290926	0	0	10.60890966	11.59523358	13.11048984	0	0	5.225205208	18.28542244	9.281096691	0
Clec16a	0	0.977685676	0.363642159	0.653135333	1.704577769	1.798071857	0	2.625485126	0	1.570821858	3.825426024	1.791891764	2.954663265	0.347286839	2.529556276	0.997484133	1.648367578	0.318727147	0
Clec2d	1.82210706	6.704743944	0	2.519466856	2.922400765	3.163814463	5.874163037	1.565649942	0	3.029719424	4.918855044	4.096127466	3.039360367	0	16.26292152	0.570043101	0	4.917954624	0
Clec2g	3.386204318	5.191707583	2.606867555	0.390181498	1.357747619	1.469908441	1.910395618	5.728283527	0.614309435	1.407607876	2.28530043	4.281887552	14.59156628	3.734430007	1.511150917	0.794526206	0	6.09301892	1.179201918
Clec2h	4.267048555	9.420786051	15.76792806	5.192123518	9.854984803	13.54153152	22.45018088	14.40923454	4.551755623	18.73095981	9.215262381	13.81305206	18.79056405	2.007832429	16.45265561	2.456287573	0	11.05629058	0.713253382
Clec4a1	0	3.04754568	1.457369474	1.963178924	2.277146681	5.120149623	1.144292992	0.457485325	0	0	1.277597352	3.989649184	1.578854722	0.695911112	2.534427051	0.296119951	0	1.277363482	0
Clic1	0	6.437672608	11.754521	0.879675802	0	7.902501725	0	0	0	6.346987714	5.152277846	1.072626994	0	4.67743534	0	0	0	3.434223131	13.29272913
Clic4	20.41127557	13.35229519	7.821885572	16.30668714	7.856828436	9.160162694	15.17843835	20.6953573	46.6074029	9.653751654	10.77532648	14.98906486	13.01350803	20.00915684	4.858067601	12.37393757	0.8441935	15.67033311	0
Clint1	0.542485278	10.77928669	2.67284478	0.300042453	5.220415729	5.651663858	21.19642809	3.286229193	12.10506414	3.608082578	0	9.512225377	4.343476734	21.05919593	6.972284896	8.146348735	0	13.47058358	10.42802473
Clip1	29.53615035	10.77849369	8.519065964	13.50091707	3.915023758	16.10605703	3.147752782	7.760523514	36.04681944	10.28227885	4.832368885	6.3105314	16.55828681	1.914331515	16.55795841	9.469433712	12.87213431	12.29832367	12.58071294
Clip4	0.082385027	1.667321241	3.551747817	3.189635656	0.792803247	0.066022703	0	3.716450616	0	4.657530686	1.779214904	3.611457188	1.09937683	0	0.882377061	0	0	1.334166908	0
Clk1	29.60845298	19.32969573	44.8528109	41.93073844	18.38235507	51.28304917	29.55951887	60.62786735	27.61520343	13.89602529	67.68204365	21.7394537	49.38829363	63.19990678	1.278703804	6.42430699	5.555055676	25.77891586	19.95631226
Clk2	13.88508683	14.97537939	4.914678875	9.268584131	12.2867343	25.58022483	0	6.068249065	23.71304228	9.553452935	24.12723242	8.072562895	28.75155963	12.20344905	13.67493453	4.893157854	32.67430843	8.615291362	1.333876455
Clk3	71.39898021	27.19713696	32.77503571	54.37024292	31.29570154	64.32647034	13.01006991	36.10489836	95.17544235	35.88609927	21.54908188	21.43404631	25.64404454	16.9546716	25.332076	49.85370532	26.13682651	15.16139286	0
Clk4	9.937802723	8.604185146	3.600288013	42.57082246	3.750311342	26.85923607	51.82582795	37.29569316	30.01248195	29.16024879	12.62471464	16.42672682	15.6016215	9.168959932	8.348070499	0	1.8133205	8.414935749	0
Clmn	0.215742432	1.190789877	1.518529771	0.937551145	2.669298676	1.309056565	5.633686725	2.820381857	0.402572451	1.332414645	2.662426583	1.766758875	1.747932878	0.815755359	3.631082662	0.173557681	2.007658978	4.159280021	0.25758691
Cln3	15.43739226	9.295271201	12.10054928	12.41926766	8.10307087	12.25893569	6.515021478	11.66683359	9.012775286	6.067127515	12.88102149	8.991366209	7.959182749	28.47804961	3.006195163	0.614671523	26.11954614	18.93921112	0
Cln6	0	1.58777293	0	0	11.62666746	2.351440611	17.52761148	0	0	0	4.659402328	4.074074345	0.575808908	3.553186603	0	0	0	0.93170988	0
Cln8	18.23013722	11.60202543	4.236818486	4.597540566	1.65501222	12.35833922	2.051435665	7.093263365	2.152817374	2.859648095	15.1662785	9.085555937	13.00499026	13.8247271	4.912004163	9.146749748	23.47306872	13.6162061	1.676938445
Clns1a	165.2784385	81.51546717	104.3330592	119.5224192	66.88036815	95.46698133	242.8190403	115.1896393	48.16753688	76.19781534	59.80284559	126.6976263	137.3026942	174.6902925	72.11060838	89.48518135	159.6662082	126.6181378	210.1061687
Clock	9.465795007	12.06384691	11.2344906	9.134723862	6.642033085	6.519057697	0.47681425	3.304237414	5.232217138	7.049898072	4.791246341	7.647236634	8.552587199	5.944558704	5.808372668	8.020344321	5.964219177	9.846870189	0.206021303
Clp1	119.2647066	41.14258039	33.50038486	95.82601735	38.7737107	74.26652158	221.1461887	179.2940819	137.2744928	27.46835238	100.0686853	37.36317362	44.35805283	166.4855152	56.10085847	94.28782862	11.24853241	72.86276744	66.50795474
Clpb	0	2.114014323	7.582084729	1.134844451	0.789802878	4.209461752	17.93921268	1.851192844	8.084914579	1.637613259	1.329361091	7.749085308	4.380864928	9.413390687	1.758075399	0	0	0.886078497	0
Clpp	231.8333085	196.1271847	221.9789839	113.1888402	232.2085897	199.7419246	120.5278974	186.0149734	192.8356507	181.821654	216.0356788	153.4656406	182.400233	238.9437035	163.5723839	335.4092048	645.2296118	245.6749904	624.1646667
